1552917259
= Start time (s)
'Reltime', '44.00[A]', '28.00[A]', '4.00[A]'
9.326250000000000000e+02 1.163663674967618800e-12 2.693602719344712071e-12 8.280894958460904842e-14
9.340309999999999491e+02 1.064701170110093909e-12 2.750023299358250739e-12 8.367280121806403015e-14
9.354370000000000118e+02 1.015561332945447148e-12 2.524342497187137546e-12 8.321437343448284674e-14
9.368590000000000373e+02 1.028301033732803571e-12 2.668122667248695734e-12 7.970847018447940746e-14
9.382649999999999864e+02 1.059241127969456908e-12 2.810218203974645945e-12 8.394535609169972989e-14
9.396720000000000255e+02 9.864410720553107303e-13 2.731822797488736576e-12 8.287991739306180272e-14
9.410779999999999745e+02 1.051961144062085740e-12 2.764583050332558578e-12 7.914979435752478309e-14
9.424840000000000373e+02 1.028301142153020820e-12 2.861042566054683434e-12 8.400731146959369844e-14
9.439059999999999491e+02 1.059988685367385663e-12 2.988442826534765118e-12 8.489277260759903188e-14
9.453120000000000118e+02 1.119301266255812166e-12 2.768222933866026914e-12 7.804831271291529093e-14
9.467190000000000509e+02 9.336608092561093919e-13 2.702703512380555395e-12 8.805581724934466448e-14
9.481250000000000000e+02 1.033176148801384642e-12 2.713824390904173711e-12 8.486794437784911382e-14
9.495309999999999491e+02 1.337701325578033451e-12 2.950223182071609607e-12 8.527733911817964030e-14
9.509529999999999745e+02 1.051961144062085740e-12 2.762762891725389913e-12 7.491398587621336813e-14
9.523590000000000373e+02 1.139320950950539757e-12 2.884702893224400100e-12 8.484324489710717843e-14
9.537649999999999864e+02 9.700613793142687236e-13 2.799096024408420647e-12 8.752246431938115467e-14
9.551720000000000255e+02 1.075620929130716164e-12 2.651742974507653727e-12 6.837282476301886902e-14
9.565940000000000509e+02 1.099281256300432830e-12 2.971490458206216267e-12 8.825434144339033837e-14
9.580000000000000000e+02 1.044681051734497323e-12 2.839202831173004427e-12 8.816982788404509330e-14
9.594059999999999491e+02 1.064701278530311157e-12 2.960367628118687477e-12 8.301619482987965259e-14
9.608120000000000118e+02 1.013741065918061235e-12 2.973883075560457279e-12 7.528571136731360136e-14
9.622190000000000509e+02 1.099281147880215581e-12 2.773143910686504121e-12 8.395771599646606465e-14
9.636399999999999864e+02 1.084721180065473245e-12 2.787973194320891857e-12 8.342916743737938123e-14
9.650470000000000255e+02 1.062880903082707995e-12 2.825047487609033681e-12 8.158092799394334182e-14
9.664690000000000509e+02 1.051961035641868492e-12 2.657202799807856231e-12 8.310663084359209973e-14
9.678750000000000000e+02 9.846209134481420655e-13 2.698995324110220473e-12 7.622714444247349896e-14
9.692970000000000255e+02 1.066520895036393579e-12 2.526162438953871714e-12 8.217631084070017855e-14
9.707029999999999745e+02 9.136410161411645525e-13 2.860267795182225292e-12 8.207707246059986472e-14
9.721090000000000373e+02 1.255801452409999186e-12 2.787973411161326354e-12 7.561459054380992306e-14
9.735149999999999864e+02 1.015561116105012651e-12 2.644462556919413565e-12 8.010480706489506164e-14
9.749370000000000118e+02 1.122941041369063253e-12 2.973344227080731983e-12 7.255710653608291039e-14
9.763440000000000509e+02 1.066521220297045325e-12 2.652652620130369066e-12 8.527733234191606226e-14
9.777500000000000000e+02 1.002820981636787234e-12 2.635362631245308229e-12 9.009009900931563841e-14
9.791559999999999491e+02 9.920633108409515621e-13 2.676750964977769875e-12 8.683193595572513690e-14
9.805779999999999745e+02 9.563135873469352788e-13 2.779142584466431920e-12 8.131590154914283830e-14
9.819840000000000373e+02 9.445810019576006411e-13 2.731822797488736576e-12 8.496123319852791345e-14
9.833899999999999864e+02 1.057421077782505492e-12 2.947392330199249955e-12 7.713161299981521890e-14
9.848120000000000118e+02 1.266721211430621441e-12 2.726362755348099576e-12 8.525858242059564107e-14
9.862190000000000509e+02 1.159341069326136342e-12 2.975197562274378704e-12 1.092924782251057658e-13
9.876399999999999864e+02 1.193921155516475263e-12 2.961142832672014613e-12 1.338807808105163533e-13
9.890470000000000255e+02 1.195741205703426679e-12 2.943685009290653021e-12 1.075672753994560971e-13
9.904529999999999745e+02 1.142961051324442590e-12 3.121640099190692297e-12 1.026925126965810842e-13
9.918750000000000000e+02 1.246701309895459353e-12 2.787973194320891857e-12 1.144213846934749590e-13
9.932809999999999491e+02 1.161161444773739504e-12 2.849145398775565496e-12 1.113768636779727261e-13
9.946870000000000118e+02 1.357721552373847285e-12 2.795522927728777418e-12 2.145391205183103112e-13
9.960940000000000509e+02 2.231322114923384170e-12 3.175397444987737572e-12 2.617149661050810483e-13
9.975000000000000000e+02 2.105741362529167660e-12 3.308763419501703495e-12 2.534087306313437260e-13
9.989220000000000255e+02 2.424242230569806367e-12 3.560968577301371063e-12 7.389836897790658110e-13
1.000327999999999975e+03 5.077299258110512525e-12 4.812220066874317581e-12 1.095045820513618207e-12
1.001734000000000037e+03 6.561106258989868323e-12 5.103251588672863548e-12 1.163289625218111301e-12
1.003155999999999949e+03 6.293330440110267432e-12 5.325696047359107510e-12 8.661945943497229017e-13
1.004562000000000012e+03 3.743744463741149886e-12 4.002150607446131048e-12 2.861693900509804100e-13
1.005969000000000051e+03 2.242242199204658171e-12 3.572090973708030859e-12 3.619890845407702784e-13
1.007389999999999986e+03 2.464282684161434034e-12 3.761169761057336913e-12 3.590423585612262380e-13
1.008797000000000025e+03 2.402402278847692862e-12 3.468283819862971740e-12 3.556102623741147495e-13
1.010202999999999975e+03 2.520702613653669211e-12 3.399696323069800741e-12 3.490818474127105331e-13
1.011609000000000037e+03 2.448745633348847761e-12 3.738283120557905903e-12 3.546829984660965218e-13
1.013030999999999949e+03 2.518882671886935043e-12 3.433062644928042140e-12 3.611303422100531346e-13
1.014437000000000012e+03 2.648102657293316398e-12 3.472563599518641020e-12 3.472629085329859144e-13
1.015844000000000051e+03 2.629902372264236732e-12 3.520186746264197808e-12 3.646007378389076736e-13
1.017250000000000000e+03 2.456159841485172635e-12 3.644385140888495300e-12 3.604724212267346184e-13
1.018655999999999949e+03 2.851943074061447092e-12 3.556283739714061198e-12 3.653963524981318489e-13
1.020077999999999975e+03 2.542542782216217212e-12 3.692582264264165914e-12 2.678234966701359410e-13
1.021484000000000037e+03 2.260442701074172334e-12 3.177251864383556779e-12 1.433155352205395250e-13
1.022889999999999986e+03 1.448721351215986886e-12 3.030303438733561450e-12 1.516759401453196543e-13
1.024311999999999898e+03 1.434161600241679047e-12 2.971490241365781770e-12 1.533131802934628585e-13
1.025719000000000051e+03 1.423241515960405046e-12 2.910317603230239136e-12 1.601601474056704721e-13
1.027125000000000000e+03 1.634361916635906908e-12 3.153152869014852477e-12 1.707415540333143134e-13
1.028547000000000025e+03 1.463281644291380967e-12 3.112371688498982714e-12 1.632525901571965643e-13
1.029952999999999975e+03 1.610701806306624739e-12 3.130908509882401880e-12 1.698472769763939572e-13
1.031358999999999924e+03 1.699881771802247421e-12 3.379305299130996865e-12 1.668168912467155041e-13
1.032765000000000100e+03 1.476021561919171887e-12 3.055783057148708792e-12 1.697112096037470264e-13
1.034172000000000025e+03 1.581581653836705570e-12 2.986622884768030950e-12 1.786277153753221270e-13
1.035594000000000051e+03 1.745382050694077591e-12 3.014125624437036244e-12 1.678227869172932429e-13
1.037000000000000000e+03 1.494221630107817056e-12 2.973344443921166480e-12 1.656799832961200480e-13
1.038405999999999949e+03 1.468741578011800719e-12 2.917732895568736495e-12 1.717350762465985614e-13
1.039811999999999898e+03 1.537901425131826816e-12 3.088273777332450898e-12 1.751378176598900049e-13
1.041233999999999924e+03 1.323141032502639369e-12 2.899262861039142436e-12 1.639279667954920972e-13
1.042640000000000100e+03 1.665301902452342997e-12 2.955683007371812110e-12 1.763625595389839429e-13
1.044047000000000025e+03 1.557921651927640649e-12 3.219583454006080814e-12 1.697231358276443669e-13
1.045452999999999975e+03 1.519701682203833393e-12 2.995723027282570783e-12 1.625973932318364179e-13
1.046875000000000000e+03 1.534261758438792977e-12 2.863974899250387729e-12 1.692759024314940963e-13
1.048280999999999949e+03 1.599781505184916242e-12 3.069736522268162737e-12 1.752247706741233424e-13
1.049702999999999975e+03 1.465101477637897887e-12 3.077623225711256794e-12 1.694622903374715106e-13
1.051108999999999924e+03 1.610701697886407491e-12 3.188373610268913083e-12 1.642781776497320712e-13
1.052515000000000100e+03 1.481481604059808888e-12 3.108664367590385780e-12 1.737097065582920985e-13
1.053922000000000025e+03 1.435981650428630463e-12 2.961143266352883607e-12 1.729397061753928933e-13
1.055327999999999975e+03 1.572481945003034731e-12 3.215943353632177981e-12 1.731259856611530590e-13
1.056750000000000000e+03 1.514241748483413641e-12 3.110383261714644298e-12 1.699963276700564019e-13
1.058155999999999949e+03 1.639821850356326660e-12 2.899262861039142436e-12 1.664568277052330680e-13
1.059561999999999898e+03 1.503321555781922392e-12 3.021202862538152623e-12 1.639930053733140713e-13
1.060969000000000051e+03 1.534261433178141232e-12 3.003002794349507454e-12 1.608183529920592658e-13
1.062375000000000000e+03 1.641641575282626331e-12 3.030808676945939695e-12 1.732463998649347303e-13
1.063797000000000025e+03 1.435981542008413214e-12 2.975197562274378704e-12 1.830862528641799547e-13
1.065202999999999975e+03 1.577941553462802737e-12 3.084903643299496956e-12 1.736805821774337066e-13
1.066608999999999924e+03 1.627081499047666746e-12 3.132762495597352093e-12 1.730141366545340231e-13
1.068015000000000100e+03 1.597961671838399322e-12 2.902902961413045269e-12 1.729273327180994024e-13
1.069436999999999898e+03 1.415961640473251126e-12 2.990263201982368280e-12 1.655683646824626654e-13
1.070844000000000051e+03 1.727181874085215174e-12 3.056760573827421723e-12 1.761737050730641241e-13
1.072265000000000100e+03 2.732918058523381433e-11 1.415489687267568186e-11 3.147454302396268666e-12
1.073672000000000025e+03 2.963519013521320744e-11 1.561191106946857587e-11 3.080504601404854270e-12
1.075077999999999975e+03 2.975011903494362286e-11 1.553405667986673677e-11 3.101827388690692189e-12
1.076483999999999924e+03 2.978162855216126559e-11 1.576947253334459731e-11 3.030714568197367953e-12
1.077905999999999949e+03 3.003373938437192692e-11 1.625328864551800478e-11 3.076851056924012617e-12
1.079311999999999898e+03 3.051940297704724969e-11 1.581581740572879369e-11 3.052373024475807384e-12
1.080719000000000051e+03 3.091610648042752985e-11 1.642939083390526633e-11 2.998163349532401156e-12
1.082125000000000000e+03 3.077893148684118785e-11 1.642939430335221829e-11 3.006702092162027995e-12
1.083530999999999949e+03 3.102176501790232521e-11 1.668334741189436699e-11 3.050514918792601726e-12
1.084952999999999975e+03 3.099025550068468249e-11 1.648011761778978013e-11 3.027785921289050108e-12
1.086358999999999924e+03 3.183368846304546196e-11 1.655915161935528346e-11 3.009351882271582568e-12
1.087780999999999949e+03 3.107366794430355128e-11 1.678530578419490382e-11 3.016193631660835095e-12
1.089186999999999898e+03 3.155562963708113955e-11 1.699848074798726572e-11 2.994243308157562566e-12
1.090594000000000051e+03 3.170392420814849288e-11 1.698921212045512164e-11 3.023815572933408191e-12
1.092015000000000100e+03 3.167240775203694625e-11 1.716531604356585916e-11 2.992956360178822273e-12
1.093422000000000025e+03 3.163162440311673151e-11 1.683906139526847312e-11 3.008794385514490521e-12
1.094827999999999975e+03 3.224150460501284954e-11 1.678715846886724705e-11 3.012367699034568247e-12
1.096250000000000000e+03 3.223593961210191594e-11 1.762318242726212958e-11 3.021537881009450643e-12
1.097655999999999949e+03 3.149446328731819733e-11 1.724131948321883101e-11 3.029005431892661804e-12
1.099061999999999898e+03 3.206725857074488317e-11 1.744707850415139205e-11 3.074065091021593865e-12
1.100469000000000051e+03 3.198383571878515852e-11 1.723575449030789741e-11 3.021150820833873318e-12
1.101890000000000100e+03 3.241018911581683426e-11 1.745449271228771693e-11 2.997251318664906350e-12
1.103297000000000025e+03 3.285878513725748462e-11 1.736180470224280015e-11 3.026207106085476717e-12
1.104719000000000051e+03 3.236570733644583697e-11 1.758795713235894453e-11 3.040130647224970062e-12
1.106125000000000000e+03 3.254922026352247144e-11 1.730063141358595402e-11 3.009641581092070695e-12
1.107530999999999949e+03 3.272161708256504653e-11 1.718385329863014732e-11 2.966613066313072977e-12
1.108952999999999975e+03 3.211915802769915729e-11 1.764542158222415225e-11 3.028913274708000536e-12
1.110358999999999924e+03 3.271048709674317934e-11 1.768991030048905344e-11 3.019195570636012960e-12
1.111765000000000100e+03 3.266229647858054363e-11 1.747673880614364350e-11 3.060993299108805132e-12
1.113186999999999898e+03 3.252697416966654487e-11 1.741370762864402622e-11 3.026970818095775506e-12
1.114594000000000051e+03 3.289400696271371771e-11 1.767137304542476528e-11 3.025991349853152101e-12
1.116000000000000000e+03 3.210061383374096522e-11 1.745264002761537370e-11 3.026540823514167755e-12
1.117405999999999949e+03 3.223965192034050631e-11 1.783635392160753952e-11 3.022393099683107209e-12
1.118811999999999898e+03 3.256033637155653082e-11 1.784747870325897878e-11 3.015069964529271118e-12
1.120233999999999924e+03 3.279575916392829527e-11 1.796241107243634616e-11 3.060737427396098553e-12
1.121640000000000100e+03 3.265488227044421876e-11 1.781781666654325136e-11 3.021042617457059265e-12
1.123047000000000025e+03 3.278649227111962716e-11 1.808104360678797207e-11 3.044711618244155815e-12
1.124452999999999975e+03 3.303303117152545099e-11 1.796426028766173744e-11 3.001802582544566000e-12
1.125875000000000000e+03 3.254180258593919461e-11 1.819226713717370103e-11 3.017584879888568494e-12
1.127280999999999949e+03 3.328513853428916036e-11 1.812924463329146363e-11 3.027181153317237694e-12
1.128686999999999898e+03 3.382456814637890830e-11 1.824602448297074631e-11 3.019951259550235356e-12
1.130094000000000051e+03 3.347977797774071007e-11 1.813665537198083655e-11 2.986023754647515460e-12
1.131500000000000000e+03 3.311088903057424204e-11 1.816907561902336710e-11 3.058988392451444938e-12
1.132922000000000025e+03 3.319059263540147242e-11 1.813294653318919814e-11 3.001096333249408943e-12
1.134327999999999975e+03 3.341860468908386395e-11 1.849071416815117885e-11 2.997101048243799859e-12
1.135733999999999924e+03 3.341860468908386395e-11 1.827383036556717855e-11 2.998717376842541249e-12
1.137140000000000100e+03 3.349831176335804628e-11 1.826270731863921526e-11 3.014299313625068422e-12
1.138561999999999898e+03 3.365588016612797162e-11 1.809081877357510137e-11 3.053906736869005378e-12
1.139983999999999924e+03 3.321841066106223650e-11 1.821636244625501888e-11 3.003387252439870814e-12
1.141390000000000100e+03 3.342602930556104468e-11 1.825529484522636636e-11 3.028820467002035777e-12
1.142797000000000025e+03 3.343528579002885692e-11 1.838201986459342407e-11 3.044736988574991976e-12
1.144219000000000051e+03 3.331108999748977340e-11 1.809958259657573620e-11 3.007746829375435027e-12
1.145625000000000000e+03 3.359656303159042068e-11 1.783635565633101550e-11 2.999136095721555151e-12
1.147047000000000025e+03 3.321285260704520681e-11 1.814221689544481819e-11 3.036972149456085290e-12
1.148452999999999975e+03 3.327031358746346257e-11 1.858524965869801093e-11 2.984235471584217869e-12
1.149858999999999924e+03 3.343528925947580888e-11 1.800874900592663863e-11 2.982511373289531420e-12
1.151280999999999949e+03 3.318133615093366018e-11 1.872242291756087695e-11 3.019149817304334071e-12
1.152686999999999898e+03 3.284211097520639555e-11 1.853705730581189925e-11 3.015166892203491322e-12
1.154094000000000051e+03 3.363549022639134023e-11 1.844252181526506718e-11 3.021314101681049635e-12
1.155515000000000100e+03 3.386534802585217108e-11 1.811070737822717547e-11 3.002866401716208777e-12
1.156936999999999898e+03 3.400437917355780826e-11 1.873725480328047865e-11 3.035570059206627036e-12
1.158344000000000051e+03 3.332592535265632705e-11 1.896711954163521341e-11 3.031534441880201491e-12
1.159750000000000000e+03 3.375968948837737571e-11 1.878360314511162699e-11 3.028972905827487239e-12
1.161155999999999949e+03 3.419531324766467151e-11 1.857227566182118039e-11 2.987878174043334667e-12
1.162577999999999975e+03 3.378565135991884461e-11 1.833685460417289192e-11 2.996310014338754435e-12
1.164000000000000000e+03 3.402476564384748769e-11 1.825529484522636636e-11 2.990663489424449928e-12
1.165405999999999949e+03 3.454751068554529070e-11 1.890594625297836728e-11 3.023083736466980476e-12
1.166811999999999898e+03 3.388017991157177278e-11 1.845664072963604241e-11 2.973666018285525681e-12
1.168233999999999924e+03 3.392837399918136043e-11 1.859132119086392976e-11 2.974283146162104430e-12
1.169640000000000100e+03 3.388389221981036314e-11 1.887443153159029663e-11 3.023505057431208343e-12
1.171047000000000025e+03 3.400252648888546503e-11 1.866867077593425961e-11 2.987225484335498393e-12
1.172469000000000051e+03 3.389315217372512734e-11 1.885959964587069493e-11 2.997043151847789133e-12
1.173875000000000000e+03 3.370593040785685446e-11 1.888369842439896473e-11 3.010089139748872711e-12
1.175297000000000025e+03 3.349089755522172140e-11 1.912283005556236759e-11 3.003832209011458865e-12
1.176702999999999975e+03 3.364289749563376120e-11 1.883338276997825744e-11 3.005482798398850797e-12
1.178108999999999924e+03 3.431579326251821271e-11 1.864642641680180901e-11 3.001045809428171118e-12
1.179530999999999949e+03 3.410077081822393552e-11 1.883179723272121464e-11 3.007419617159778902e-12
1.180936999999999898e+03 3.399324918773594106e-11 1.883550260206590110e-11 3.002866184875774280e-12
1.182344000000000051e+03 3.420086783223474924e-11 1.862603300761822567e-11 2.991137068933391596e-12
1.183750000000000000e+03 3.445667709489619313e-11 1.892262214975293233e-11 2.928348969560845561e-12
1.185155999999999949e+03 3.363733597216977955e-11 1.873910922267629786e-11 2.980196167970405874e-12
1.186577999999999975e+03 3.442331489300620717e-11 1.864271757801017060e-11 3.017144260125670385e-12
1.188000000000000000e+03 3.401179338169413313e-11 1.903385088430908922e-11 3.001849420078417374e-12
1.189405999999999949e+03 3.405255938337958810e-11 1.890779373348028258e-11 2.968333695160807473e-12
1.190811999999999898e+03 3.380232205252298172e-11 1.925814716030593843e-11 3.018152784986516401e-12
1.192219000000000051e+03 3.397034042951219135e-11 1.910614548517042266e-11 3.031781639975528186e-12
1.193625000000000000e+03 3.410447618756862198e-11 1.897452854560111035e-11 2.974705117647635788e-12
1.195047000000000025e+03 3.453267879982568900e-11 1.860935190667323269e-11 2.988626924063653156e-12
1.196452999999999975e+03 3.400622838878319953e-11 1.865939867895516358e-11 2.974013179821155539e-12
1.197875000000000000e+03 3.446409824192642191e-11 1.880770018891642081e-11 3.017987118894560616e-12
1.199280999999999949e+03 3.464576195377766510e-11 1.837207816435260099e-11 3.001619352377415950e-12
1.200686999999999898e+03 3.413599264368016861e-11 1.897823911911622474e-11 3.012194877208274058e-12
1.202094000000000051e+03 3.461423855877221456e-11 1.917472951251664171e-11 2.990122255699945164e-12
1.203515000000000100e+03 3.450673080607202792e-11 1.883364818267008189e-11 3.034381990466017420e-12
1.204922000000000025e+03 3.411744498027502459e-11 1.925258910628890874e-11 2.986774022550875429e-12
1.206327999999999975e+03 3.456605487950348277e-11 1.885403812240671328e-11 3.022440370897827577e-12
1.207733999999999924e+03 3.428243106062822676e-11 1.891150777644234893e-11 2.996470909941151284e-12
1.209140000000000100e+03 3.405998399985676883e-11 1.906906924031837036e-11 2.983107250803529453e-12
1.210561999999999898e+03 3.441589374597597839e-11 1.877618720225182614e-11 2.982909492327268097e-12
1.211969000000000051e+03 3.412672228142454856e-11 1.921551459616033242e-11 2.927332638444357649e-12
1.213375000000000000e+03 3.437512080539661952e-11 1.926000157970175763e-11 3.008854883995715213e-12
1.214780999999999949e+03 3.418234098551131694e-11 1.881696534700161294e-11 2.983899802591616357e-12
1.216202999999999975e+03 3.458273944989542770e-11 1.929202110562133754e-11 2.997249150260561379e-12
1.217608999999999924e+03 3.453083652349420163e-11 1.952322678522300237e-11 2.965044659450355446e-12
1.219030999999999949e+03 3.474957127602706919e-11 1.901716457919366832e-11 3.003622307470865671e-12
1.220452999999999975e+03 3.460683128952979359e-11 1.938790447630900360e-11 2.969367590352489650e-12
1.221858999999999924e+03 3.491639269381785482e-11 1.894301902838346763e-11 3.030356564640013239e-12
1.223280999999999949e+03 3.499055212241586332e-11 1.923219743182880137e-11 2.987002789209269871e-12
1.224686999999999898e+03 3.452897689992795449e-11 1.905794966283735903e-11 2.985419854037441034e-12
1.226094000000000051e+03 3.445852977956853636e-11 1.928409688878307549e-11 3.020719742050093082e-12
1.227500000000000000e+03 3.450673080607202792e-11 1.899306753538887449e-11 3.017430272658772061e-12
1.228905999999999949e+03 3.427316069837260670e-11 1.939903099268391884e-11 2.989752325918693110e-12
1.230327999999999975e+03 3.420642588625177893e-11 1.893189424673202836e-11 3.016160021393488044e-12
1.231750000000000000e+03 3.494421071947861890e-11 1.896896875686060469e-11 3.000908766273568951e-12
1.233155999999999949e+03 3.484039445833531090e-11 1.946205523128963222e-11 3.021079480330923772e-12
1.234577999999999975e+03 3.468653489435702397e-11 1.950098242609055177e-11 2.985629105056730737e-12
1.235983999999999924e+03 3.456605487950348277e-11 1.916175898508676312e-11 2.991941546945375840e-12
1.237390000000000100e+03 3.553182401083709863e-11 1.890594451825489131e-11 2.987327399339712031e-12
1.238797000000000025e+03 3.468468567913163270e-11 1.917287856256777445e-11 2.950413351132663564e-12
1.240202999999999975e+03 3.452712074580865931e-11 1.906536213625020793e-11 2.955281635727557976e-12
1.241625000000000000e+03 3.434916934219600648e-11 1.937307952948330581e-11 2.970448973599326692e-12
1.243030999999999949e+03 3.479035115550033197e-11 1.918770350939347225e-11 3.015130246170061312e-12
1.244436999999999898e+03 3.468283646390624142e-11 1.956401013414321710e-11 2.954500142801630425e-12
1.245844000000000051e+03 3.446224555725407868e-11 1.926927020723390171e-11 2.940492033892683210e-12
1.247265000000000100e+03 3.488117780725552564e-11 1.972899274504946732e-11 2.974446643849715244e-12
1.248672000000000025e+03 3.499426790010140564e-11 1.919697734109604426e-11 3.000325899185640743e-12
1.250094000000000051e+03 3.432876899411851923e-11 1.914692536464368544e-11 2.971188399480961806e-12
1.251500000000000000e+03 3.434545703395741612e-11 1.933044523061422382e-11 2.977972686155072601e-12
1.252905999999999949e+03 3.440848647673355742e-11 1.934527364688687356e-11 2.968482881379741478e-12
1.254311999999999898e+03 3.461424202821916651e-11 1.942312803648871267e-11 2.975249820819092506e-12
1.255733999999999924e+03 3.454751068554529070e-11 1.926927367668085367e-11 2.990105125305619893e-12
1.257140000000000100e+03 3.453081917625944186e-11 1.895970186405193658e-11 3.021178359569054450e-12
1.258547000000000025e+03 3.505913961920903432e-11 1.940459425087137646e-11 2.969529570157058984e-12
1.259952999999999975e+03 3.477921423078456087e-11 1.925444005623777599e-11 2.992968720083588607e-12
1.261358999999999924e+03 3.485893171339959906e-11 1.959552312080781178e-11 3.008000099002927641e-12
1.262780999999999949e+03 3.487005476032756235e-11 1.894301729365999165e-11 2.966679636326463587e-12
1.264186999999999898e+03 3.471804788102161865e-11 1.928595130817889469e-11 2.975760046361464184e-12
1.265608999999999924e+03 3.519260230455678595e-11 1.945278660375748814e-11 2.971461401587993656e-12
1.267015000000000100e+03 3.478478269314244642e-11 1.986060101100139974e-11 2.954092265944341378e-12
1.268422000000000025e+03 3.546139076826548830e-11 1.962888705742127371e-11 2.975202332763937640e-12
1.269844000000000051e+03 3.452341537646397285e-11 1.948244864047321556e-11 2.987659165204492595e-12
1.271250000000000000e+03 3.445852631012158440e-11 1.923377776491541624e-11 2.987714893196158350e-12
1.272655999999999949e+03 3.474030785266535304e-11 1.926741752256155848e-11 2.973121748794937957e-12
1.274077999999999975e+03 3.473659207497981072e-11 1.895228765591561171e-11 3.018532472587320825e-12
1.275483999999999924e+03 3.452712768470256322e-11 1.941015230488840615e-11 3.004536940423574443e-12
1.276890000000000100e+03 3.424534961160574653e-11 1.946761328530666191e-11 2.948630705920662898e-12
1.278297000000000025e+03 3.543914467440956173e-11 1.949221686836644096e-11 2.955430171425188490e-12
1.279719000000000051e+03 3.535943760013537940e-11 1.937863758350033550e-11 2.966327053779971301e-12
1.281125000000000000e+03 3.480517610232602976e-11 1.923034127770950619e-11 2.947014377321921508e-12
1.282530999999999949e+03 3.437326465127732433e-11 1.940644520082024371e-11 2.922191785423300381e-12
1.283936999999999898e+03 3.527787090229494993e-11 1.956586455353903631e-11 2.980136970531788165e-12
1.285344000000000051e+03 3.535758491546303617e-11 1.941200672428422536e-11 3.007289079218211647e-12
1.286765000000000100e+03 3.492381384084808360e-11 1.937678836827494422e-11 2.983738906989219508e-12
1.288172000000000025e+03 3.491269079392012031e-11 1.942127535181636944e-11 2.936749151152828752e-12
1.289577999999999975e+03 3.517961616461562357e-11 1.918029277070409933e-11 2.952877308989854122e-12
1.290983999999999924e+03 3.524264907683871684e-11 1.906350945157786470e-11 2.977854508118271681e-12
1.292422000000000025e+03 3.512401827721056691e-11 1.936565838245307702e-11 3.001801932023262509e-12
1.293827999999999975e+03 3.491826272572495782e-11 1.958068950036473410e-11 2.931173749901039294e-12
1.295233999999999924e+03 3.548919144669149262e-11 1.943795818748483839e-11 2.952420643034803227e-12
1.296640000000000100e+03 3.514069937815555988e-11 1.980128387646384880e-11 2.971227213918736787e-12
1.298061999999999898e+03 3.466614842406734454e-11 1.981055423871946886e-11 2.921460382637741660e-12
1.299469000000000051e+03 3.485893171339959906e-11 1.972528043681087695e-11 2.951121551991731096e-12
1.300875000000000000e+03 3.512401133831666300e-11 2.013865983696572215e-11 3.003574168894407315e-12
1.302280999999999949e+03 3.516109278733914323e-11 1.938790621103247958e-11 2.939152610528794618e-12
1.303702999999999975e+03 3.511103213726940453e-11 1.999407063524305528e-11 2.936599748093460249e-12
1.305108999999999924e+03 3.510733370681862198e-11 1.974011232253047865e-11 2.964112679262886907e-12
1.306515000000000100e+03 3.476995427686979667e-11 1.944351450677839210e-11 2.917069580679609864e-12
1.307922000000000025e+03 3.547992108443587256e-11 1.916826246339820017e-11 2.934779589486291584e-12
1.309344000000000051e+03 3.537797832464661951e-11 1.935083343562737923e-11 2.949720112263576333e-12
1.310750000000000000e+03 3.532606498990453758e-11 1.955288882193872979e-11 2.958205945827185879e-12
1.312155999999999949e+03 3.504430426404248067e-11 1.942127014764594151e-11 2.973343142878559497e-12
1.313577999999999975e+03 3.482926794196039566e-11 1.911170874335788028e-11 2.940567928044757195e-12
1.315000000000000000e+03 3.502021242440811477e-11 1.956029956062810271e-11 2.978739217091019853e-12
1.316405999999999949e+03 3.539836479493629895e-11 1.884848180311315957e-11 2.911438017755285657e-12
1.317811999999999898e+03 3.563748948720579790e-11 1.958625102382871574e-11 2.992262904469300544e-12
1.319219000000000051e+03 3.478293000847010319e-11 1.946946770470248111e-11 2.969841603542300312e-12
1.320640000000000100e+03 3.533348266748781441e-11 1.961776054104635847e-11 2.963051028495589101e-12
1.322047000000000025e+03 3.469024720259561434e-11 1.924146605936094545e-11 2.935642831256024543e-12
1.323469000000000051e+03 3.525562480843902335e-11 1.974381942659864109e-11 2.933874497512700685e-12
1.324875000000000000e+03 3.538352943976974530e-11 1.946947290887290904e-11 2.982401435189241390e-12
1.326280999999999949e+03 3.515182936397742708e-11 1.943239319457390479e-11 2.932573238065283583e-12
1.327686999999999898e+03 3.489415006940888020e-11 1.989767899057692802e-11 2.988162235012525869e-12
1.329094000000000051e+03 3.558002850678754214e-11 1.940273983147555725e-11 2.935196356801395012e-12
1.330515000000000100e+03 3.512215865364431977e-11 1.970303954712537831e-11 2.970545033911808908e-12
1.331922000000000025e+03 3.507952955894566571e-11 1.961962189933608158e-11 3.003437342580239644e-12
1.333344000000000051e+03 3.540207363372793736e-11 1.973269637967067780e-11 2.980988719758492778e-12
1.334750000000000000e+03 3.499055559186281528e-11 1.957328049639883716e-11 2.952753493101756277e-12
1.336155999999999949e+03 3.538538559388904048e-11 1.951210373829503908e-11 2.897409525845495715e-12
1.337561999999999898e+03 3.454937030911153784e-11 1.942683514055687510e-11 2.932523364765349250e-12
1.338983999999999924e+03 3.496459718976829834e-11 1.965299277484344742e-11 2.949461204784786794e-12
1.340390000000000100e+03 3.534460224496882574e-11 1.975123710418191791e-11 2.948888746037714448e-12
