1552917259
= Start time (s)
'Reltime', '44.00[A]', '28.00[A]', '4.00[A]'
1.672061999999999898e+03 3.558373734557918056e-11 2.034998385080921679e-11 3.046596612141239113e-12
1.673483999999999924e+03 3.631965561634586948e-11 1.973455079906649701e-11 2.972885392721336117e-12
1.674890000000000100e+03 3.597486197826071930e-11 2.036110516301370410e-11 3.109284097552178494e-12
1.676311999999999898e+03 3.556704930574028367e-11 2.023690069685724069e-11 3.079000812991616876e-12
1.677719000000000051e+03 3.594149630692378139e-11 2.051310683814921987e-11 2.996965306131804674e-12
1.679125000000000000e+03 3.588960031941645923e-11 2.001075520563500021e-11 3.030541529530639266e-12
1.680530999999999949e+03 3.532792114402383277e-11 1.988655073947853680e-11 3.039665524492973780e-12
1.681952999999999975e+03 3.558373387613222860e-11 2.046120044230104185e-11 3.057817020424291599e-12
1.683358999999999924e+03 3.559300076894089671e-11 1.968450229206109015e-11 3.044195321169618218e-12
1.684765000000000100e+03 3.530198008916407559e-11 1.987543116199752546e-11 3.051703421214080336e-12
1.686172000000000025e+03 3.558374081502613251e-11 1.989952820580231929e-11 3.071187835296251833e-12
1.687577999999999975e+03 3.560968533933284164e-11 2.029993013963338200e-11 3.044233918766958702e-12
1.689000000000000000e+03 3.523523833814934392e-11 1.988840862832130796e-11 3.051717949523191642e-12
1.690405999999999949e+03 3.563749642609970181e-11 2.004226298812916696e-11 3.031719189930393021e-12
1.691811999999999898e+03 3.592110636718715000e-11 2.023690416630419264e-11 2.999198545766690316e-12
1.693219000000000051e+03 3.560041844652417353e-11 2.013310004822521648e-11 3.050947949140292437e-12
1.694640000000000100e+03 3.618989830034280430e-11 2.013124389410592130e-11 3.035301393908285128e-12
1.696047000000000025e+03 3.542616894280925521e-11 2.004968066571244378e-11 3.050028112017155735e-12
1.697469000000000051e+03 3.563008568741032889e-11 2.009787995749245937e-11 3.072466760178915735e-12
1.698875000000000000e+03 3.604530215972623353e-11 2.005338430033365427e-11 2.996259924198385605e-12
1.700280999999999949e+03 3.622696587157747672e-11 2.047866043408674841e-11 3.000796659768933949e-12
1.701686999999999898e+03 3.586734728666662875e-11 2.051495952282156310e-11 3.061897957401527037e-12
1.703094000000000051e+03 3.549290375493008298e-11 1.984392164477988274e-11 3.034282460706583251e-12
1.704515000000000100e+03 3.516665431080312487e-11 1.992177776910519782e-11 3.029786924818589355e-12
1.705922000000000025e+03 3.540762821829801510e-11 2.009231322985804979e-11 3.045394231931952689e-12
1.707327999999999975e+03 3.563934911077204504e-11 2.022022480008267564e-11 3.050363130488453756e-12
1.708750000000000000e+03 3.571904577670537151e-11 2.019426813271163468e-11 3.038539688957064833e-12
1.710155999999999949e+03 3.560782918521354645e-11 2.017016935418336487e-11 3.014264619155548885e-12
1.711577999999999975e+03 3.565972517272086861e-11 1.992733929256917946e-11 3.031412360715579624e-12
1.712983999999999924e+03 3.560782918521354645e-11 1.971415738988291366e-11 3.055071170002254810e-12
1.714405999999999949e+03 3.518888999631819559e-11 2.014977941444673348e-11 3.045769582724067170e-12
1.715811999999999898e+03 3.514255206282790311e-11 2.030363724370154443e-11 3.053103559899628117e-12
1.717219000000000051e+03 3.554480321188435710e-11 1.994587654763346762e-11 2.962801878836351932e-12
1.718625000000000000e+03 3.648277513423892060e-11 1.991806719559008343e-11 3.048905529087764243e-12
1.720030999999999949e+03 3.544470966732049533e-11 2.006636350138091274e-11 3.029812295149425516e-12
1.721452999999999975e+03 3.580616705911587871e-11 2.012383142069307240e-11 3.043686613510288019e-12
1.722858999999999924e+03 3.557446698332356050e-11 2.017573261237082249e-11 3.035063736792076305e-12
1.724265000000000100e+03 3.605086368319021517e-11 1.999962695453660899e-11 2.972888428487419077e-12
1.725672000000000025e+03 3.561153802400518487e-11 2.006821792077673194e-11 3.016712097139717663e-12
1.727077999999999975e+03 3.536870102349709555e-11 1.988470152425314552e-11 3.038210308337063736e-12
1.728500000000000000e+03 3.565788289638938124e-11 1.963259589621291212e-11 3.027049748013932451e-12
1.729905999999999949e+03 3.571720696982083609e-11 2.010343974623296504e-11 3.024806533719059942e-12
1.731311999999999898e+03 3.573760037900441944e-11 1.990694588338559612e-11 3.042385787743739911e-12
1.732719000000000051e+03 3.534831108376046416e-11 1.997634002659509633e-11 3.053983498382817352e-12
1.734140000000000100e+03 3.603967471677016476e-11 1.972528217153435293e-11 3.023270436081082480e-12
1.735547000000000025e+03 3.554110131198662259e-11 1.994401518934374451e-11 2.996500183399808392e-12
1.736952999999999975e+03 3.560967840043893773e-11 1.995143113220354536e-11 3.017145127487408374e-12
1.738375000000000000e+03 3.576910989622206216e-11 2.018315028995409932e-11 2.997985757216548031e-12
1.739797000000000025e+03 3.593779093757909493e-11 2.030363897842502041e-11 3.012578684777333926e-12
1.741202999999999975e+03 3.588774069585021209e-11 1.974011405725395463e-11 3.034157560616312921e-12
1.742608999999999924e+03 3.548362645378055902e-11 1.982352303142587147e-11 3.012888332917795786e-12
1.744015000000000100e+03 3.547250687629954768e-11 2.015719535730653433e-11 3.052594201718994427e-12
1.745436999999999898e+03 3.570608045344592085e-11 2.014051078691458940e-11 3.033330531199140978e-12
1.746844000000000051e+03 3.551144447944132310e-11 2.015534267263419110e-11 3.044452927605800774e-12
1.748250000000000000e+03 3.523153296880465746e-11 2.002928899125233642e-11 3.070596945112247234e-12
1.749655999999999949e+03 3.551699559456444888e-11 2.012012258190143399e-11 3.040205890855740556e-12
1.751061999999999898e+03 3.551329369466671437e-11 1.977903604788444625e-11 3.030157721961579398e-12
1.752483999999999924e+03 3.597301623248227997e-11 1.968079171854597575e-11 3.053573669961617831e-12
1.753890000000000100e+03 3.609350318622972509e-11 2.035368575070695130e-11 3.020511575232975865e-12
1.755297000000000025e+03 3.607126056182075047e-11 2.010714338085417552e-11 2.989436389405630834e-12
1.756702999999999975e+03 3.590813757448074739e-11 2.034627674674105435e-11 3.021143014578231423e-12
1.758125000000000000e+03 3.542061088879222552e-11 2.003114341064815562e-11 3.010907712389099267e-12
1.759530999999999949e+03 3.542987431215394167e-11 2.009602033392621223e-11 3.038495019827558430e-12
1.760952999999999975e+03 3.549291069382398689e-11 1.994216597411835323e-11 3.011005941105926453e-12
1.762375000000000000e+03 3.557631966799590373e-11 1.969562360426557746e-11 3.033936817053994872e-12
1.763780999999999949e+03 3.611018081772776611e-11 1.993104813136081788e-11 3.015193780417368963e-12
1.765186999999999898e+03 3.593408903768136042e-11 2.001631499437550588e-11 2.995764443805559729e-12
1.766594000000000051e+03 3.584325544703226285e-11 2.014236694103388459e-11 3.023283012826283311e-12
1.768000000000000000e+03 3.596930739369064156e-11 2.017943798171550895e-11 3.042227927907426022e-12
1.769422000000000025e+03 3.587661764892224880e-11 2.012939120943357807e-11 3.060065872570461032e-12
1.770827999999999975e+03 3.539540188723933056e-11 1.985504469170784603e-11 3.034829332282384939e-12
1.772250000000000000e+03 3.593408209878745652e-11 2.049868261244647272e-11 3.024720231226130096e-12
1.773655999999999949e+03 3.492196115617574037e-11 1.975429715639354100e-11 3.010547540427399582e-12
1.775077999999999975e+03 3.581730398383164982e-11 1.971230470521057043e-11 3.049341812041972410e-12
1.776483999999999924e+03 3.571163503801599859e-11 1.993475003125855238e-11 3.033007872632609292e-12
1.777890000000000100e+03 3.563193143318876821e-11 1.977718683265905497e-11 3.004960429792147281e-12
1.779297000000000025e+03 3.592852057532347487e-11 1.981425960806415532e-11 3.007823590889247001e-12
1.780719000000000051e+03 3.548919491613844457e-11 2.001816594432437313e-11 3.011438754613182667e-12
1.782125000000000000e+03 3.598598155574173063e-11 2.000518674327711466e-11 3.083378821364113342e-12
1.783530999999999949e+03 3.530567851961485815e-11 2.005338950450408220e-11 3.006739171876326999e-12
1.784936999999999898e+03 3.604530909862013743e-11 2.007192849429184633e-11 3.060932150106276950e-12
1.786358999999999924e+03 3.585252233984093095e-11 1.988534163721578096e-11 3.035259326863992690e-12
1.787765000000000100e+03 3.607682902417863602e-11 1.990138262519813850e-11 3.003892924333118053e-12
1.789172000000000025e+03 3.557261776809816922e-11 1.984391644060945481e-11 2.991951738445797204e-12
1.790577999999999975e+03 3.553367669550944186e-11 2.038705662621431713e-11 3.069238656630557394e-12
1.792000000000000000e+03 3.600266959558062752e-11 1.987358021204865821e-11 3.076602557786078940e-12
1.793405999999999949e+03 3.564120179544438827e-11 1.991436009152192099e-11 3.009215055957414897e-12
1.794827999999999975e+03 3.583953966934672053e-11 1.982352303142587147e-11 3.027035002864386648e-12
1.796233999999999924e+03 3.530938388895954461e-11 2.032958523745520552e-11 3.055814932692579866e-12
1.797655999999999949e+03 3.556889852096567495e-11 2.006821965550020792e-11 3.026454521021237909e-12
1.799061999999999898e+03 3.632892597860148953e-11 2.005523871972947347e-11 3.038501308200158846e-12
1.800469000000000051e+03 3.550587601708343755e-11 2.003485051471631806e-11 3.009507356863116989e-12
1.801875000000000000e+03 3.552441674159467766e-11 1.980684366520435447e-11 3.052582926016400577e-12
1.803280999999999949e+03 3.598042350172470094e-11 2.011641547783327155e-11 3.007493993428811407e-12
1.804702999999999975e+03 3.548178070800211970e-11 1.999592158519192253e-11 2.968524731583599419e-12
1.806108999999999924e+03 3.663478548299181625e-11 2.025544315609195678e-11 3.019508688223426773e-12
1.807515000000000100e+03 3.550587601708343755e-11 2.002558362190764996e-11 2.992831243248117445e-12
1.808922000000000025e+03 3.517220889537320261e-11 1.998109143419579681e-11 3.072503189371911247e-12
1.810344000000000051e+03 3.601935416597257245e-11 2.004226472285264293e-11 3.015651964255461337e-12
1.811750000000000000e+03 3.557260389031036141e-11 1.990879683333446337e-11 3.039600689203059147e-12
1.813172000000000025e+03 3.640307846830559413e-11 2.067437887554035569e-11 3.015156700703069959e-12
1.814577999999999975e+03 3.529455200323994291e-11 2.009602380337316418e-11 3.003610814927837325e-12
1.816000000000000000e+03 3.600081344146133233e-11 2.001260789030734344e-11 3.025978989948385767e-12
1.817405999999999949e+03 3.592852057532347487e-11 2.033144833046840461e-11 3.053795714566542863e-12
1.818811999999999898e+03 3.499981901522453143e-11 2.017202724302613603e-11 3.009239992607382064e-12
1.820233999999999924e+03 3.614911148197563762e-11 2.029436861616940035e-11 3.017226225809910289e-12
1.821640000000000100e+03 3.636970585807475231e-11 2.005153335038478701e-11 3.035276457258317961e-12
1.823047000000000025e+03 3.548177723855516774e-11 2.005895102796806384e-11 3.027574068184546441e-12
1.824469000000000051e+03 3.594706129983471499e-11 2.021476389058030065e-11 2.967591016672654902e-12
1.825875000000000000e+03 3.598599196408258649e-11 1.993290081603316111e-11 3.059538299793329585e-12
1.827297000000000025e+03 3.591369909794472903e-11 2.056500629510349398e-11 3.011043454501094452e-12
1.828702999999999975e+03 3.595447550797103986e-11 2.019241891748624340e-11 3.059122616680398643e-12
1.830125000000000000e+03 3.553924862731427936e-11 2.027582962638163622e-11 2.991112782804727921e-12
1.831530999999999949e+03 3.599711848045750173e-11 2.004041203818029970e-11 3.070917868955302943e-12
1.832936999999999898e+03 3.552626942626702089e-11 1.993104292719038995e-11 3.027134749464255314e-12
1.834344000000000051e+03 3.575797991040019497e-11 2.049271863313606445e-11 3.022539683816827250e-12
1.835765000000000100e+03 3.546324345293783153e-11 1.968079518799292771e-11 3.049102203361853114e-12
1.837172000000000025e+03 3.584139929291296767e-11 2.009416764925386900e-11 3.030656888641791724e-12
1.838594000000000051e+03 3.602862799767514446e-11 2.006265639731275030e-11 3.108300075660430650e-12
1.840000000000000000e+03 3.555592278936536843e-11 1.994031155472253403e-11 2.981669815563248171e-12
1.841405999999999949e+03 3.542245316512371289e-11 2.011085568909276589e-11 3.044778838778849916e-12
1.842811999999999898e+03 3.522968028413231423e-11 1.957958101206358492e-11 3.062864848898949610e-12
1.844233999999999924e+03 3.545582924480150666e-11 1.991081952090745233e-11 3.044057193812843565e-12
1.845640000000000100e+03 3.506469767322606401e-11 1.925444179096125197e-11 3.008813250632291769e-12
1.847061999999999898e+03 3.564490369534212277e-11 1.990694761810907210e-11 3.052122356933528735e-12
1.848469000000000051e+03 3.626403691225910109e-11 1.986060274572487572e-11 3.032437799130316414e-12
1.849875000000000000e+03 3.617135410638461224e-11 1.983620212531178595e-11 3.033626735232664018e-12
1.851280999999999949e+03 3.531865078176821271e-11 1.950654568427800939e-11 3.011367197269798623e-12
1.852702999999999975e+03 3.603417911279827024e-11 2.027397867643276896e-11 3.019405255336171656e-12
1.854108999999999924e+03 3.563564027198040662e-11 2.037407742516705866e-11 3.030485151017670020e-12
1.855530999999999949e+03 3.548919838558539652e-11 2.037593357928635385e-11 3.033899520499261371e-12
1.856936999999999898e+03 3.563007180962252107e-11 2.015719535730653433e-11 3.041125511138442761e-12
1.858358999999999924e+03 3.534460224496882574e-11 2.026935910781624273e-11 3.041680622650755339e-12
1.859780999999999949e+03 3.585993307853030387e-11 2.007192329012141840e-11 3.024746252078269748e-12
1.861186999999999898e+03 3.543543930506487527e-11 1.971045028581475123e-11 3.050551998506900730e-12
1.862608999999999924e+03 3.610462970260464033e-11 1.998726011087637033e-11 3.034840824825413286e-12
1.864015000000000100e+03 3.631594677755423106e-11 2.005894755852111189e-11 2.984825711246918978e-12
1.865436999999999898e+03 3.533719497572640478e-11 2.003855761878448050e-11 3.037340995035164859e-12
1.866858999999999924e+03 3.625291733477808975e-11 2.001455945421781735e-11 3.054180389497340720e-12
1.868265000000000100e+03 3.586735769500748461e-11 2.007933576353426730e-11 3.041496525121867300e-12
1.869672000000000025e+03 3.529641162680619004e-11 2.035183653548156002e-11 3.048524540444352837e-12
1.871077999999999975e+03 3.559115502316245738e-11 1.989952994052579527e-11 3.006099058913691557e-12
1.872500000000000000e+03 3.587847380304154399e-11 1.982352476614934744e-11 3.058780876155631212e-12
1.873905999999999949e+03 3.595262282329869663e-11 2.019982618672866437e-11 3.035000853066072146e-12
1.875327999999999975e+03 3.563193143318876821e-11 1.992177776910519782e-11 3.031210699111497320e-12
1.876733999999999924e+03 3.558188466090683733e-11 1.998850911177907363e-11 3.053054987642300766e-12
1.878140000000000100e+03 3.585437849396022614e-11 2.015348998796184787e-11 3.037852738460578017e-12
1.879561999999999898e+03 3.567085862798968776e-11 2.000889731679222905e-11 3.056151035366050372e-12
1.880969000000000051e+03 3.616394336769523932e-11 1.980314003058314398e-11 3.021526605306856794e-12
1.882375000000000000e+03 3.568569051370928946e-11 1.994958018225467811e-11 3.064995523008318123e-12
1.883780999999999949e+03 3.580803362157602976e-11 2.032403065288512778e-11 3.047491512614408649e-12
1.885202999999999975e+03 3.552255017913452662e-11 2.009787648804550741e-11 3.031918683130130354e-12
1.886608999999999924e+03 3.600081691090828429e-11 1.970303954712537831e-11 3.074028444988163855e-12
1.888015000000000100e+03 3.535016376843280739e-11 2.036110516301370410e-11 3.067172384130234519e-12
1.889422000000000025e+03 3.574314455523364131e-11 1.998851084650254961e-11 3.056520748306867930e-12
1.890844000000000051e+03 3.596559508545205119e-11 1.981981939680466098e-11 2.998652758393061113e-12
1.892250000000000000e+03 3.573758997066356358e-11 1.995143460165049731e-11 3.068550838772332590e-12
1.893655999999999949e+03 3.479035462494728392e-11 2.051681220749390633e-11 3.043525717907891170e-12
1.895061999999999898e+03 3.541876167356683425e-11 2.003855935350795647e-11 3.013015184571976590e-12
1.896469000000000051e+03 3.584881003160234059e-11 2.000148310865590418e-11 3.033651888723065682e-12
1.897890000000000100e+03 3.541319668065590065e-11 2.013309831350174051e-11 3.017288025333741963e-12
1.899311999999999898e+03 3.558002156789363823e-11 1.960664269828882311e-11 3.041150014107540933e-12
1.900719000000000051e+03 3.557446351387660854e-11 2.021651422656756125e-11 3.050282032165951840e-12
1.902125000000000000e+03 3.550403027130499822e-11 2.003485051471631806e-11 3.051790807909182668e-12
1.903530999999999949e+03 3.555592625881232038e-11 1.994904068325364932e-11 3.011043020820225458e-12
1.904936999999999898e+03 3.560041497707722158e-11 1.993845713532671482e-11 3.052408152626195914e-12
1.906358999999999924e+03 3.526860747893323378e-11 2.019427160215858663e-11 3.060585422251516086e-12
1.907765000000000100e+03 3.565602674227008606e-11 1.995514344044213573e-11 3.028361198961770917e-12
1.909172000000000025e+03 3.563933870243118918e-11 2.007192329012141840e-11 3.041049616986368775e-12
1.910577999999999975e+03 3.562266800982705206e-11 1.975793834096961632e-11 3.017008951694544194e-12
1.912000000000000000e+03 3.599896422623594106e-11 2.036666321703073379e-11 3.025646790402736208e-12
1.913405999999999949e+03 3.570421736043272176e-11 1.975123536945844194e-11 3.017777651034836417e-12
1.914827999999999975e+03 3.554666283545060423e-11 2.005524045445294945e-11 3.028393074505641991e-12
1.916233999999999924e+03 3.542060394989832162e-11 2.018871007869460499e-11 3.022849765638158104e-12
1.917640000000000100e+03 3.588032648771388722e-11 1.997367549133599596e-11 3.030260070646662030e-12
1.919061999999999898e+03 3.511660406907424203e-11 1.999221448112376009e-11 3.070908978497488562e-12
1.920469000000000051e+03 3.489230432363044088e-11 2.000148831282633211e-11 3.000746135947696125e-12
1.921875000000000000e+03 3.585622770918561741e-11 2.001075347091152423e-11 3.049794141188333363e-12
1.923297000000000025e+03 3.627886879797870279e-11 2.002002036372019234e-11 3.061369300422223105e-12
1.924702999999999975e+03 3.614170421273321665e-11 2.018129587055828011e-11 3.005581894477415972e-12
1.926125000000000000e+03 3.563934911077204504e-11 2.018564135286560202e-11 3.043809345196213378e-12
1.927530999999999949e+03 3.530938735840649656e-11 1.976606378573109168e-11 3.041262120612175934e-12
1.928952999999999975e+03 3.576910989622206216e-11 2.041114846584868303e-11 3.045516963617878048e-12
1.930358999999999924e+03 3.548177376910821579e-11 1.992733235367527556e-11 3.028139588037714880e-12
1.931765000000000100e+03 3.592110983663410195e-11 1.996626128319967108e-11 3.049303214444631926e-12
1.933172000000000025e+03 3.563934217187814113e-11 1.986616253446538138e-11 3.062037385800908673e-12
1.934608999999999924e+03 3.599340270277195941e-11 1.964557336253669462e-11 3.059074694944374784e-12
1.936015000000000100e+03 3.543173393572018881e-11 1.992918850779457074e-11 3.004601775713489076e-12
1.937422000000000025e+03 3.602862452822819250e-11 1.931004835198368852e-11 3.024075130933501221e-12
1.938827999999999975e+03 3.573758650121661162e-11 1.991250393740262581e-11 3.053870958197313357e-12
1.940250000000000000e+03 3.583953619989976858e-11 2.009100177891021133e-11 3.009137643922299432e-12
1.941655999999999949e+03 3.523337871458309678e-11 1.987914000078916388e-11 3.015588430008153686e-12
1.943061999999999898e+03 3.599340617221891137e-11 1.988841036304478394e-11 3.026849387452457130e-12
1.944469000000000051e+03 3.561708913912831065e-11 1.994216423939487726e-11 3.104921918531400316e-12
1.945890000000000100e+03 3.497571676724930967e-11 2.008489728699824894e-11 3.022947343833681799e-12
1.947297000000000025e+03 3.554645813808043897e-11 1.981796844685579373e-11 3.070970561180885738e-12
1.948702999999999975e+03 3.535016376843280739e-11 2.002187304839253557e-11 3.052261134811606880e-12
1.950108999999999924e+03 3.615096416664798085e-11 1.961405690642514799e-11 3.066742606389061265e-12
1.951515000000000100e+03 3.566344095040641093e-11 2.051310510342574389e-11 3.001840312780168496e-12
1.952936999999999898e+03 3.584139929291296767e-11 1.994216423939487726e-11 3.041744373738497487e-12
1.954358999999999924e+03 3.526860400948628183e-11 2.039632351902298524e-11 3.020929209909817281e-12
1.955765000000000100e+03 3.562452069449939529e-11 2.030178282430572523e-11 2.998473865034601005e-12
1.957172000000000025e+03 3.514254859338095116e-11 2.015163556856602867e-11 2.988849836030316176e-12
1.958577999999999975e+03 3.563934217187814113e-11 1.982723533966446183e-11 3.000823547982811590e-12
1.959983999999999924e+03 3.556334393639559721e-11 1.979386446415709599e-11 3.043949640957333003e-12
1.961405999999999949e+03 3.567270784321507904e-11 2.001445710553273472e-11 3.021040665893148791e-12
1.962811999999999898e+03 3.607681514639082820e-11 1.970516111393649794e-11 3.055878683780322014e-12
1.964219000000000051e+03 3.566343748095945898e-11 1.984391991005640676e-11 3.087344399230196323e-12
1.965625000000000000e+03 3.565417405759774283e-11 2.027768578050093140e-11 3.031102712575117764e-12
1.967030999999999949e+03 3.584140276235991962e-11 1.988655247420201277e-11 3.017515707789963919e-12
1.968452999999999975e+03 3.503874967947240293e-11 2.026285216005785372e-11 2.996433396545983285e-12
1.969858999999999924e+03 3.611203697184706130e-11 2.003670319938866129e-11 3.064066578586932543e-12
1.971265000000000100e+03 3.533162651336851923e-11 1.989397188650876558e-11 3.032723377982549096e-12
1.972672000000000025e+03 3.530382583494251492e-11 1.991082472507788026e-11 3.004752046134595567e-12
1.974094000000000051e+03 3.565417058815079088e-11 2.001260615558386746e-11 3.069986972970006889e-12
1.975500000000000000e+03 3.594149630692378139e-11 1.998850911177907363e-11 2.996710301780836083e-12
1.976905999999999949e+03 3.530567851961485815e-11 2.016646225011520244e-11 2.993799002107278007e-12
1.978311999999999898e+03 3.514811011684493280e-11 2.044081397201136241e-11 2.989535919165065003e-12
1.979719000000000051e+03 3.590442179679520507e-11 2.009416938397734498e-11 3.046361773950678753e-12
1.981140000000000100e+03 3.518889346576514754e-11 2.038149336802685951e-11 3.006125947127569198e-12
1.982547000000000025e+03 3.553924168842037545e-11 2.014607231037857105e-11 3.022799675497789273e-12
1.983952999999999975e+03 3.557076161397887404e-11 2.007934096770469523e-11 3.053621158016772696e-12
1.985358999999999924e+03 3.509990562089448929e-11 2.028139635401604579e-11 3.022973581526255948e-12
1.986780999999999949e+03 3.537426254696107719e-11 1.967708634920128929e-11 3.018867491058618846e-12
1.988186999999999898e+03 3.559856576185183030e-11 2.044954310054247770e-11 2.990133965083408008e-12
1.989608999999999924e+03 3.574314802468059327e-11 1.995143286692702134e-11 2.973839490633123361e-12
1.991015000000000100e+03 3.535758491546303617e-11 2.012938947471010209e-11 3.021785946466515327e-12
1.992422000000000025e+03 3.551143754054741919e-11 2.016460783071938323e-11 3.054030552757103223e-12
1.993827999999999975e+03 3.565602674227008606e-11 1.976791820512691089e-11 3.041348206264671283e-12
1.995250000000000000e+03 3.590813063558684348e-11 1.982352997031977537e-11 3.041012320431635274e-12
1.996655999999999949e+03 3.627701611330635956e-11 2.024246222032122233e-11 3.022132023799972700e-12
1.998061999999999898e+03 3.529640815735923809e-11 2.008860786051336333e-11 3.025946247042776704e-12
1.999469000000000051e+03 3.587847727248849594e-11 2.014978114917020946e-11 3.060461172682549247e-12
2.000875000000000000e+03 3.549104760081078780e-11 2.039817620369532847e-11 2.998729303066438590e-12
2.002297000000000025e+03 3.576539758798347179e-11 2.011641027366284362e-11 3.006910692660014206e-12
2.003702999999999975e+03 3.551699212511749693e-11 1.983094244373262427e-11 3.015007297643701456e-12
2.005125000000000000e+03 3.571719656147998023e-11 1.991621104147078825e-11 3.056088151640046213e-12
2.006530999999999949e+03 3.535202339199905452e-11 2.016090246137469677e-11 2.986459170239985639e-12
2.007936999999999898e+03 3.521484492896576057e-11 1.976050226226711004e-11 3.026708224329599517e-12
2.009344000000000051e+03 3.522411182177442868e-11 1.985689564165671328e-11 3.010724265381514719e-12
2.010765000000000100e+03 3.549104066191688389e-11 1.983094591317957622e-11 3.043439849095830319e-12
2.012172000000000025e+03 3.540577900307262382e-11 2.003484877999284208e-11 3.055343738428417666e-12
2.013594000000000051e+03 3.578393831249471191e-11 2.029807572023756279e-11 3.032351930318255562e-12
2.015000000000000000e+03 3.543729198973721850e-11 1.973084196027485859e-11 3.063173629677673482e-12
2.016422000000000025e+03 3.585437502451327418e-11 2.010714858502460345e-11 3.018661058964977606e-12
2.017827999999999975e+03 3.550032143251335981e-11 2.011085395436928991e-11 3.007004801408585948e-12
2.019233999999999924e+03 3.543729198973721850e-11 1.991250567212610179e-11 3.081584466768649833e-12
2.020655999999999949e+03 3.566528669618485026e-11 1.992177429965824587e-11 3.051305952697647150e-12
2.022061999999999898e+03 3.613057422691134946e-11 2.026285562950480568e-11 3.017802370844369086e-12
2.023469000000000051e+03 3.575612028683394783e-11 2.014977941444673348e-11 3.019571571949430933e-12
2.024890000000000100e+03 3.536869755405014359e-11 1.974752826539027950e-11 3.038558987755735075e-12
2.026297000000000025e+03 3.556148084338239812e-11 1.996069629028873749e-11 3.042523481419645570e-12
2.027702999999999975e+03 3.581173899092071622e-11 2.003299783004397483e-11 3.037698781752085075e-12
2.029108999999999924e+03 3.520557456671014052e-11 1.993475350070550434e-11 2.956762655895173175e-12
2.030530999999999949e+03 3.496088835097665992e-11 1.961034980235698555e-11 2.911786046652653503e-12
2.031936999999999898e+03 3.478663190836783770e-11 1.989767378640650008e-11 2.994106265002960399e-12
2.033358999999999924e+03 3.502205817018655409e-11 1.946390618123849947e-11 2.925940956535755255e-12
2.034765000000000100e+03 3.515553126387516159e-11 1.995699785983795493e-11 3.002793760170652249e-12
2.036172000000000025e+03 3.487005476032756235e-11 2.015348651851489592e-11 2.990295511207108348e-12
2.037577999999999975e+03 3.524264560739176488e-11 2.010714511557765150e-11 2.960348979841320727e-12
2.038983999999999924e+03 3.514255553227485507e-11 2.009973264216480260e-11 2.956929623029735943e-12
2.040405999999999949e+03 3.553182054139014667e-11 1.970859760114240800e-11 2.951095314299156946e-12
2.041811999999999898e+03 3.527416900239721542e-11 1.978089393672721741e-11 2.932499078636685574e-12
2.043219000000000051e+03 3.547806839976352933e-11 1.921736901555615162e-11 2.944996893919360481e-12
2.044625000000000000e+03 3.469395604138725275e-11 1.956771897293485551e-11 2.968464016261940230e-12
2.046047000000000025e+03 3.451229579898296151e-11 1.978088873255678948e-11 3.001875874611426021e-12
2.047452999999999975e+03 3.521670108308505576e-11 1.951210547301851506e-11 2.955315462835339524e-12
2.048858999999999924e+03 3.535758491546303617e-11 1.985689737638018926e-11 2.950714325655745540e-12
2.050280999999999949e+03 3.534645146019421702e-11 1.922292706957318131e-11 2.944105896574011894e-12
2.051686999999999898e+03 3.495347067339338309e-11 1.979942598762107764e-11 2.929304368515239787e-12
2.053094000000000051e+03 3.503317427822061347e-11 1.956215571474739789e-11 2.936960787416897922e-12
2.054514999999999873e+03 3.499609976809203715e-11 1.995699439039100298e-11 2.982512674332138403e-12
2.055922000000000025e+03 3.546324345293783153e-11 1.986616426918885736e-11 2.966976924562159112e-12
2.057327999999999975e+03 3.447151591950969873e-11 1.963259763093638810e-11 2.965436056434622714e-12
2.058733999999999924e+03 3.556518968217403653e-11 1.972157680218966647e-11 2.950503990434283352e-12
2.060139999999999873e+03 3.496088835097665992e-11 1.989582283645763283e-11 2.970347709116416546e-12
2.061561999999999898e+03 3.507767340482637053e-11 1.978275009084651259e-11 2.949611692046327782e-12
2.062969000000000051e+03 3.490528005523074739e-11 2.004226472285264293e-11 2.939837392620936463e-12
2.064375000000000000e+03 3.486264402163818943e-11 2.002372920251183075e-11 2.938143001465776116e-12
2.065780999999999949e+03 3.521484492896576057e-11 1.976421110105874845e-11 2.944356347275856045e-12
2.067186999999999898e+03 3.511660406907424203e-11 1.962332900340424402e-11 2.943241136921237455e-12
2.068608999999999924e+03 3.501835627028881959e-11 1.939029839470585159e-11 2.996110087458148108e-12
2.070030999999999949e+03 3.535387607667139775e-11 1.939531868444532847e-11 2.944539794283440592e-12
2.071436999999999898e+03 3.497016218267923193e-11 1.994772749758233488e-11 2.946871696316022415e-12
2.072844000000000051e+03 3.509621065989065869e-11 2.008304460232590571e-11 2.936511494036619929e-12
2.074250000000000000e+03 3.516665084135617292e-11 2.032031834464653741e-11 2.976074681831919477e-12
2.075655999999999949e+03 3.480146726353439135e-11 1.947132559354525227e-11 2.962367547446054239e-12
2.077077999999999975e+03 3.479776189418970489e-11 1.955103266781943461e-11 2.981645746275018993e-12
2.078500000000000000e+03 3.506284151910676883e-11 1.957142260755606600e-11 2.963769637695512493e-12
2.079905999999999949e+03 3.573202844719958193e-11 1.983835665186894914e-11 2.935185081098801163e-12
