ASCII SAMPLE CYCLES :			4_continuous.mdc
DATE :	2/22/2019	TIME :	3:55:12 PM
CONVERTED CYCLES :			1759
Number of stored cycles			1765
Printed start cycle			7
Printed end cycle			1765
Number of stored datablocks			1
Datablock 0	Ion Current	[A]	
'0/0'	40.00	min:	2.50806E-010	max:	2.59445E-010	
'0/1'	44.00	min:	6.442E-012	max:	7.32974E-012	
'0/2'	28.00	min:	7.37784E-012	max:	7.63401E-012	
'0/3'	32.00	min:	4.30172E-010	max:	4.40564E-010	
Cycle	Date	Time	RelTime[s]	'0/0'	'0/1'	'0/2'	'0/3'	
231	2/22/2019	4:04:44:10 PM	572.109	2.55237E-010	6.84203E-012	7.51814E-012	4.3388E-010	
232	2/22/2019	4:04:46:56 PM	574.563	2.54514E-010	6.97216E-012	7.52739E-012	4.34995E-010	
233	2/22/2019	4:04:49:00 PM	577	2.53828E-010	6.66871E-012	7.47633E-012	4.3468E-010	
234	2/22/2019	4:04:51:45 PM	579.453	2.54532E-010	6.92137E-012	7.49481E-012	4.34741E-010	
235	2/22/2019	4:04:53:90 PM	581.906	2.54124E-010	6.6498E-012	7.47229E-012	4.33844E-010	
236	2/22/2019	4:04:56:35 PM	584.359	2.55793E-010	6.94287E-012	7.49783E-012	4.34088E-010	
237	2/22/2019	4:04:58:81 PM	586.813	2.55811E-010	6.81978E-012	7.54859E-012	4.34243E-010	
238	2/22/2019	4:05:01:25 PM	589.25	2.54959E-010	6.98569E-012	7.48882E-012	4.33806E-010	
239	2/22/2019	4:05:03:70 PM	591.703	2.54885E-010	6.83313E-012	7.51164E-012	4.35184E-010	
240	2/22/2019	4:05:06:15 PM	594.156	2.54625E-010	6.79791E-012	7.53792E-012	4.35316E-010	
241	2/22/2019	4:05:08:60 PM	596.609	2.54829E-010	6.95955E-012	7.50886E-012	4.34022E-010	
242	2/22/2019	4:05:11:04 PM	599.047	2.53605E-010	6.9438E-012	7.51259E-012	4.34659E-010	
243	2/22/2019	4:05:13:51 PM	601.516	2.54236E-010	6.69114E-012	7.43186E-012	4.34647E-010	
244	2/22/2019	4:05:15:96 PM	603.969	2.54013E-010	6.79568E-012	7.50701E-012	4.35095E-010	
245	2/22/2019	4:05:18:40 PM	606.406	2.53272E-010	6.60475E-012	7.50834E-012	4.33363E-010	
246	2/22/2019	4:05:20:85 PM	608.859	2.53105E-010	6.96215E-012	7.50552E-012	4.33745E-010	
247	2/22/2019	4:05:23:31 PM	611.313	2.53661E-010	6.77474E-012	7.47746E-012	4.33678E-010	
248	2/22/2019	4:05:25:76 PM	613.766	2.54681E-010	6.86334E-012	7.52701E-012	4.35671E-010	
249	2/22/2019	4:05:28:21 PM	616.219	2.54662E-010	6.78123E-012	7.48136E-012	4.34767E-010	
250	2/22/2019	4:05:30:67 PM	618.672	2.54236E-010	6.73303E-012	7.51966E-012	4.34536E-010	
251	2/22/2019	4:05:33:12 PM	621.125	2.54236E-010	6.72747E-012	7.4892E-012	4.34569E-010	
252	2/22/2019	4:05:35:56 PM	623.563	2.5368E-010	6.71635E-012	7.49188E-012	4.3353E-010	
253	2/22/2019	4:05:38:01 PM	626.016	2.55644E-010	6.77363E-012	7.47451E-012	4.34031E-010	
254	2/22/2019	4:05:40:46 PM	628.469	2.51789E-010	6.89671E-012	7.43257E-012	4.33776E-010	
255	2/22/2019	4:05:42:92 PM	630.922	2.53698E-010	6.55266E-012	7.54108E-012	4.33921E-010	
256	2/22/2019	4:05:45:35 PM	633.359	2.5355E-010	6.71079E-012	7.51943E-012	4.32758E-010	
257	2/22/2019	4:05:47:81 PM	635.813	2.53309E-010	6.61124E-012	7.51915E-012	4.33626E-010	
258	2/22/2019	4:05:50:26 PM	638.266	2.54421E-010	7.02647E-012	7.45604E-012	4.33212E-010	
259	2/22/2019	4:05:52:71 PM	640.719	2.53568E-010	7.24966E-012	7.50502E-012	4.33826E-010	
260	2/22/2019	4:05:55:17 PM	643.172	2.54458E-010	6.95455E-012	7.45186E-012	4.34142E-010	
261	2/22/2019	4:05:57:64 PM	645.641	2.55478E-010	7.07078E-012	7.49617E-012	4.34705E-010	
262	2/22/2019	4:06:00:07 PM	648.078	2.55441E-010	7.15716E-012	7.43119E-012	4.35453E-010	
263	2/22/2019	4:06:02:53 PM	650.531	2.54922E-010	6.65035E-012	7.55753E-012	4.36009E-010	
264	2/22/2019	4:06:04:98 PM	652.984	2.56201E-010	6.65054E-012	7.47752E-012	4.36038E-010	
265	2/22/2019	4:06:07:43 PM	655.438	2.55978E-010	6.91488E-012	7.51501E-012	4.35783E-010	
266	2/22/2019	4:06:09:89 PM	657.891	2.55978E-010	6.69744E-012	7.4924E-012	4.35987E-010	
267	2/22/2019	4:06:12:34 PM	660.344	2.5633E-010	6.9286E-012	7.46494E-012	4.34966E-010	
268	2/22/2019	4:06:14:79 PM	662.797	2.55033E-010	6.89986E-012	7.52569E-012	4.34958E-010	
269	2/22/2019	4:06:17:23 PM	665.234	2.55311E-010	7.08412E-012	7.52831E-012	4.35417E-010	
270	2/22/2019	4:06:19:68 PM	667.688	2.56145E-010	6.95547E-012	7.4891E-012	4.35165E-010	
271	2/22/2019	4:06:22:14 PM	670.141	2.56349E-010	6.47722E-012	7.4802E-012	4.34688E-010	
272	2/22/2019	4:06:24:59 PM	672.594	2.55385E-010	6.55841E-012	7.52949E-012	4.34795E-010	
273	2/22/2019	4:06:27:04 PM	675.047	2.53661E-010	6.8044E-012	7.48399E-012	4.35371E-010	
274	2/22/2019	4:06:29:48 PM	677.484	2.56627E-010	6.72209E-012	7.56727E-012	4.35565E-010	
275	2/22/2019	4:06:31:93 PM	679.938	2.54569E-010	7.02944E-012	7.51249E-012	4.35969E-010	
276	2/22/2019	4:06:34:40 PM	682.406	2.55515E-010	6.84017E-012	7.51714E-012	4.36224E-010	
277	2/22/2019	4:06:36:84 PM	684.844	2.54254E-010	6.78011E-012	7.49892E-012	4.35066E-010	
278	2/22/2019	4:06:39:29 PM	687.297	2.54977E-010	6.87966E-012	7.51992E-012	4.36225E-010	
279	2/22/2019	4:06:41:75 PM	689.75	2.55441E-010	6.66815E-012	7.53812E-012	4.35797E-010	
280	2/22/2019	4:06:44:20 PM	692.203	2.55441E-010	6.81719E-012	7.54848E-012	4.35675E-010	
281	2/22/2019	4:06:46:65 PM	694.656	2.55348E-010	6.87039E-012	7.53247E-012	4.34918E-010	
282	2/22/2019	4:06:49:10 PM	697.109	2.55348E-010	6.81144E-012	7.47913E-012	4.35893E-010	
283	2/22/2019	4:06:51:56 PM	699.563	2.53995E-010	6.84425E-012	7.57405E-012	4.37247E-010	
284	2/22/2019	4:06:54:01 PM	702.016	2.55366E-010	7.32974E-012	7.58443E-012	4.36483E-010	
285	2/22/2019	4:06:56:46 PM	704.469	2.56683E-010	6.91988E-012	7.57913E-012	4.36517E-010	
286	2/22/2019	4:06:58:92 PM	706.922	2.54532E-010	6.442E-012	7.52123E-012	4.35438E-010	
287	2/22/2019	4:07:01:35 PM	709.359	2.55441E-010	6.83443E-012	7.53173E-012	4.34979E-010	
288	2/22/2019	4:07:03:81 PM	711.813	2.54551E-010	6.74248E-012	7.5144E-012	4.35514E-010	
289	2/22/2019	4:07:06:26 PM	714.266	2.55311E-010	6.72469E-012	7.52635E-012	4.34798E-010	
290	2/22/2019	4:07:08:71 PM	716.719	2.56701E-010	6.77715E-012	7.52145E-012	4.35267E-010	
291	2/22/2019	4:07:11:15 PM	719.156	2.55607E-010	6.68873E-012	7.59183E-012	4.3663E-010	
292	2/22/2019	4:07:13:60 PM	721.609	2.54959E-010	6.89115E-012	7.49768E-012	4.36743E-010	
293	2/22/2019	4:07:16:06 PM	724.063	2.55088E-010	7.12824E-012	7.54383E-012	4.35984E-010	
294	2/22/2019	4:07:18:51 PM	726.516	2.52438E-010	6.79253E-012	7.51691E-012	4.35425E-010	
295	2/22/2019	4:07:20:95 PM	728.953	2.55366E-010	6.76102E-012	7.53947E-012	4.35252E-010	
296	2/22/2019	4:07:23:40 PM	731.406	2.54236E-010	6.50669E-012	7.52962E-012	4.34696E-010	
297	2/22/2019	4:07:25:85 PM	733.859	2.55682E-010	6.86872E-012	7.51399E-012	4.34994E-010	
298	2/22/2019	4:07:28:31 PM	736.313	2.54606E-010	6.81515E-012	7.5368E-012	4.35797E-010	
299	2/22/2019	4:07:30:76 PM	738.766	2.55033E-010	6.73692E-012	7.48177E-012	4.34946E-010	
300	2/22/2019	4:07:33:21 PM	741.219	2.53884E-010	7.06521E-012	7.51329E-012	4.3393E-010	
301	2/22/2019	4:07:35:67 PM	743.672	2.55144E-010	6.99867E-012	7.58196E-012	4.33578E-010	
302	2/22/2019	4:07:38:10 PM	746.109	2.52586E-010	7.12138E-012	7.46479E-012	4.33545E-010	
303	2/22/2019	4:07:40:56 PM	748.563	2.54143E-010	7.12787E-012	7.54289E-012	4.33401E-010	
304	2/22/2019	4:07:43:01 PM	751.016	2.52456E-010	6.77511E-012	7.48813E-012	4.33777E-010	
305	2/22/2019	4:07:45:46 PM	753.469	2.52586E-010	6.65851E-012	7.48186E-012	4.33002E-010	
306	2/22/2019	4:07:47:92 PM	755.922	2.52771E-010	6.85593E-012	7.50271E-012	4.33385E-010	
307	2/22/2019	4:07:50:35 PM	758.359	2.5368E-010	7.05632E-012	7.51743E-012	4.3289E-010	
308	2/22/2019	4:07:52:81 PM	760.813	2.54347E-010	6.83127E-012	7.48037E-012	4.32954E-010	
309	2/22/2019	4:07:55:26 PM	763.266	2.54291E-010	6.88021E-012	7.51961E-012	4.33827E-010	
310	2/22/2019	4:07:57:71 PM	765.719	2.53605E-010	6.88114E-012	7.46755E-012	4.32833E-010	
311	2/22/2019	4:08:00:15 PM	768.156	2.54458E-010	7.24799E-012	7.51214E-012	4.32759E-010	
312	2/22/2019	4:08:02:60 PM	770.609	2.53235E-010	6.59993E-012	7.51112E-012	4.33089E-010	
313	2/22/2019	4:08:05:06 PM	773.063	2.52734E-010	7.01016E-012	7.44322E-012	4.33604E-010	
314	2/22/2019	4:08:07:51 PM	775.516	2.53457E-010	6.80736E-012	7.45879E-012	4.34061E-010	
315	2/22/2019	4:08:09:96 PM	777.969	2.54959E-010	6.78067E-012	7.46934E-012	4.34113E-010	
316	2/22/2019	4:08:12:40 PM	780.406	2.53364E-010	6.75602E-012	7.48275E-012	4.32794E-010	
317	2/22/2019	4:08:14:85 PM	782.859	2.54069E-010	6.8513E-012	7.54812E-012	4.34099E-010	
318	2/22/2019	4:08:17:31 PM	785.313	2.54477E-010	7.06707E-012	7.55362E-012	4.34355E-010	
319	2/22/2019	4:08:19:76 PM	787.766	2.54403E-010	6.88429E-012	7.46684E-012	4.33095E-010	
320	2/22/2019	4:08:22:20 PM	790.203	2.55033E-010	6.80254E-012	7.48114E-012	4.33378E-010	
321	2/22/2019	4:08:24:67 PM	792.672	2.54681E-010	6.85185E-012	7.49714E-012	4.32787E-010	
322	2/22/2019	4:08:27:12 PM	795.125	2.53383E-010	6.63423E-012	7.49871E-012	4.33318E-010	
323	2/22/2019	4:08:29:56 PM	797.563	2.53754E-010	6.72506E-012	7.42363E-012	4.33186E-010	
324	2/22/2019	4:08:32:01 PM	800.016	2.53958E-010	6.9247E-012	7.488E-012	4.32948E-010	
325	2/22/2019	4:08:34:46 PM	802.469	2.52716E-010	6.90746E-012	7.51443E-012	4.32291E-010	
326	2/22/2019	4:08:36:92 PM	804.922	2.53976E-010	6.80607E-012	7.51553E-012	4.33718E-010	
327	2/22/2019	4:08:39:37 PM	807.375	2.53124E-010	6.75008E-012	7.44683E-012	4.33148E-010	
328	2/22/2019	4:08:41:82 PM	809.828	2.53012E-010	7.11341E-012	7.51038E-012	4.33387E-010	
329	2/22/2019	4:08:44:28 PM	812.281	2.52642E-010	6.6003E-012	7.47092E-012	4.32011E-010	
330	2/22/2019	4:08:46:71 PM	814.719	2.53754E-010	6.79216E-012	7.46693E-012	4.3374E-010	
331	2/22/2019	4:08:49:17 PM	817.172	2.54124E-010	6.9171E-012	7.47918E-012	4.33825E-010	
332	2/22/2019	4:08:51:62 PM	819.625	2.52326E-010	6.98402E-012	7.46143E-012	4.32214E-010	
333	2/22/2019	4:08:54:07 PM	822.078	2.5444E-010	7.20443E-012	7.37784E-012	4.32085E-010	
334	2/22/2019	4:08:56:51 PM	824.516	2.54143E-010	6.95733E-012	7.43485E-012	4.31404E-010	
335	2/22/2019	4:08:58:96 PM	826.969	2.52994E-010	6.8411E-012	7.46982E-012	4.31392E-010	
336	2/22/2019	4:09:01:42 PM	829.422	2.52475E-010	7.09432E-012	7.48003E-012	4.31492E-010	
337	2/22/2019	4:09:03:87 PM	831.875	2.53179E-010	6.70782E-012	7.53446E-012	4.3147E-010	
338	2/22/2019	4:09:06:32 PM	834.328	2.53939E-010	6.95862E-012	7.44984E-012	4.32128E-010	
339	2/22/2019	4:09:08:76 PM	836.766	2.51511E-010	6.73284E-012	7.42041E-012	4.31049E-010	
340	2/22/2019	4:09:11:21 PM	839.219	2.52883E-010	6.92785E-012	7.48044E-012	4.31539E-010	
341	2/22/2019	4:09:13:67 PM	841.672	2.53216E-010	6.79012E-012	7.42185E-012	4.31888E-010	
342	2/22/2019	4:09:16:12 PM	844.125	2.5177E-010	6.95881E-012	7.46468E-012	4.31428E-010	
343	2/22/2019	4:09:18:57 PM	846.578	2.52085E-010	6.60401E-012	7.44033E-012	4.30838E-010	
344	2/22/2019	4:09:21:03 PM	849.031	2.50806E-010	7.08375E-012	7.47547E-012	4.31313E-010	
345	2/22/2019	4:09:23:48 PM	851.484	2.53142E-010	6.82812E-012	7.47896E-012	4.30737E-010	
346	2/22/2019	4:09:25:92 PM	853.922	2.51826E-010	6.78456E-012	7.46036E-012	4.30894E-010	
347	2/22/2019	4:09:28:39 PM	856.391	2.51233E-010	6.44515E-012	7.49151E-012	4.30645E-010	
348	2/22/2019	4:09:30:84 PM	858.844	2.53049E-010	6.63478E-012	7.48528E-012	4.31266E-010	
349	2/22/2019	4:09:33:28 PM	861.281	2.51585E-010	6.76825E-012	7.46384E-012	4.30594E-010	
350	2/22/2019	4:09:35:73 PM	863.734	2.53031E-010	6.7473E-012	7.46829E-012	4.31577E-010	
351	2/22/2019	4:09:38:18 PM	866.188	2.52753E-010	6.78438E-012	7.50117E-012	4.32078E-010	
352	2/22/2019	4:09:40:64 PM	868.641	2.54885E-010	7.00534E-012	7.42344E-012	4.32715E-010	
353	2/22/2019	4:09:43:07 PM	871.078	2.54217E-010	7.01183E-012	7.49074E-012	4.31782E-010	
354	2/22/2019	4:09:45:53 PM	873.531	2.52753E-010	7.08913E-012	7.50024E-012	4.32502E-010	
355	2/22/2019	4:09:47:98 PM	875.984	2.52901E-010	6.48018E-012	7.50766E-012	4.32321E-010	
356	2/22/2019	4:09:50:43 PM	878.438	2.53494E-010	6.70115E-012	7.43819E-012	4.31969E-010	
357	2/22/2019	4:09:52:89 PM	880.891	2.53791E-010	6.97012E-012	7.44609E-012	4.32086E-010	
358	2/22/2019	4:09:55:32 PM	883.328	2.52475E-010	6.83387E-012	7.5045E-012	4.30608E-010	
359	2/22/2019	4:09:57:78 PM	885.781	2.52734E-010	6.99125E-012	7.45762E-012	4.31483E-010	
360	2/22/2019	4:10:00:23 PM	888.234	2.52938E-010	6.61458E-012	7.45453E-012	4.31063E-010	
361	2/22/2019	4:10:02:68 PM	890.688	2.54588E-010	7.02017E-012	7.42156E-012	4.30183E-010	
362	2/22/2019	4:10:05:14 PM	893.141	2.52623E-010	6.82145E-012	7.44017E-012	4.30172E-010	
363	2/22/2019	4:10:07:59 PM	895.594	2.5355E-010	6.91154E-012	7.52149E-012	4.31739E-010	
364	2/22/2019	4:10:10:04 PM	898.047	2.53272E-010	6.80328E-012	7.5074E-012	4.31169E-010	
365	2/22/2019	4:10:12:48 PM	900.484	2.52994E-010	6.79272E-012	7.48644E-012	4.31872E-010	
366	2/22/2019	4:10:14:93 PM	902.938	2.53624E-010	6.78364E-012	7.48328E-012	4.30498E-010	
367	2/22/2019	4:10:17:39 PM	905.391	2.51993E-010	6.92396E-012	7.42004E-012	4.30789E-010	
368	2/22/2019	4:10:19:84 PM	907.844	2.50862E-010	7.03537E-012	7.44121E-012	4.30305E-010	
369	2/22/2019	4:10:22:28 PM	910.281	2.52586E-010	6.73303E-012	7.47661E-012	4.31006E-010	
370	2/22/2019	4:10:24:73 PM	912.734	2.52827E-010	6.91154E-012	7.38106E-012	4.3039E-010	
371	2/22/2019	4:10:27:18 PM	915.188	2.54403E-010	6.98569E-012	7.50133E-012	4.30512E-010	
372	2/22/2019	4:10:29:64 PM	917.641	2.53643E-010	6.63423E-012	7.50053E-012	4.31215E-010	
373	2/22/2019	4:10:32:09 PM	920.094	2.5494E-010	6.97865E-012	7.5047E-012	4.32464E-010	
374	2/22/2019	4:10:34:53 PM	922.531	2.53661E-010	7.16865E-012	7.47637E-012	4.32012E-010	
375	2/22/2019	4:10:36:98 PM	924.984	2.52901E-010	6.84407E-012	7.50457E-012	4.31305E-010	
376	2/22/2019	4:10:39:43 PM	927.438	2.53272E-010	6.8741E-012	7.46258E-012	4.31576E-010	
377	2/22/2019	4:10:41:89 PM	929.891	2.52808E-010	6.98291E-012	7.44851E-012	4.31526E-010	
378	2/22/2019	4:10:44:32 PM	932.328	2.5494E-010	6.9273E-012	7.46927E-012	4.32116E-010	
379	2/22/2019	4:10:46:78 PM	934.781	2.52827E-010	6.80384E-012	7.50169E-012	4.32668E-010	
380	2/22/2019	4:10:49:23 PM	937.234	2.53883E-010	6.79661E-012	7.45617E-012	4.31587E-010	
381	2/22/2019	4:10:51:68 PM	939.688	2.52882E-010	6.85241E-012	7.48633E-012	4.32904E-010	
382	2/22/2019	4:10:54:12 PM	942.125	2.54532E-010	6.81478E-012	7.46381E-012	4.32287E-010	
383	2/22/2019	4:10:56:57 PM	944.578	2.54328E-010	6.89226E-012	7.49829E-012	4.32292E-010	
384	2/22/2019	4:10:59:03 PM	947.031	2.51622E-010	7.0172E-012	7.3921E-012	4.31768E-010	
385	2/22/2019	4:11:01:48 PM	949.484	2.53439E-010	6.94621E-012	7.51222E-012	4.31741E-010	
386	2/22/2019	4:11:03:93 PM	951.938	2.54651E-010	6.68094E-012	7.52353E-012	4.31499E-010	
387	2/22/2019	4:11:06:39 PM	954.391	2.5355E-010	6.93082E-012	7.5096E-012	4.32599E-010	
388	2/22/2019	4:11:08:84 PM	956.844	2.53717E-010	6.96104E-012	7.4625E-012	4.33238E-010	
389	2/22/2019	4:11:11:29 PM	959.297	2.53902E-010	6.57713E-012	7.50894E-012	4.33023E-010	
390	2/22/2019	4:11:13:73 PM	961.734	2.53605E-010	6.86705E-012	7.529E-012	4.34074E-010	
391	2/22/2019	4:11:16:20 PM	964.203	2.5405E-010	6.80495E-012	7.53268E-012	4.33511E-010	
392	2/22/2019	4:11:18:64 PM	966.641	2.53012E-010	6.74563E-012	7.56264E-012	4.34706E-010	
393	2/22/2019	4:11:21:09 PM	969.094	2.56683E-010	6.86483E-012	7.48721E-012	4.34398E-010	
394	2/22/2019	4:11:23:54 PM	971.547	2.53568E-010	7.09914E-012	7.53131E-012	4.34423E-010	
395	2/22/2019	4:11:26:00 PM	974	2.54977E-010	7.01461E-012	7.5142E-012	4.34209E-010	
396	2/22/2019	4:11:28:45 PM	976.453	2.54403E-010	6.7942E-012	7.4919E-012	4.34947E-010	
397	2/22/2019	4:11:30:89 PM	978.891	2.55404E-010	6.63386E-012	7.53771E-012	4.35868E-010	
398	2/22/2019	4:11:33:34 PM	981.344	2.56256E-010	6.60327E-012	7.55628E-012	4.36664E-010	
399	2/22/2019	4:11:35:81 PM	983.813	2.54569E-010	6.87947E-012	7.57482E-012	4.35058E-010	
400	2/22/2019	4:11:38:25 PM	986.25	2.55848E-010	6.84648E-012	7.50809E-012	4.3502E-010	
401	2/22/2019	4:11:40:71 PM	988.719	2.55181E-010	6.58825E-012	7.55111E-012	4.35736E-010	
402	2/22/2019	4:11:43:17 PM	991.172	2.54013E-010	7.0591E-012	7.50081E-012	4.35885E-010	
403	2/22/2019	4:11:45:62 PM	993.625	2.55496E-010	7.01702E-012	7.54528E-012	4.35292E-010	
404	2/22/2019	4:11:48:07 PM	996.078	2.54421E-010	7.08431E-012	7.51123E-012	4.34307E-010	
405	2/22/2019	4:11:50:53 PM	998.531	2.53735E-010	6.64776E-012	7.56049E-012	4.34647E-010	
406	2/22/2019	4:11:52:98 PM	1000.98	2.55645E-010	6.99496E-012	7.47046E-012	4.34395E-010	
407	2/22/2019	4:11:55:43 PM	1003.44	2.54588E-010	6.7714E-012	7.49436E-012	4.35517E-010	
408	2/22/2019	4:11:57:87 PM	1005.87	2.54403E-010	6.97902E-012	7.53219E-012	4.35528E-010	
409	2/22/2019	4:12:00:32 PM	1008.33	2.54866E-010	7.01387E-012	7.5617E-012	4.3508E-010	
410	2/22/2019	4:12:02:78 PM	1010.78	2.54977E-010	6.78067E-012	7.50621E-012	4.35349E-010	
411	2/22/2019	4:12:05:23 PM	1013.23	2.53754E-010	6.84147E-012	7.58309E-012	4.34439E-010	
412	2/22/2019	4:12:07:67 PM	1015.67	2.54199E-010	6.83758E-012	7.55111E-012	4.33883E-010	
413	2/22/2019	4:12:10:12 PM	1018.12	2.54662E-010	7.25911E-012	7.56572E-012	4.33891E-010	
414	2/22/2019	4:12:12:57 PM	1020.58	2.54199E-010	6.78011E-012	7.50468E-012	4.35396E-010	
415	2/22/2019	4:12:15:03 PM	1023.03	2.55682E-010	6.88689E-012	7.44151E-012	4.33751E-010	
416	2/22/2019	4:12:17:48 PM	1025.48	2.53439E-010	6.85704E-012	7.53688E-012	4.35062E-010	
417	2/22/2019	4:12:19:92 PM	1027.92	2.54625E-010	7.00905E-012	7.53819E-012	4.34205E-010	
418	2/22/2019	4:12:22:37 PM	1030.37	2.56145E-010	6.80421E-012	7.51817E-012	4.35418E-010	
419	2/22/2019	4:12:24:82 PM	1032.83	2.53439E-010	6.75194E-012	7.5359E-012	4.34365E-010	
420	2/22/2019	4:12:27:28 PM	1035.28	2.5507E-010	6.81014E-012	7.54133E-012	4.35332E-010	
421	2/22/2019	4:12:29:73 PM	1037.73	2.55552E-010	6.9286E-012	7.54639E-012	4.3416E-010	
422	2/22/2019	4:12:32:18 PM	1040.19	2.53939E-010	6.92322E-012	7.47449E-012	4.34202E-010	
423	2/22/2019	4:12:34:64 PM	1042.64	2.56071E-010	6.78605E-012	7.51421E-012	4.33834E-010	
424	2/22/2019	4:12:37:09 PM	1045.09	2.54755E-010	7.01943E-012	7.48931E-012	4.34961E-010	
425	2/22/2019	4:12:39:54 PM	1047.55	2.552E-010	6.92563E-012	7.52631E-012	4.34599E-010	
426	2/22/2019	4:12:42:00 PM	1050	2.54514E-010	7.13584E-012	7.51485E-012	4.35049E-010	
427	2/22/2019	4:12:44:43 PM	1052.44	2.54773E-010	6.93101E-012	7.57353E-012	4.35197E-010	
428	2/22/2019	4:12:46:89 PM	1054.89	2.57165E-010	6.77066E-012	7.56772E-012	4.35951E-010	
429	2/22/2019	4:12:49:34 PM	1057.34	2.55645E-010	6.62292E-012	7.5265E-012	4.35454E-010	
430	2/22/2019	4:12:51:79 PM	1059.8	2.54551E-010	6.85352E-012	7.53482E-012	4.35343E-010	
431	2/22/2019	4:12:54:23 PM	1062.23	2.54699E-010	6.8639E-012	7.51335E-012	4.34484E-010	
432	2/22/2019	4:12:56:68 PM	1064.69	2.55645E-010	6.62755E-012	7.52555E-012	4.34365E-010	
433	2/22/2019	4:12:59:14 PM	1067.14	2.53846E-010	6.62366E-012	7.49958E-012	4.3332E-010	
434	2/22/2019	4:13:01:59 PM	1069.59	2.5355E-010	6.64887E-012	7.56118E-012	4.33396E-010	
435	2/22/2019	4:13:04:04 PM	1072.05	2.53772E-010	6.99551E-012	7.49243E-012	4.33442E-010	
436	2/22/2019	4:13:06:48 PM	1074.48	2.54477E-010	6.779E-012	7.52776E-012	4.33341E-010	
437	2/22/2019	4:13:08:93 PM	1076.94	2.53402E-010	6.76936E-012	7.5295E-012	4.33096E-010	
438	2/22/2019	4:13:11:40 PM	1079.41	2.52641E-010	6.94991E-012	7.54423E-012	4.33613E-010	
439	2/22/2019	4:13:13:85 PM	1081.86	2.53883E-010	6.95084E-012	7.50274E-012	4.33868E-010	
440	2/22/2019	4:13:16:31 PM	1084.31	2.5507E-010	6.78048E-012	7.48211E-012	4.33821E-010	
441	2/22/2019	4:13:18:75 PM	1086.75	2.53457E-010	7.17959E-012	7.54739E-012	4.32368E-010	
442	2/22/2019	4:13:21:21 PM	1089.22	2.53717E-010	6.97346E-012	7.51226E-012	4.32527E-010	
443	2/22/2019	4:13:23:67 PM	1091.67	2.51881E-010	6.89857E-012	7.49374E-012	4.31762E-010	
444	2/22/2019	4:13:26:10 PM	1094.11	2.53976E-010	6.921E-012	7.43042E-012	4.31991E-010	
445	2/22/2019	4:13:28:56 PM	1096.56	2.53383E-010	7.00849E-012	7.45109E-012	4.31492E-010	
446	2/22/2019	4:13:31:01 PM	1099.02	2.55274E-010	7.02536E-012	7.47946E-012	4.33107E-010	
447	2/22/2019	4:13:33:46 PM	1101.47	2.54569E-010	6.92081E-012	7.4995E-012	4.33045E-010	
448	2/22/2019	4:13:35:90 PM	1103.91	2.53198E-010	6.74267E-012	7.48763E-012	4.33472E-010	
449	2/22/2019	4:13:38:35 PM	1106.36	2.54273E-010	6.98903E-012	7.53262E-012	4.33415E-010	
450	2/22/2019	4:13:40:81 PM	1108.81	2.5342E-010	6.94324E-012	7.43051E-012	4.32975E-010	
451	2/22/2019	4:13:43:26 PM	1111.27	2.524E-010	6.96975E-012	7.54522E-012	4.32431E-010	
452	2/22/2019	4:13:45:71 PM	1113.72	2.52938E-010	6.71301E-012	7.47543E-012	4.32021E-010	
453	2/22/2019	4:13:48:15 PM	1116.16	2.55014E-010	6.91692E-012	7.47194E-012	4.32297E-010	
454	2/22/2019	4:13:50:60 PM	1118.61	2.54922E-010	6.65777E-012	7.55838E-012	4.31255E-010	
455	2/22/2019	4:13:53:06 PM	1121.06	2.50769E-010	6.97772E-012	7.44377E-012	4.31203E-010	
456	2/22/2019	4:13:55:51 PM	1123.52	2.52975E-010	6.50039E-012	7.4813E-012	4.32096E-010	
457	2/22/2019	4:13:57:96 PM	1125.97	2.53272E-010	6.86168E-012	7.47477E-012	4.33614E-010	
458	2/22/2019	4:14:00:42 PM	1128.42	2.53439E-010	7.04797E-012	7.50269E-012	4.33067E-010	
459	2/22/2019	4:14:02:87 PM	1130.87	2.52048E-010	6.69447E-012	7.46371E-012	4.32024E-010	
460	2/22/2019	4:14:05:31 PM	1133.31	2.51418E-010	6.86038E-012	7.50081E-012	4.31927E-010	
461	2/22/2019	4:14:07:76 PM	1135.77	2.5405E-010	7.01943E-012	7.49043E-012	4.32314E-010	
462	2/22/2019	4:14:10:21 PM	1138.22	2.54162E-010	6.83165E-012	7.48456E-012	4.32402E-010	
463	2/22/2019	4:14:12:67 PM	1140.67	2.53364E-010	7.03889E-012	7.46668E-012	4.31492E-010	
464	2/22/2019	4:14:15:14 PM	1143.14	2.52252E-010	6.81589E-012	7.4578E-012	4.31508E-010	
465	2/22/2019	4:14:17:59 PM	1145.59	2.53846E-010	6.485E-012	7.49029E-012	4.32948E-010	
466	2/22/2019	4:14:20:03 PM	1148.03	2.52808E-010	6.65202E-012	7.4221E-012	4.32106E-010	
467	2/22/2019	4:14:22:48 PM	1150.48	2.53513E-010	7.24762E-012	7.50981E-012	4.31572E-010	
468	2/22/2019	4:14:24:93 PM	1152.94	2.52363E-010	6.90264E-012	7.47376E-012	4.3206E-010	
469	2/22/2019	4:14:27:39 PM	1155.39	2.53809E-010	6.67927E-012	7.46665E-012	4.32308E-010	
