Start time (s) =
1553511794
'Reltime', 'DEFAU[mV]', '2.00[A]', '28.00[A]', '18.00[A]'
3.439000000000000057e+01 1.682500000000000000e+03 6.298892830935987064e-12 8.537369595995603078e-12 8.154782404901084192e-12
3.528099999999999881e+01 1.682968750000000000e+03 6.209295230763522966e-12 8.609835067119320229e-12 8.042398344509926744e-12
3.615599999999999881e+01 1.682343750000000000e+03 6.462636415599520845e-12 8.672871448789365445e-12 7.737182422529187420e-12
3.703099999999999881e+01 1.682812500000000000e+03 6.377364348414404915e-12 8.316958233223203933e-12 7.867990113596956547e-12
3.792199999999999704e+01 1.682500000000000000e+03 6.474375723042324893e-12 8.563776424108660024e-12 7.741691836204989130e-12
3.879699999999999704e+01 1.682812500000000000e+03 6.588687928577030561e-12 8.525704447981397038e-12 7.886412876911830239e-12
3.967199999999999704e+01 1.683437500000000000e+03 6.164188083579436039e-12 8.515878974213464403e-12 7.718214088681119023e-12
4.056199999999999761e+01 1.682812500000000000e+03 6.588186159811604270e-12 8.582815014257505482e-12 7.951158828567450598e-12
4.143699999999999761e+01 1.682656250000000000e+03 6.166043804017862229e-12 8.545356262879000298e-12 8.104424249755215470e-12
4.232800000000000296e+01 1.683281250000000000e+03 6.597955688747436653e-12 8.449190999626488008e-12 8.008009186322162520e-12
4.320300000000000296e+01 1.682500000000000000e+03 6.012185974763051277e-12 8.253653836776120301e-12 7.862464151964232428e-12
4.407800000000000296e+01 1.682187500000000000e+03 6.167895621328467470e-12 8.598105734336503048e-12 7.790615375036225032e-12
4.496900000000000119e+01 1.682343750000000000e+03 6.395284475602114327e-12 8.703765139173036403e-12 7.893781982237779715e-12
4.584400000000000119e+01 1.682656250000000000e+03 6.101781406531170404e-12 8.321818928402890947e-12 7.918964095576797035e-12
4.673400000000000176e+01 1.682656250000000000e+03 6.280354708509960915e-12 8.590799079055688736e-12 7.657659228943458629e-12
4.760900000000000176e+01 1.682187500000000000e+03 6.535547276975695041e-12 8.814990404282241343e-12 7.885666078455422223e-12
4.850000000000000000e+01 1.682343750000000000e+03 6.560881612299729326e-12 8.567824401339851903e-12 7.856320628774060566e-12
4.937500000000000000e+01 1.682968750000000000e+03 6.394047617763742863e-12 8.504825316224540188e-12 7.976686151878187303e-12
5.025000000000000000e+01 1.682656250000000000e+03 6.474994151961510624e-12 8.303394430364541279e-12 7.590305987903445128e-12
5.114000000000000057e+01 1.682343750000000000e+03 6.354505029809720540e-12 8.645453276889814020e-12 7.869834124651919893e-12
5.203099999999999881e+01 1.683437500000000000e+03 6.575712196976724044e-12 8.444640819949000843e-12 7.730568789277025843e-12
5.290599999999999881e+01 1.682812500000000000e+03 6.548524743299477535e-12 8.579743686343288545e-12 7.833142988411534446e-12
5.379699999999999704e+01 1.682812500000000000e+03 6.538019691609830986e-12 8.676775443972051249e-12 7.636650860287641507e-12
5.468699999999999761e+01 1.683281250000000000e+03 6.462019287722942096e-12 8.617819999279241472e-12 7.888133722599999231e-12
5.556199999999999761e+01 1.684062500000000000e+03 6.489312125851354196e-12 8.455985911481889161e-12 7.988857839147378570e-12
5.643699999999999761e+01 1.684218750000000000e+03 6.418074838948628624e-12 8.683529589825766948e-12 7.661983894569068809e-12
5.732800000000000296e+01 1.684843750000000000e+03 6.397754721831905300e-12 8.461545700222394828e-12 7.858165507190761900e-12
5.820300000000000296e+01 1.683906250000000000e+03 6.133293959514896088e-12 8.340242559079502627e-12 7.784948033440208803e-12
5.907800000000000296e+01 1.683437500000000000e+03 6.274793618726848266e-12 8.601813705766403473e-12 8.146419303023400005e-12
5.996900000000000119e+01 1.682812500000000000e+03 6.137002364625665507e-12 8.514649055268996847e-12 7.769495116716207406e-12
6.084400000000000119e+01 1.682656250000000000e+03 6.340697931983552138e-12 8.531233011699335123e-12 7.982828807706621177e-12
6.173400000000000176e+01 1.682500000000000000e+03 6.387251404865734727e-12 8.502980437807838854e-12 7.844041388649358737e-12
6.260900000000000176e+01 1.682812500000000000e+03 6.258727043573220072e-12 8.483795263525273356e-12 7.820090061616546961e-12
6.348400000000000176e+01 1.682968750000000000e+03 6.533077030745904068e-12 8.590690658838440186e-12 7.458378532831932972e-12
6.437500000000000000e+01 1.683906250000000000e+03 6.394050219848956829e-12 8.457840330877708368e-12 7.820090061616546961e-12
6.526500000000000057e+01 1.683281250000000000e+03 6.429887004777423698e-12 8.517104556349242017e-12 7.788655137508371240e-12
6.614000000000000057e+01 1.682187500000000000e+03 6.420618810926148612e-12 8.753814513540181252e-12 7.912851797409192756e-12
6.701500000000000057e+01 1.682968750000000000e+03 6.450895807114109815e-12 8.550883959235200393e-12 7.844041388649358737e-12
6.790600000000000591e+01 1.682343750000000000e+03 6.436682350313693846e-12 8.563165801445116188e-12 7.574860877435085627e-12
6.879699999999999704e+01 1.682343750000000000e+03 6.379218767810224122e-12 8.751962696229576011e-12 7.832987730660434522e-12
6.967199999999999704e+01 1.682812500000000000e+03 6.201264328431488337e-12 8.466748135926849272e-12 7.920266005545517629e-12
7.054699999999999704e+01 1.682656250000000000e+03 6.250079013364606695e-12 8.440958869371240070e-12 7.973620028134398297e-12
7.143699999999999761e+01 1.682656250000000000e+03 6.279736713271644177e-12 8.517109760519669948e-12 7.539019755697928815e-12
7.232800000000000296e+01 1.682812500000000000e+03 6.323501184485325055e-12 8.389990091561827512e-12 7.587219047477944400e-12
7.321899999999999409e+01 1.683281250000000000e+03 6.115992694927241402e-12 8.370949766689506077e-12 7.875779022004092411e-12
7.409399999999999409e+01 1.682968750000000000e+03 6.201881022627198092e-12 8.421920279222394612e-12 7.634795573530084312e-12
7.498399999999999466e+01 1.685312500000000000e+03 6.413202868066347762e-12 8.464291767484866114e-12 7.813369742870612811e-12
7.587500000000000000e+01 1.692031250000000000e+03 6.457074892135539201e-12 8.374423550450149634e-12 7.891226734557665878e-12
7.675000000000000000e+01 1.700937500000000000e+03 6.443478563211701982e-12 8.304010257198513045e-12 7.864040148242157358e-12
7.764000000000000057e+01 1.710625000000000000e+03 6.114140010254898172e-12 8.287298798592690474e-12 7.813947405788113088e-12
7.851500000000000057e+01 1.725000000000000000e+03 6.556557380354988140e-12 8.832145952097913977e-12 7.954868534720827000e-12
7.940600000000000591e+01 1.737968750000000000e+03 6.409478416763425557e-12 8.496228894039337121e-12 7.730567921915287855e-12
8.028100000000000591e+01 1.753437500000000000e+03 5.997972951643504302e-12 8.525190969832507903e-12 7.836229928837035175e-12
8.117199999999999704e+01 1.767031250000000000e+03 6.248223726607049500e-12 8.355595729203635358e-12 7.969323118084403745e-12
8.204699999999999704e+01 1.765781250000000000e+03 6.322371012140726165e-12 8.496842118788094922e-12 7.795447447278558428e-12
8.292199999999999704e+01 1.793125000000000000e+03 6.256874358900876842e-12 8.202031935578002475e-12 7.816402906868358258e-12
8.381199999999999761e+01 1.811093750000000000e+03 6.487351454642631410e-12 8.317521150991158407e-12 7.988850900253474663e-12
8.470300000000000296e+01 1.818281250000000000e+03 6.419383687811253125e-12 8.540022855552109604e-12 8.065124089406960906e-12
8.557800000000000296e+01 1.835000000000000000e+03 6.557791202427276644e-12 8.462784292784242268e-12 8.162760398167101528e-12
8.646899999999999409e+01 1.849531250000000000e+03 6.377366083137880892e-12 8.436042663040321798e-12 8.061768266842683772e-12
8.734399999999999409e+01 1.862031250000000000e+03 6.921735754006341779e-12 8.883734893549988243e-12 7.996955528333238306e-12
8.821899999999999409e+01 1.881562500000000000e+03 6.693113077660406418e-12 8.693882419530396533e-12 7.966249188084972843e-12
8.910899999999999466e+01 1.887656250000000000e+03 6.668398038617295853e-12 8.743714953463044282e-12 8.149511447619328663e-12
8.998399999999999466e+01 1.901562500000000000e+03 6.565824706844525238e-12 8.774823749557736363e-12 7.819473367420837207e-12
9.085899999999999466e+01 1.912812500000000000e+03 6.762318569691894155e-12 8.841974027951060577e-12 7.836232530922249140e-12
9.175000000000000000e+01 1.931875000000000000e+03 6.694347767094432911e-12 8.619045581415019086e-12 8.178731997210419991e-12
9.262500000000000000e+01 1.945625000000000000e+03 6.428030850658128514e-12 8.593871274331643662e-12 7.775059242265403014e-12
9.350000000000000000e+01 1.955000000000000000e+03 6.538020125290699980e-12 8.652481509052734054e-12 8.176273026683222866e-12
9.439000000000000057e+01 1.964218750000000000e+03 6.617111372730910546e-12 8.563779026193873989e-12 8.129118905797483308e-12
9.526500000000000057e+01 1.977187500000000000e+03 6.537825836261390577e-12 8.638084171563864544e-12 8.097052542344052029e-12
9.614000000000000057e+01 1.992500000000000000e+03 6.496002954298196741e-12 8.542898159713541162e-12 7.959194935069913157e-12
9.703100000000000591e+01 1.996093750000000000e+03 6.715357436792857015e-12 8.780561347454529653e-12 8.291115190239839450e-12
9.792199999999999704e+01 2.017187500000000000e+03 6.682140517993984119e-12 8.737571430272872419e-12 8.185964926743505288e-12
9.879699999999999704e+01 2.025312500000000000e+03 6.779618966917810852e-12 8.378131521880050059e-12 8.201454272660502198e-12
9.968699999999999761e+01 2.045468750000000000e+03 7.062279146902161742e-12 8.895398306840718305e-12 8.300894693835658700e-12
1.005619999999999976e+02 2.045468750000000000e+03 7.323273931714169294e-12 8.527546724312884407e-12 7.917795759315726656e-12
1.014369999999999976e+02 2.056093750000000000e+03 7.517396427569877915e-12 8.730335898654573157e-12 7.787540577675056142e-12
1.023280000000000030e+02 2.060000000000000000e+03 7.838704511875516090e-12 8.829816218469677125e-12 8.336558873778265877e-12
1.032189999999999941e+02 2.084375000000000000e+03 8.040556935540177363e-12 8.754153651979734718e-12 8.251194866248923176e-12
1.040939999999999941e+02 2.093906250000000000e+03 8.787317228031721328e-12 8.543512251824036952e-12 8.271459038533546249e-12
1.049839999999999947e+02 2.106250000000000000e+03 9.316061810871190119e-12 8.618434091389737262e-12 8.472889057031807170e-12
1.058589999999999947e+02 2.116562500000000000e+03 1.001983565562802880e-11 8.511596809313015655e-12 8.218647117030908333e-12
1.067500000000000000e+02 2.125312500000000000e+03 1.103250563821989161e-11 8.766788510417011793e-12 8.417621634448924084e-12
1.076250000000000000e+02 2.132812500000000000e+03 1.193832012413853505e-11 8.616022825758129500e-12 8.216807442784634929e-12
1.085150000000000006e+02 2.145468750000000000e+03 1.291598251962344790e-11 8.531844501724616947e-12 8.370950634051244066e-12
1.093900000000000006e+02 2.152031250000000000e+03 1.414052121923026206e-11 8.635017180458337549e-12 8.470435290675037976e-12
1.102650000000000006e+02 2.157187500000000000e+03 1.547375075294787905e-11 8.826005898354694068e-12 8.245058281952655221e-12
1.111560000000000059e+02 2.171250000000000000e+03 1.638755103838818172e-11 8.451397567887930506e-12 8.268764145613616279e-12
1.120469999999999970e+02 2.179062500000000000e+03 1.785097764051002400e-11 8.721605902761719875e-12 7.886901201570317710e-12
1.129219999999999970e+02 2.187031250000000000e+03 1.906017010888660934e-11 8.641155499478081481e-12 8.346998439656694302e-12
1.138119999999999976e+02 2.190156250000000000e+03 2.023926859440194903e-11 8.659893982465582951e-12 8.472892526478759123e-12
1.147030000000000030e+02 2.203593750000000000e+03 2.091724189690058466e-11 8.748870551633647352e-12 8.384929035820665177e-12
1.155780000000000030e+02 2.213281250000000000e+03 2.144045878338385336e-11 8.759064654140225059e-12 8.455986778843627150e-12
1.164530000000000030e+02 2.222656250000000000e+03 2.163452056391790279e-11 8.683532191910980913e-12 8.190290459730853456e-12
1.173439999999999941e+02 2.232812500000000000e+03 2.244514817062448486e-11 8.859165137597990736e-12 8.370334807217272299e-12
1.182189999999999941e+02 2.238125000000000000e+03 2.245803716605099254e-11 8.778101509565594540e-12 8.358052097645618517e-12
1.190939999999999941e+02 2.246250000000000000e+03 2.176348684601592254e-11 8.675549861836273635e-12 8.376474860960492208e-12
1.199839999999999947e+02 2.255000000000000000e+03 2.187525681429658420e-11 8.732656958665430125e-12 8.312604077298502148e-12
1.208589999999999947e+02 2.262656250000000000e+03 2.100935050930452519e-11 8.734662299003659314e-12 8.523858702202957716e-12
1.217339999999999947e+02 2.270312500000000000e+03 1.999177212663738601e-11 8.840129149534359243e-12 8.321283766210552102e-12
1.226089999999999947e+02 2.279843750000000000e+03 1.959935685968972052e-11 8.805736521899643066e-12 8.219875301251899913e-12
1.235000000000000000e+02 2.287812500000000000e+03 1.877583331866272687e-11 8.520177618986934931e-12 8.489975215908440731e-12
1.243750000000000000e+02 2.292500000000000000e+03 1.793081134959795264e-11 8.910749742241375060e-12 8.358979307343528120e-12
1.252500000000000000e+02 2.299687500000000000e+03 1.709070558686409669e-11 8.683530457187504936e-12 8.217478780769837954e-12
1.261400000000000006e+02 2.312656250000000000e+03 1.652203894531023565e-11 8.620275500359486642e-12 8.316906191518924629e-12
1.270150000000000006e+02 2.318593750000000000e+03 1.618858172514059390e-11 8.336113049844939837e-12 7.863420851961233637e-12
1.278900000000000006e+02 2.326093750000000000e+03 1.518758209473336507e-11 8.708093274245598536e-12 8.187819346139324495e-12
1.287810000000000059e+02 2.332500000000000000e+03 1.482402568753204974e-11 8.544967684820381493e-12 8.150126407091562442e-12
1.296560000000000059e+02 2.340937500000000000e+03 1.410797780682093716e-11 8.732191185412130352e-12 8.032570268656780144e-12
1.305310000000000059e+02 2.347656250000000000e+03 1.376960091087342519e-11 8.675546392389321682e-12 8.346998439656694302e-12
1.314219999999999970e+02 2.353281250000000000e+03 1.284904908166462079e-11 8.601238644934117161e-12 8.343929713827691330e-12
1.322969999999999970e+02 2.359687500000000000e+03 1.310328755221856767e-11 8.518947700042467375e-12 8.308310636695459550e-12
1.331719999999999970e+02 2.367812500000000000e+03 1.227730504066437689e-11 8.671864441811560908e-12 8.465258008460985195e-12
1.340469999999999970e+02 2.375156250000000000e+03 1.163617726479548864e-11 8.787185389047547091e-12 8.136357906862734524e-12
1.349370000000000118e+02 2.382656250000000000e+03 1.136904112519765420e-11 8.576478936761500194e-12 8.228475192884054934e-12
1.358280000000000030e+02 2.391093750000000000e+03 1.113321847906467710e-11 8.878818687219069972e-12 8.220567455918814659e-12
1.367030000000000030e+02 2.395000000000000000e+03 1.128858985455227781e-11 8.430036183004752104e-12 8.305237574057766636e-12
1.375780000000000030e+02 2.402812500000000000e+03 1.159073358125706221e-11 8.292345109184307006e-12 8.072269415404509374e-12
1.384689999999999941e+02 2.421875000000000000e+03 1.154651808193962736e-11 8.693355930955437572e-12 8.425603964523631362e-12
1.393439999999999941e+02 2.437500000000000000e+03 1.228713224915578550e-11 8.622736205610159743e-12 8.730204927032136908e-12
1.402189999999999941e+02 2.464531250000000000e+03 1.347543951424334807e-11 8.963567735276178894e-12 8.276174016941251210e-12
1.411090000000000089e+02 2.485312500000000000e+03 1.391268784206589615e-11 9.018219331025090213e-12 8.211296226301456613e-12
1.420310000000000059e+02 2.523906250000000000e+03 1.378924838896233851e-11 9.180345719728144616e-12 8.507274745772619440e-12
1.429689999999999941e+02 2.568281250000000000e+03 1.278886198330386748e-11 9.337558504185494712e-12 8.510353012580740284e-12
1.438899999999999864e+02 2.599843750000000000e+03 1.123700611727063148e-11 9.349840346395410506e-12 8.378932964125951344e-12
1.448280000000000030e+02 2.637656250000000000e+03 1.035084431361132928e-11 9.830075121952663864e-12 8.275761152753968730e-12
1.457500000000000000e+02 2.672968750000000000e+03 9.640930415111270690e-12 1.032320669919206679e-11 8.382614047341974128e-12
1.466870000000000118e+02 2.710000000000000000e+03 9.205521761534996017e-12 1.046602474824576134e-11 8.436212665940967526e-12
1.476090000000000089e+02 2.742656250000000000e+03 9.246056177636408080e-12 1.017807973319184711e-11 7.981600623485629598e-12
1.485469999999999970e+02 2.781093750000000000e+03 8.928561882892704915e-12 9.342472108431199018e-12 8.338586765521682764e-12
1.494689999999999941e+02 2.810312500000000000e+03 9.302553519163758722e-12 9.078832303999195830e-12 8.140856044835942384e-12
1.504060000000000059e+02 2.835156250000000000e+03 8.538599514940070634e-12 8.877590502998078392e-12 8.229087550271074747e-12
1.513280000000000030e+02 2.875156250000000000e+03 7.867993583043908501e-12 9.033106727895923171e-12 8.221803446395448134e-12
1.522649999999999864e+02 2.905625000000000000e+03 7.945370056328115993e-12 8.799599070241637122e-12 8.102548146315946553e-12
1.531399999999999864e+02 2.936250000000000000e+03 7.721828385043316700e-12 8.721609372208671829e-12 8.280060664889177247e-12
1.540149999999999864e+02 2.964531250000000000e+03 7.353649807140261174e-12 8.804482316826511834e-12 8.327960716869586832e-12
1.549060000000000059e+02 2.995937500000000000e+03 7.380834658732293718e-12 8.609845475460176090e-12 8.138811673219503717e-12
1.557810000000000059e+02 3.022812500000000000e+03 7.695425893738949696e-12 8.720375983817252319e-12 8.236014301110650138e-12
1.566560000000000059e+02 3.047812500000000000e+03 7.122460173730749133e-12 9.099897918529720187e-12 7.999975681904913927e-12
1.575469999999999970e+02 3.072968750000000000e+03 7.176312929318973133e-12 8.880048606163537528e-12 8.468592146981812618e-12
1.584219999999999970e+02 3.102812500000000000e+03 7.168520117784016321e-12 8.750467364593284003e-12 8.111198344928904902e-12
1.593120000000000118e+02 3.130468750000000000e+03 7.240369762073761706e-12 8.858551045487494946e-12 8.291008504746066876e-12
1.602030000000000030e+02 3.152500000000000000e+03 7.290002802806672122e-12 8.785472349615019994e-12 7.995109782554798983e-12
1.610939999999999941e+02 3.180000000000000000e+03 7.576096000549981113e-12 8.972777382210139763e-12 7.994498292529517158e-12
1.619689999999999941e+02 3.207812500000000000e+03 7.422237303933432173e-12 8.684758641408496516e-12 8.522633120067180101e-12
1.628439999999999941e+02 3.229218750000000000e+03 7.458076690947113008e-12 8.977076894345348279e-12 8.083543383274882643e-12
1.637340000000000089e+02 3.250781250000000000e+03 7.616821236233750625e-12 8.824255562367433470e-12 8.394814357548519013e-12
1.646090000000000089e+02 3.276406250000000000e+03 7.228086185140369935e-12 8.651595932718247894e-12 8.165219368694298652e-12
1.655000000000000000e+02 3.291562500000000000e+03 7.244668406847232234e-12 8.795911048131710430e-12 8.179345221959177792e-12
1.663750000000000000e+02 3.323906250000000000e+03 7.196151226990243899e-12 8.715464981656761978e-12 8.265937413709512072e-12
1.672500000000000000e+02 3.339531250000000000e+03 6.815456619208015709e-12 8.782407093232968975e-12 8.198997036856781051e-12
1.681399999999999864e+02 3.363593750000000000e+03 7.096602819278707841e-12 8.650369483220732292e-12 8.444643422034214808e-12
1.690310000000000059e+02 3.387656250000000000e+03 7.543965452327938692e-12 8.644227694754036406e-12 8.142497093244216444e-12
1.699219999999999970e+02 3.403125000000000000e+03 7.128734668543357245e-12 8.719213719088347858e-12 8.359892639253629909e-12
1.707969999999999970e+02 3.420312500000000000e+03 7.136148442998813124e-12 8.904585402369491476e-12 8.175048311909183241e-12
1.716719999999999970e+02 3.434843750000000000e+03 7.362921036757619220e-12 8.615977722947754103e-12 8.313835730966445681e-12
1.725620000000000118e+02 3.447968750000000000e+03 7.166424571825036338e-12 8.590187589030406912e-12 8.231688768123301969e-12
1.734370000000000118e+02 3.465937500000000000e+03 6.984762161016400128e-12 8.713620970601798632e-12 8.274531233809501174e-12
1.743120000000000118e+02 3.474375000000000000e+03 6.935768799565256160e-12 8.692740971483203793e-12 8.401611871489134131e-12
1.751870000000000118e+02 3.485000000000000000e+03 6.989704821880327046e-12 8.994884698187988192e-12 8.268143981970954570e-12
1.760780000000000030e+02 3.492812500000000000e+03 6.967461763790483431e-12 9.047699221775840073e-12 8.226744806216768069e-12
1.769689999999999941e+02 3.504062500000000000e+03 6.600428537062441592e-12 8.757839072004447445e-12 8.307079850389254005e-12
1.778439999999999941e+02 3.515156250000000000e+03 6.630085803288610080e-12 8.511599411398229620e-12 8.236634464753311846e-12
1.787340000000000089e+02 3.525312500000000000e+03 6.557174941912435884e-12 8.631333495157100799e-12 7.933244339231038111e-12
1.796090000000000089e+02 3.530156250000000000e+03 6.523807535852021999e-12 8.572376315740815045e-12 8.412711499650171731e-12
1.805000000000000000e+02 3.541562500000000000e+03 6.526896211000998704e-12 8.883731424103036289e-12 8.117994991507782032e-12
1.813899999999999864e+02 3.548593750000000000e+03 6.801864627092868432e-12 8.660195824350402916e-12 8.228469988713627004e-12
1.822649999999999864e+02 3.558281250000000000e+03 6.812985071935617754e-12 8.725288720701218637e-12 8.105639423550137224e-12
1.831560000000000059e+02 3.570156250000000000e+03 6.793212693756434106e-12 8.777299199957955267e-12 8.328576543703558599e-12
1.840310000000000059e+02 3.577500000000000000e+03 6.932860535657781043e-12 8.766789377778749781e-12 7.910363336582904026e-12
1.849060000000000059e+02 3.584531250000000000e+03 7.223274929579748260e-12 8.683530457187504936e-12 8.102580238700252124e-12
1.857969999999999970e+02 3.592500000000000000e+03 6.860565501115578613e-12 8.847493050689880789e-12 7.977916070822654859e-12
1.866870000000000118e+02 3.605468750000000000e+03 6.651097207710510162e-12 8.894170122619726726e-12 7.976691356048615233e-12
1.875620000000000118e+02 3.616093750000000000e+03 6.821635704229445096e-12 8.985672449168813358e-12 8.270615095562483532e-12
1.884370000000000118e+02 3.626250000000000000e+03 6.670249855927901095e-12 8.666950837565856602e-12 8.168668866326278533e-12
1.893280000000000030e+02 3.638593750000000000e+03 7.089188611142382968e-12 8.857007141593875588e-12 7.952735692207113516e-12
1.902030000000000030e+02 3.648750000000000000e+03 6.738219791163624350e-12 8.768030572425811187e-12 8.342698060159747797e-12
1.910780000000000030e+02 3.661250000000000000e+03 6.484262345812785711e-12 8.908911802718577633e-12 8.194085167334552722e-12
1.919530000000000030e+02 3.675468750000000000e+03 6.743780447265868006e-12 9.018220198386828201e-12 8.189172430450586404e-12
1.928439999999999941e+02 3.688750000000000000e+03 6.672722704242906033e-12 8.873068946257944845e-12 7.996265975751537525e-12
1.937189999999999941e+02 3.695468750000000000e+03 6.720217264610806041e-12 8.698272137286355843e-12 8.268762410890140302e-12
1.945939999999999941e+02 3.704843750000000000e+03 6.827817391336088448e-12 8.805739123984857031e-12 8.195925708942564114e-12
1.954840000000000089e+02 3.713437500000000000e+03 6.657275425370201560e-12 8.991812502912033267e-12 8.115477040382401697e-12
1.963750000000000000e+02 3.740937500000000000e+03 6.907520562482449833e-12 9.049540630745589453e-12 8.092759101741009431e-12
1.972500000000000000e+02 3.750468750000000000e+03 6.811749515139853273e-12 8.681690782941231532e-12 8.132671619476283809e-12
1.981250000000000000e+02 3.760000000000000000e+03 6.693110909256061447e-12 8.712392786380807053e-12 8.156921318946963595e-12
1.990149999999999864e+02 3.767968750000000000e+03 6.989706990284672017e-12 9.006538570499600382e-12 8.226127244659320326e-12
1.999060000000000059e+02 3.775625000000000000e+03 6.820932273859936501e-12 8.927945188696995160e-12 8.108723761890423987e-12
2.007810000000000059e+02 3.780312500000000000e+03 6.829670076008431678e-12 8.716742605496818896e-12 8.125303381512072320e-12
2.016560000000000059e+02 3.787500000000000000e+03 6.971788164139569588e-12 8.850566980689311691e-12 7.930768888830819208e-12
2.025310000000000059e+02 3.790625000000000000e+03 6.894548300329095269e-12 8.817406006722539047e-12 7.940035781639487311e-12
2.034219999999999970e+02 3.792968750000000000e+03 6.798209131048116305e-12 8.781173704841549466e-12 8.017277813854306601e-12
