Start time (s) =
1553515705
'Reltime', 'DEFAU[mV]', '2.00[A]', '28.00[A]', '18.00[A]'
1.023280000000000030e+02 1.682812500000000000e+03 7.720604537631015063e-12 8.092661957226354730e-12 7.810896894555607872e-12
1.032030000000000030e+02 1.683593750000000000e+03 7.834830006991921891e-12 7.850444252999189132e-12 7.651481011283767231e-12
1.040939999999999941e+02 1.682656250000000000e+03 7.521100929552826386e-12 8.058366474106293253e-12 7.764554624256625459e-12
1.049839999999999947e+02 1.683125000000000000e+03 7.461164498734351724e-12 8.111817641209828622e-12 7.867128823391134063e-12
1.058589999999999947e+02 1.683125000000000000e+03 7.489698097828956236e-12 8.168291563970253577e-12 7.632940286772527116e-12
1.067339999999999947e+02 1.683281250000000000e+03 7.448808063414968927e-12 7.772590730759088018e-12 7.472906841943238732e-12
1.076250000000000000e+02 1.682656250000000000e+03 7.606377333546632258e-12 8.239724874625764528e-12 7.408025581856492181e-12
1.085000000000000000e+02 1.682812500000000000e+03 7.348704977871989286e-12 7.868603338345714349e-12 7.494530170071289632e-12
1.093750000000000000e+02 1.682812500000000000e+03 7.260965700223165342e-12 7.805952065287335984e-12 7.159306567722234504e-12
1.102660000000000053e+02 1.682656250000000000e+03 7.797981878276960543e-12 8.294181313983628456e-12 7.700292660450802629e-12
1.111410000000000053e+02 1.682500000000000000e+03 7.536985792422346009e-12 8.093983816515049057e-12 7.812136354479193301e-12
1.120160000000000053e+02 1.682500000000000000e+03 7.264055676414749030e-12 8.193380002241568150e-12 7.788655137508371240e-12
1.128910000000000053e+02 1.683125000000000000e+03 7.329551895973729359e-12 7.734729523534156215e-12 7.451009427505983496e-12
1.137810000000000059e+02 1.683281250000000000e+03 7.488353687135074210e-12 8.082929291164386854e-12 7.651480143922029242e-12
1.146719999999999970e+02 1.684062500000000000e+03 7.648144270677725842e-12 8.053730425616745237e-12 7.468577839508938609e-12
1.155630000000000024e+02 1.682812500000000000e+03 7.373016260026066249e-12 7.739838284170907912e-12 7.864655107714391136e-12
1.164380000000000024e+02 1.682500000000000000e+03 7.818309367968456769e-12 8.198382944746285261e-12 7.619347860976510844e-12
1.173130000000000024e+02 1.683437500000000000e+03 7.264936048578807259e-12 7.999407559966531522e-12 7.388870765234756277e-12
1.182030000000000030e+02 1.682343750000000000e+03 7.647153743572943085e-12 8.113023274025632503e-12 7.613783735427315236e-12
1.190780000000000030e+02 1.682968750000000000e+03 7.374860271081029595e-12 7.916560636200831169e-12 7.501944378207614506e-12
1.199530000000000030e+02 1.683750000000000000e+03 7.398196638641607592e-12 8.004300347530524107e-12 7.506887472752410417e-12
1.208280000000000030e+02 1.682343750000000000e+03 7.675776680926560402e-12 8.099457736443493872e-12 7.796757163502920918e-12
1.217189999999999941e+02 1.682343750000000000e+03 7.610679447767054739e-12 8.119229247260939530e-12 7.836851827203172860e-12
1.226089999999999947e+02 1.683281250000000000e+03 7.752817485218166382e-12 8.070032489482237281e-12 7.360445586357400316e-12
1.235000000000000000e+02 1.684218750000000000e+03 7.657353050249948723e-12 8.067944749778899194e-12 7.891224132472451913e-12
1.243910000000000053e+02 1.683125000000000000e+03 7.796751091970754999e-12 7.751579760018056930e-12 7.510599780991000785e-12
1.252660000000000053e+02 1.682812500000000000e+03 7.618046818369528239e-12 8.167426804317479139e-12 7.488353687135074210e-12
1.261410000000000053e+02 1.684062500000000000e+03 7.528997390815472812e-12 7.998742293513494417e-12 7.508124330590781881e-12
1.270310000000000059e+02 1.684687500000000000e+03 7.807193259934397389e-12 8.071654455932275596e-12 7.498240743586404022e-12
1.279060000000000059e+02 1.684375000000000000e+03 7.643841289095565372e-12 8.053113731421035482e-12 7.499473264616085544e-12
1.287810000000000059e+02 1.684843750000000000e+03 7.264054375372142047e-12 8.089681702294626575e-12 7.500711857177932984e-12
1.296560000000000059e+02 1.682656250000000000e+03 7.621728768947289012e-12 7.808425780964078911e-12 7.406174631907624928e-12
1.305469999999999970e+02 1.682968750000000000e+03 7.492061658564974636e-12 8.035813334195118784e-12 7.382691680213326890e-12
1.314219999999999970e+02 1.683281250000000000e+03 7.803511309356636616e-12 8.297805151324944006e-12 7.584270884930521817e-12
1.322969999999999970e+02 1.682656250000000000e+03 7.377314037437798788e-12 7.925828396371237261e-12 7.326958484377144032e-12
1.331879999999999882e+02 1.683281250000000000e+03 7.571374950610110233e-12 7.888135457323475208e-12 7.390105888349651764e-12
1.340629999999999882e+02 1.682343750000000000e+03 7.687440961579028453e-12 7.968089729692984235e-12 7.620584718814882308e-12
1.349530000000000030e+02 1.683125000000000000e+03 7.572603134831101812e-12 8.253312963613090858e-12 7.831906130573162983e-12
1.358280000000000030e+02 1.683281250000000000e+03 7.355209323545164324e-12 8.046937248484820060e-12 7.838086950318068347e-12
1.367189999999999941e+02 1.682500000000000000e+03 7.280736777359742007e-12 7.780000602086722949e-12 7.309781252518021688e-12
1.375939999999999941e+02 1.683593750000000000e+03 7.481557907917935069e-12 7.987740677228849506e-12 7.766408176290706677e-12
1.384840000000000089e+02 1.684062500000000000e+03 7.307308404203016750e-12 7.993178167964298808e-12 7.351177826186994224e-12
1.393590000000000089e+02 1.683437500000000000e+03 7.432585796829371816e-12 8.122232920959593372e-12 7.681137843829066725e-12
1.402340000000000089e+02 1.683906250000000000e+03 6.999591444650787864e-12 7.743546255600808337e-12 7.700911089369988360e-12
1.411250000000000000e+02 1.683125000000000000e+03 7.645681830703576765e-12 7.917732441908853502e-12 7.784327002435809106e-12
1.420159999999999911e+02 1.683437500000000000e+03 7.443863234146697039e-12 7.793684968226965992e-12 7.665688396552017281e-12
1.429060000000000059e+02 1.694375000000000000e+03 7.252930461082440772e-12 7.597104369205798235e-12 7.257877025074188637e-12
1.438280000000000030e+02 1.684062500000000000e+03 7.498856570420375789e-12 7.657039065300796921e-12 7.554797065711937876e-12
1.447500000000000000e+02 1.682500000000000000e+03 7.527158583930937397e-12 8.111197477567166914e-12 7.387017213200675059e-12
1.456719999999999970e+02 1.683593750000000000e+03 7.467345318479257088e-12 7.668404106153658972e-12 7.790504352733762516e-12
1.465939999999999941e+02 1.684687500000000000e+03 7.657659228943458629e-12 7.988235940781240885e-12 7.591642592341685258e-12
1.475159999999999911e+02 1.683750000000000000e+03 7.398138525405162369e-12 7.977732190134201318e-12 7.404936906707515476e-12
1.484219999999999970e+02 1.682812500000000000e+03 7.862462417240756452e-12 7.857859328497251994e-12 7.478032082453012208e-12
1.493439999999999941e+02 1.683281250000000000e+03 7.592868174477462873e-12 8.086615578550837569e-12 7.681136976467328736e-12
1.502659999999999911e+02 1.682500000000000000e+03 7.568307959504583238e-12 7.871674666259931286e-12 7.597720196039770002e-12
1.511879999999999882e+02 1.684687500000000000e+03 7.800436511995467725e-12 8.137152410214731901e-12 7.589069130065073665e-12
1.521250000000000000e+02 1.684062500000000000e+03 7.800390541823354340e-12 7.961049354465732364e-12 7.629852478985288400e-12
1.530000000000000000e+02 1.682812500000000000e+03 7.538212241919861611e-12 7.968091464416460212e-12 7.517395560208139926e-12
1.538909999999999911e+02 1.683437500000000000e+03 7.438306047491405337e-12 7.755900956196715157e-12 7.685597817885803096e-12
1.547659999999999911e+02 1.683750000000000000e+03 7.599574615435589209e-12 7.919027412983670189e-12 7.387635642119860790e-12
1.556560000000000059e+02 1.683750000000000000e+03 7.753771583129953626e-12 8.090805803107059546e-12 7.535316121076718332e-12
1.565310000000000059e+02 1.684062500000000000e+03 7.559412297519774171e-12 7.895549665459800082e-12 7.602664157946303902e-12
1.574219999999999970e+02 1.683437500000000000e+03 7.239141577852770126e-12 7.787417412308261788e-12 7.385161926443117864e-12
1.582969999999999970e+02 1.684218750000000000e+03 7.559095710485408404e-12 8.124075197291080741e-12 7.635410533002318090e-12
1.591719999999999970e+02 1.683281250000000000e+03 7.673724503054479840e-12 7.950896885322578100e-12 7.779556512876872887e-12
1.600629999999999882e+02 1.682187500000000000e+03 7.768502854887948672e-12 7.916560636200831169e-12 7.349941835710360749e-12
1.609530000000000030e+02 1.682500000000000000e+03 7.934317265700929767e-12 8.040756428739914696e-12 7.616879349470195848e-12
1.618280000000000030e+02 1.683125000000000000e+03 7.744164684519994069e-12 7.815841723823879761e-12 7.710177982178656464e-12
1.627189999999999941e+02 1.682500000000000000e+03 7.726743724012496983e-12 8.106871944579818745e-12 7.589690161069473362e-12
1.635939999999999941e+02 1.682343750000000000e+03 7.431970837357138038e-12 7.845498556369179255e-12 7.767024870486416432e-12
1.644689999999999941e+02 1.682812500000000000e+03 7.632786763744903169e-12 8.088337291600744550e-12 7.781236592563356425e-12
1.653590000000000089e+02 1.684375000000000000e+03 7.736749609021931207e-12 8.084629320170844125e-12 7.666310294918154966e-12
1.662500000000000000e+02 1.683437500000000000e+03 7.947826424770099152e-12 7.800439114080681691e-12 7.673721900969265874e-12
1.671250000000000000e+02 1.682812500000000000e+03 7.498858305143851766e-12 8.237867853144731356e-12 7.857549680356790134e-12
1.680000000000000000e+02 1.683281250000000000e+03 7.551726605159458927e-12 8.193470207862318944e-12 7.396285840732819139e-12
1.688909999999999911e+02 1.683125000000000000e+03 7.662261450325225098e-12 7.623056699768149258e-12 7.516777998650692183e-12
1.697810000000000059e+02 1.684531250000000000e+03 7.748238682603325600e-12 8.117374827865120324e-12 7.588451568507625922e-12
1.706560000000000059e+02 1.683593750000000000e+03 7.562780263148383142e-12 8.096369928656255155e-12 7.328934334416281615e-12
1.715310000000000059e+02 1.683750000000000000e+03 7.893781982237779715e-12 8.073721378953901961e-12 7.525427329901912543e-12
1.724060000000000059e+02 1.682343750000000000e+03 7.608844110329471278e-12 7.935098758626857318e-12 7.541287906642768490e-12
1.732969999999999970e+02 1.682500000000000000e+03 7.672087791454895722e-12 8.073102950034716230e-12 7.300507420815449677e-12
1.741719999999999970e+02 1.682812500000000000e+03 7.595940369753417798e-12 7.896789992745123499e-12 7.682372099582224223e-12
1.750469999999999970e+02 1.685156250000000000e+03 7.700952722733411804e-12 8.202679854796279812e-12 7.707088439667941770e-12
1.759379999999999882e+02 1.694375000000000000e+03 7.466725154836595379e-12 7.640156736432590634e-12 7.245516252946115898e-12
1.768280000000000030e+02 1.702343750000000000e+03 7.366878808368060305e-12 8.006776665292480999e-12 7.817075112215299271e-12
1.777030000000000030e+02 1.710625000000000000e+03 7.335113419437711002e-12 8.245277724472366288e-12 7.666926989113864721e-12
1.785780000000000030e+02 1.724531250000000000e+03 7.702793264341423196e-12 7.984060461374564710e-12 7.692259156033554035e-12
1.794689999999999941e+02 1.737656250000000000e+03 7.283210493036484934e-12 8.269621099010748821e-12 7.508734953254325717e-12
1.803439999999999941e+02 1.752343750000000000e+03 7.800435644633729737e-12 8.169897050547270112e-12 7.683608090058857698e-12
1.812340000000000089e+02 1.765937500000000000e+03 7.421618007652508453e-12 7.807188923125707447e-12 7.654567084347529971e-12
1.821090000000000089e+02 1.782031250000000000e+03 7.686081805735600625e-12 8.090300131213812307e-12 7.815221560181218052e-12
1.830000000000000000e+02 1.791406250000000000e+03 8.221799109586758192e-12 8.248369001706556958e-12 7.666925254390388744e-12
1.838750000000000000e+02 1.809062500000000000e+03 7.751924102628038327e-12 8.195851983194835100e-12 7.686698499931310380e-12
1.847659999999999911e+02 1.818906250000000000e+03 7.724289957655727790e-12 8.088955720519930281e-12 8.094515509260435948e-12
1.856409999999999911e+02 1.836562500000000000e+03 8.352801957045574710e-12 8.236455788235286235e-12 7.639542644322094844e-12
1.865159999999999911e+02 1.853437500000000000e+03 8.036258290766706835e-12 8.223559853914874651e-12 8.074122967438590592e-12
1.874060000000000059e+02 1.867500000000000000e+03 8.274944965358521642e-12 8.318811785257285152e-12 8.155393894926366016e-12
1.882810000000000059e+02 1.883281250000000000e+03 8.000025121523979266e-12 8.110579916009719170e-12 7.996271179921965455e-12
1.891560000000000059e+02 1.898750000000000000e+03 8.247507711500734473e-12 8.359596001539237875e-12 8.401612738850872120e-12
1.900310000000000059e+02 1.913906250000000000e+03 8.181800723039422962e-12 8.163100403968392982e-12 8.132822540418693791e-12
1.909219999999999970e+02 1.935468750000000000e+03 8.404724832766774512e-12 8.413353347336283150e-12 8.120471309269738924e-12
1.917969999999999970e+02 1.950312500000000000e+03 8.263476708458838971e-12 8.299657835997287236e-12 8.115478775105877673e-12
1.926719999999999970e+02 1.963593750000000000e+03 8.379985073914131277e-12 8.625191706690404914e-12 8.117998460954733986e-12
1.935629999999999882e+02 1.980312500000000000e+03 8.273305651673723560e-12 8.044465267531553110e-12 8.159691672338098556e-12
1.944530000000000030e+02 1.994843750000000000e+03 8.786702268559487550e-12 8.237069880345782025e-12 8.029633381811951409e-12
1.953280000000000030e+02 2.015625000000000000e+03 8.714850889546266188e-12 8.520175016901720966e-12 7.936950575937462560e-12
1.962030000000000030e+02 2.028437500000000000e+03 9.621893559685901209e-12 8.245896153391552019e-12 8.119776552517610213e-12
1.970939999999999941e+02 2.044375000000000000e+03 9.973165522592086774e-12 8.520867171568635712e-12 8.138812540581241706e-12
1.979689999999999941e+02 2.058125000000000000e+03 1.085072569989575797e-11 8.552725368204949774e-12 8.117994991507782032e-12
1.988590000000000089e+02 2.083281250000000000e+03 1.278578978802791255e-11 8.064235910987260780e-12 8.020291895893816303e-12
1.997340000000000089e+02 2.098281250000000000e+03 1.414175200553646761e-11 8.262251993684799345e-12 8.217471841875934047e-12
2.006090000000000089e+02 2.115781250000000000e+03 1.696235860104700066e-11 8.239530585596455126e-12 8.191630533616045540e-12
2.015000000000000000e+02 2.128281250000000000e+03 1.998563467497938007e-11 8.474731333363294539e-12 8.250224288464114153e-12
2.023909999999999911e+02 2.142968750000000000e+03 2.395647569208847472e-11 8.376276235122492864e-12 8.136972866334968302e-12
2.032810000000000059e+02 2.156093750000000000e+03 2.767491791288989589e-11 8.472275832283049368e-12 8.234615246627274843e-12
