Start time (s) =
1553508139
'Reltime', 'DEFAU[mV]', '2.00[A]', '28.00[A]', '18.00[A]'
1.986399999999999864e+02 2.320000000000000000e+03 8.917508224903780700e-12 1.876877819828592919e-11 2.022640215038062905e-11
1.995310000000000059e+02 2.319218750000000000e+03 8.832762646293623732e-12 1.877371175185160723e-11 2.098085247204117820e-11
2.004060000000000059e+02 2.317500000000000000e+03 8.810649258783609383e-12 1.907154122127163731e-11 2.010715205447155540e-11
2.012810000000000059e+02 2.317968750000000000e+03 8.821089692023775797e-12 1.920563187651769255e-11 2.059775960905341208e-11
2.021719999999999970e+02 2.331562500000000000e+03 8.806966440844110622e-12 1.857809565908308258e-11 2.044068039830371220e-11
2.030620000000000118e+02 2.316406250000000000e+03 8.755378366753774344e-12 1.883426747895100561e-11 2.067315069131936411e-11
2.039370000000000118e+02 2.316093750000000000e+03 8.503592795194858667e-12 1.877214703127627615e-11 2.024785547560803423e-11
2.048120000000000118e+02 2.315156250000000000e+03 8.530002225393129578e-12 1.883417033443635091e-11 2.062371974587140500e-11
2.057030000000000030e+02 2.315000000000000000e+03 8.726516904922210216e-12 1.912096869727264448e-11 2.061135116748769036e-11
2.065780000000000030e+02 2.311562500000000000e+03 8.867154406566601921e-12 1.868064383736545153e-11 2.022825136560602033e-11
2.074530000000000030e+02 2.304218750000000000e+03 8.473503149142302959e-12 1.840735897040701730e-11 2.044884574170513503e-11
2.083429999999999893e+02 2.300000000000000000e+03 8.430516701407597679e-12 1.836774309038613495e-11 2.027212252231347378e-11
2.092179999999999893e+02 2.297343750000000000e+03 8.683530457187504936e-12 1.894425241677488714e-11 2.050445403745104755e-11
2.101090000000000089e+02 2.297812500000000000e+03 8.745558964518007627e-12 1.874942909263488389e-11 2.073729903073751046e-11
2.109840000000000089e+02 2.297187500000000000e+03 8.655896312215194399e-12 1.886454187305375285e-11 2.035532679911522536e-11
2.118590000000000089e+02 2.295000000000000000e+03 8.706250997914111167e-12 1.829867334046664240e-11 2.086073848384106810e-11
2.127500000000000000e+02 2.294375000000000000e+03 9.041556565947406199e-12 1.837517117631026764e-11 2.030742761449655376e-11
2.136250000000000000e+02 2.292656250000000000e+03 8.412093070730986000e-12 1.878730504500936149e-11 2.055389018706943460e-11
2.145149999999999864e+02 2.291718750000000000e+03 8.495001577180083530e-12 1.902024718281047910e-11 2.036666668647768574e-11
2.154060000000000059e+02 2.290000000000000000e+03 8.337173833250499655e-12 1.853693934461553283e-11 1.997120871455315694e-11
2.162810000000000059e+02 2.289218750000000000e+03 8.326733400010333241e-12 1.868782038838556758e-11 2.009616778542167026e-11
2.171560000000000059e+02 2.289062500000000000e+03 8.489472146100407457e-12 1.850929826074931839e-11 2.053473537044769870e-11
2.180469999999999970e+02 2.287500000000000000e+03 8.621507154027430175e-12 1.829298518218891445e-11 2.076335457734668211e-11
2.189219999999999970e+02 2.286718750000000000e+03 8.325504348427603674e-12 1.851296199673058140e-11 2.053588202266531937e-11
2.197969999999999970e+02 2.284687500000000000e+03 8.572988673127834858e-12 1.851176503753215741e-11 1.989705449012557636e-11
2.206870000000000118e+02 2.282812500000000000e+03 8.451398435249668495e-12 1.840367441774404256e-11 2.024679035539378447e-11
2.215620000000000118e+02 2.282812500000000000e+03 8.048543602423574583e-12 1.798669720110002146e-11 2.002063792527764008e-11
2.224530000000000030e+02 2.280625000000000000e+03 8.616592682419987881e-12 1.854447671811865206e-11 2.061692136456905189e-11
2.233280000000000030e+02 2.278437500000000000e+03 8.297254376621321370e-12 1.833120981398206339e-11 2.025338230460249633e-11
2.242179999999999893e+02 2.277500000000000000e+03 8.391723080314328342e-12 1.804829896645543386e-11 2.011704518245505113e-11
2.250929999999999893e+02 2.275468750000000000e+03 8.368492530885784930e-12 1.829792914409544835e-11 1.989781256428457823e-11
2.259679999999999893e+02 2.274375000000000000e+03 8.383229006814207906e-12 1.806436597528993104e-11 1.984885866779251273e-11
2.268590000000000089e+02 2.273750000000000000e+03 8.339016976943725012e-12 1.813172008369168253e-11 1.989535966528954702e-11
2.277340000000000089e+02 2.272812500000000000e+03 8.402269331686529341e-12 1.835353743984136088e-11 2.041053610846166322e-11
2.286090000000000089e+02 2.272343750000000000e+03 8.625190839328666925e-12 1.833562468522842437e-11 2.006883201288722773e-11
2.294840000000000089e+02 2.269843750000000000e+03 8.746171321905027440e-12 1.823614176332810644e-11 2.019074143988497383e-11
2.303750000000000000e+02 2.267343750000000000e+03 8.570531437324113710e-12 1.770114263499600327e-11 2.011332593532255686e-11
2.312500000000000000e+02 2.266875000000000000e+03 8.523859569564695704e-12 1.816261030462840154e-11 1.994958018225467811e-11
2.321399999999999864e+02 2.265312500000000000e+03 8.186097633089417513e-12 1.832384764755001783e-11 2.010529243090530827e-11
2.330149999999999864e+02 2.263750000000000000e+03 8.271464242703974179e-12 1.808289629146031530e-11 1.992980433462854251e-11
2.339060000000000059e+02 2.263125000000000000e+03 8.144339369575703813e-12 1.804087955414868105e-11 2.026136029786851367e-11
2.347810000000000059e+02 2.262187500000000000e+03 8.483945317105945350e-12 1.793769126290367666e-11 1.971353982832546592e-11
2.356560000000000059e+02 2.262343750000000000e+03 8.304011991921989022e-12 1.841470725905125505e-11 1.995185267000820772e-11
2.365469999999999970e+02 2.262343750000000000e+03 8.382618384150664070e-12 1.813961134078390103e-11 2.016399200388541146e-11
2.374219999999999970e+02 2.260000000000000000e+03 8.329801258477598225e-12 1.801433308079580797e-11 2.015966213408937335e-11
2.383120000000000118e+02 2.257500000000000000e+03 8.283131992803394184e-12 1.813047628695940716e-11 2.007037418205737112e-11
2.391870000000000118e+02 2.256718750000000000e+03 8.204527335298195112e-12 1.793892638601857215e-11 1.995185440473168370e-11
2.400620000000000118e+02 2.257343750000000000e+03 9.260796123011783010e-12 1.790432732629021473e-11 1.984623403117335982e-11
2.409530000000000030e+02 2.256406250000000000e+03 1.410490474418324425e-11 1.779371962273845753e-11 2.007221819311233446e-11
2.418429999999999893e+02 2.255000000000000000e+03 1.682357204935147621e-11 1.795661015713267972e-11 1.970179748511657891e-11
2.427179999999999893e+02 2.255312500000000000e+03 9.889641189309017477e-12 1.788455494811103108e-11 1.963497420209847633e-11
2.436090000000000089e+02 2.255000000000000000e+03 8.598165582296424247e-12 1.822742998203175091e-11 2.029869154707153456e-11
2.445000000000000000e+02 2.255000000000000000e+03 8.485788460799170707e-12 1.829927355478933038e-11 2.042779140287720452e-11
2.453750000000000000e+02 2.253593750000000000e+03 8.666949970204118614e-12 1.846785051273780454e-11 2.027150322603255006e-11
2.462500000000000000e+02 2.255468750000000000e+03 8.424469455370342530e-12 1.894301555893651567e-11 2.022943618174011249e-11
2.471399999999999864e+02 2.256875000000000000e+03 8.275756815945278788e-12 1.835354090928831283e-11 1.977532720909280783e-11
2.480149999999999864e+02 2.257656250000000000e+03 8.138201917917697870e-12 1.855659549632182603e-11 2.025235534830471806e-11
2.488899999999999864e+02 2.261562500000000000e+03 8.369103153549328766e-12 1.830173859684869342e-11 1.980139836821326327e-11
2.497810000000000059e+02 2.270156250000000000e+03 8.485788460799170707e-12 1.831089967152532694e-11 2.040558520766122541e-11
2.506719999999999970e+02 2.278437500000000000e+03 8.383844833648179673e-12 1.812615162133379698e-11 2.018091770084051717e-11
2.515469999999999970e+02 2.289218750000000000e+03 8.234613511903798866e-12 1.814592399951298063e-11 1.964909485119292754e-11
2.524219999999999970e+02 2.307343750000000000e+03 8.888028334153030841e-12 1.798032382704928267e-11 2.002800009170968565e-11
2.533120000000000118e+02 2.330625000000000000e+03 9.264481543036495736e-12 1.847587881298462520e-11 2.038787541569497819e-11
2.541870000000000118e+02 2.362031250000000000e+03 1.069965990807553169e-11 1.874157946890608883e-11 2.046647920583843927e-11
2.550780000000000030e+02 2.408750000000000000e+03 1.292212691017535775e-11 2.060022812055972707e-11 2.087179214182999232e-11
2.559530000000000030e+02 2.460000000000000000e+03 1.497202362088501104e-11 2.238987467650943586e-11 2.107690758035296597e-11
2.568279999999999745e+02 2.503906250000000000e+03 1.619472264624555180e-11 2.665505663412837123e-11 2.149125322148393025e-11
2.577180000000000177e+02 2.545312500000000000e+03 1.597486032345329932e-11 3.294343270399124890e-11 2.134159168831750719e-11
2.586089999999999804e+02 2.595625000000000000e+03 1.459987512830718259e-11 4.384996879491787070e-11 2.157556772131030698e-11
2.594839999999999804e+02 2.637343750000000000e+03 1.338332136086028967e-11 5.382436510381616301e-11 2.177424213156697874e-11
2.603750000000000000e+02 2.672812500000000000e+03 1.243083674190570420e-11 5.924628149189814508e-11 2.134727290770133123e-11
2.612500000000000000e+02 2.702656250000000000e+03 1.180014332774481645e-11 5.694958740698474742e-11 2.103207885628677332e-11
2.621399999999999864e+02 2.729531250000000000e+03 1.145685456227507615e-11 4.765443942233993369e-11 2.098479202905512153e-11
2.630470000000000255e+02 2.751406250000000000e+03 1.177558051068672285e-11 3.506530482644265589e-11 2.094563932020232500e-11
2.639370000000000118e+02 2.777968750000000000e+03 1.108715896869227890e-11 2.545446839419263085e-11 2.074038336907779723e-11
2.648279999999999745e+02 2.794843750000000000e+03 1.076843822445106014e-11 2.100866876297846630e-11 2.078251286341536996e-11
2.657029999999999745e+02 2.808437500000000000e+03 1.026364063183571318e-11 1.964049756164598648e-11 2.051745405518001775e-11
2.665779999999999745e+02 2.825312500000000000e+03 1.009537071994248691e-11 1.919203164446603438e-11 2.044498251252413468e-11
2.674680000000000177e+02 2.835000000000000000e+03 9.422916440182671494e-12 1.906262127315816457e-11 2.024416571877463156e-11
2.683589999999999804e+02 2.855000000000000000e+03 9.335715360492269355e-12 1.869170096480132770e-11 2.044375606302661907e-11
2.692339999999999804e+02 2.870625000000000000e+03 9.198156993017736482e-12 1.887286507629148957e-11 2.091102811740963574e-11
2.701250000000000000e+02 2.881093750000000000e+03 9.171136072794183747e-12 1.837911767221811488e-11 2.078622343693048435e-11
2.710000000000000000e+02 2.893125000000000000e+03 9.228860731180787980e-12 1.860626062943904202e-11 2.075408941926148998e-11
2.718750000000000000e+02 2.902031250000000000e+03 8.686599183016507908e-12 1.848514917524024526e-11 2.018399163083994807e-11
2.727649999999999864e+02 2.922812500000000000e+03 8.894786816815436481e-12 1.838690831534872672e-11 2.059219982031290641e-11
2.736399999999999864e+02 2.931250000000000000e+03 8.719087084274601551e-12 1.842645307170709401e-11 2.043454641609265821e-11
2.745310000000000059e+02 2.940781250000000000e+03 8.884959608324027869e-12 1.839740859654881433e-11 2.055061502914679039e-11
2.754060000000000059e+02 2.952968750000000000e+03 8.786088176448991760e-12 1.824540865613677454e-11 2.069785662306422580e-11
2.762970000000000255e+02 2.960937500000000000e+03 8.697656310452384076e-12 1.828557097405258958e-11 2.010466793045395661e-11
2.771720000000000255e+02 2.971250000000000000e+03 9.068575751447482958e-12 1.819611301911994161e-11 2.034195208111544417e-11
2.780470000000000255e+02 2.986718750000000000e+03 8.851181940161545469e-12 1.872670594982306369e-11 2.067932630689384155e-11
2.789220000000000255e+02 3.003593750000000000e+03 8.958037436834764833e-12 1.822007648921708522e-11 2.038910706936292172e-11
2.798120000000000118e+02 3.015312500000000000e+03 8.551496316622220206e-12 1.838340937809768150e-11 2.063966185461563185e-11
2.806870000000000118e+02 3.025000000000000000e+03 8.609835067119320229e-12 1.837145886807167727e-11 2.064211301888718708e-11
2.815779999999999745e+02 3.034062500000000000e+03 8.743099126629072515e-12 1.810153589520968609e-11 2.044252267463519956e-11
2.824839999999999804e+02 3.049843750000000000e+03 8.907682751135848065e-12 1.822563107378716296e-11 2.040373425771235816e-11
2.833589999999999804e+02 3.055625000000000000e+03 8.744324708764850129e-12 1.831525209272655275e-11 2.038971595730298958e-11
2.842500000000000000e+02 3.065781250000000000e+03 8.749855007206264190e-12 1.802049134913552564e-11 2.052484918135810688e-11
2.851250000000000000e+02 3.075468750000000000e+03 9.093144640037742477e-12 1.802172820697389710e-11 2.042472094232472557e-11
2.860000000000000000e+02 3.080625000000000000e+03 8.752924600397005150e-12 1.818670387898624341e-11 2.066606781536695081e-11
2.868899999999999864e+02 3.120937500000000000e+03 8.587116261116189975e-12 1.795623198741491677e-11 2.000527868362134143e-11
2.877649999999999864e+02 3.128437500000000000e+03 8.915047519653107599e-12 1.814636635399935471e-11 2.005894582379763591e-11
2.886560000000000059e+02 3.136718750000000000e+03 8.767661943687166115e-12 1.823787128263365531e-11 2.034550132534729272e-11
2.895310000000000059e+02 3.145781250000000000e+03 8.590803415864378678e-12 1.845526856336654475e-11 2.047912360525483422e-11
2.904220000000000255e+02 3.158750000000000000e+03 8.880046004078323563e-12 1.831525556217350470e-11 2.055203229822666344e-11
2.912970000000000255e+02 3.173750000000000000e+03 8.645068168278147169e-12 1.841842477146027335e-11 2.066913133702552585e-11
2.921720000000000255e+02 3.189062500000000000e+03 8.826003296269480103e-12 1.823861374428137339e-11 2.073299865124056396e-11
2.930620000000000118e+02 3.206250000000000000e+03 8.790387688584200276e-12 1.815004223304494957e-11 2.055244516241394592e-11
2.939529999999999745e+02 3.218125000000000000e+03 8.677389536082547039e-12 1.827444966184810227e-11 2.051928592317064926e-11
2.948279999999999745e+02 3.229843750000000000e+03 8.581587697398251890e-12 1.827260044662271099e-11 2.058008971572711232e-11
2.957180000000000177e+02 3.244375000000000000e+03 8.674931432917087903e-12 1.807452451596525123e-11 2.055944997580994027e-11
2.965930000000000177e+02 3.262500000000000000e+03 8.685370998795516329e-12 1.834797418165390326e-11 2.043215770186623814e-11
2.974839999999999804e+02 3.277343750000000000e+03 8.771349098435354819e-12 1.838586748126314063e-11 2.094303896971183576e-11
2.983750000000000000e+02 3.290312500000000000e+03 8.867149202396173990e-12 1.865199140971274261e-11 2.044743888096611784e-11
2.992500000000000000e+02 3.310312500000000000e+03 9.040943341198648397e-12 1.882803461750182095e-11 2.060208080523207030e-11
3.001399999999999864e+02 3.324687500000000000e+03 9.257723060374090096e-12 1.887285813739758566e-11 2.050754184523828627e-11
3.010310000000000059e+02 3.335312500000000000e+03 9.049538028660375488e-12 1.870336177600684380e-11 2.072010965581405628e-11
3.019220000000000255e+02 3.342343750000000000e+03 8.773801997430386024e-12 1.862966898802387306e-11 2.058663135795502086e-11
3.027970000000000255e+02 3.364062500000000000e+03 8.846884162749812930e-12 1.874343562302538402e-11 2.079919569908383892e-11
3.036720000000000255e+02 3.379062500000000000e+03 8.923648278647000609e-12 1.876691510527273010e-11 2.086380200549964314e-11
3.045620000000000118e+02 3.388593750000000000e+03 8.630718535684867021e-12 1.908018881779938170e-11 2.058046094655097136e-11
3.054370000000000118e+02 3.403593750000000000e+03 8.738797879770388022e-12 1.938503350895626198e-11 2.071887453269916080e-11
3.063279999999999745e+02 3.418281250000000000e+03 8.685983356182536141e-12 1.906722002509297909e-11 2.083801013685881998e-11
3.072029999999999745e+02 3.430468750000000000e+03 8.752308773563033384e-12 1.911481910255030670e-11 2.056904126190861604e-11
3.080930000000000177e+02 3.447812500000000000e+03 8.897240583172205675e-12 1.925054039786378013e-11 2.102348156673983226e-11
3.089680000000000177e+02 3.463593750000000000e+03 8.803284490266349849e-12 1.964618918937066638e-11 2.019442946199490052e-11
3.098589999999999804e+02 3.478593750000000000e+03 8.846884162749812930e-12 1.951767567009987658e-11 2.084783734535022859e-11
3.107339999999999804e+02 3.493281250000000000e+03 8.708094141607336525e-12 1.999221101167680814e-11 2.045111822945866464e-11
3.116089999999999804e+02 3.511406250000000000e+03 8.709320591104852127e-12 1.996255070968455669e-11 2.086469191864281925e-11
3.124839999999999804e+02 3.525312500000000000e+03 8.537549139875366677e-12 2.015205537164721505e-11 2.073740831831649700e-11
3.133750000000000000e+02 3.539062500000000000e+03 9.210436233142438311e-12 2.070598553727265312e-11 2.065378423843355904e-11
3.142649999999999864e+02 3.556875000000000000e+03 8.843197008001624226e-12 2.088694321666917375e-11 2.093266358860201848e-11
3.151560000000000059e+02 3.575156250000000000e+03 8.682304007689989334e-12 2.078930430582381916e-11 2.041305666167225752e-11
3.160310000000000059e+02 3.585468750000000000e+03 8.565623037248837335e-12 2.125438540445667712e-11 2.076397560835108180e-11
3.169220000000000255e+02 3.600937500000000000e+03 8.883728822017822324e-12 2.145827092403518321e-11 2.045440553044564069e-11
3.177970000000000255e+02 3.617500000000000000e+03 8.831531859987418187e-12 2.167566126587416875e-11 2.073668493862701467e-11
3.186870000000000118e+02 3.636718750000000000e+03 8.899699553699402799e-12 2.180340109847467289e-11 2.078930777527077112e-11
3.195620000000000118e+02 3.651093750000000000e+03 8.681689048217755555e-12 2.192192434524731226e-11 2.089820330675173921e-11
3.204370000000000118e+02 3.664062500000000000e+03 8.966638195828657842e-12 2.183293996982360596e-11 2.093381891443701903e-11
3.213279999999999745e+02 3.678593750000000000e+03 8.841357333755350822e-12 2.245865646233191626e-11 2.086196146389163175e-11
3.222029999999999745e+02 3.694218750000000000e+03 8.623345960911965591e-12 2.206501301116325919e-11 2.092398650177518249e-11
3.230930000000000177e+02 3.706406250000000000e+03 8.644229429477512383e-12 2.208504906731079132e-11 2.049165351292181469e-11
3.239680000000000177e+02 3.712812500000000000e+03 8.615978590309492091e-12 2.224064508948853103e-11 2.015101800700858092e-11
3.248430000000000177e+02 3.742187500000000000e+03 8.922418359702533053e-12 2.199421894610864570e-11 2.083441578981659603e-11
3.257339999999999804e+02 3.752656250000000000e+03 8.354364942897429813e-12 2.189349916636995630e-11 2.048797416442926789e-11
3.266250000000000000e+02 3.764218750000000000e+03 8.766436361551388501e-12 2.185210172533924577e-11 2.076001870410237871e-11
3.275000000000000000e+02 3.772812500000000000e+03 8.573601897876592659e-12 2.132439363977667313e-11 2.070168168832875466e-11
3.283899999999999864e+02 3.777187500000000000e+03 8.622735338248421755e-12 2.034488376378984498e-11 2.070844364043811225e-11
3.292649999999999864e+02 3.783593750000000000e+03 8.614135446616266734e-12 2.009231322985804979e-11 2.108980004522642560e-11
3.301560000000000059e+02 3.791875000000000000e+03 8.485172633965198941e-12 1.993475003125855238e-11 2.075326889505735295e-11
3.310620000000000118e+02 3.794062500000000000e+03 8.742485901880314714e-12 1.960417592150598409e-11 2.037743411509307379e-11
3.319529999999999745e+02 3.797500000000000000e+03 8.522635722152394067e-12 1.896588268379684195e-11 2.037717043712472531e-11
3.328279999999999745e+02 3.798593750000000000e+03 8.318138712548606151e-12 1.914121812440772175e-11 2.059899126272135561e-11
3.337029999999999745e+02 3.799375000000000000e+03 8.423759953468668016e-12 1.873898432258602753e-11 2.015657085685518268e-11
3.345930000000000177e+02 3.800312500000000000e+03 8.191014706782073773e-12 1.838341458226810943e-11 2.041918543971288358e-11
3.354680000000000177e+02 3.800000000000000000e+03 8.502982172531314831e-12 1.859467267661951695e-11 2.029931951696983816e-11
3.363430000000000177e+02 3.800156250000000000e+03 8.273303049588509595e-12 1.862850325384801664e-11 2.075531586875900558e-11
3.372339999999999804e+02 3.800625000000000000e+03 8.233383592959331310e-12 1.837235572010875728e-11 2.133176621454957456e-11
3.381089999999999804e+02 3.800312500000000000e+03 8.325504348427603674e-12 1.818299850964155695e-11 2.081590455560444752e-11
3.390000000000000000e+02 3.799062500000000000e+03 8.385687977341405031e-12 1.779632170795242274e-11 2.042165221649572260e-11
3.398750000000000000e+02 3.799687500000000000e+03 8.399197136410574416e-12 1.778074909530857894e-11 2.076248201143826577e-11
3.407500000000000000e+02 3.798906250000000000e+03 8.186714327285127268e-12 1.787281433962562005e-11 2.025461742771739182e-11
3.416399999999999864e+02 3.797343750000000000e+03 8.281289716471906814e-12 1.738961405428618434e-11 2.096636579629329589e-11
3.425149999999999864e+02 3.797500000000000000e+03 8.439113123592800747e-12 1.738838413534171679e-11 2.064348171570973278e-11
3.433899999999999864e+02 3.797343750000000000e+03 8.546580977653039923e-12 1.752059261561633718e-11 2.065009795104710832e-11
3.442810000000000059e+02 3.795000000000000000e+03 8.171362024522732526e-12 1.717149859803424050e-11 2.073730770435489035e-11
3.451560000000000059e+02 3.795000000000000000e+03 8.444027595200243042e-12 1.727495056724759337e-11 2.093142326131669506e-11
3.460310000000000059e+02 3.792812500000000000e+03 8.165575854368611886e-12 1.781534988976041234e-11 2.050148592558365124e-11
3.469060000000000059e+02 3.793125000000000000e+03 8.436655887789079600e-12 1.727862297684623627e-11 2.057304500369117051e-11
3.477970000000000255e+02 3.788750000000000000e+03 8.436040928316845822e-12 1.773245786318433659e-11 2.074159767551098099e-11
3.486720000000000255e+02 3.789375000000000000e+03 8.491927647180652627e-12 1.745202073133444998e-11 2.067158944019098499e-11
3.495470000000000255e+02 3.785625000000000000e+03 8.521404935846188522e-12 1.725713322242583558e-11 2.034874178880041740e-11
3.504370000000000118e+02 3.782031250000000000e+03 8.359280281866610096e-12 1.708683194934224048e-11 2.049166045181571860e-11
3.513120000000000118e+02 3.781875000000000000e+03 8.293570691320084620e-12 1.722710168960972510e-11 2.042041535865735113e-11
3.521870000000000118e+02 3.781562500000000000e+03 8.156010589122075771e-12 1.709302144270452573e-11 2.038890584143970841e-11
3.530779999999999745e+02 3.780000000000000000e+03 8.757839072004447445e-12 1.714245238815248484e-11 2.041857308232586377e-11
3.539680000000000177e+02 3.778750000000000000e+03 8.220489393362395703e-12 1.701333171566510316e-11 2.113780851742408373e-11
3.548430000000000177e+02 3.777343750000000000e+03 8.240757902455708717e-12 1.707904824510553254e-11 2.046585817483403957e-11
3.557180000000000177e+02 3.777187500000000000e+03 8.516490464238746227e-12 1.722274753368502331e-11 2.052422815035370718e-11
3.565930000000000177e+02 3.774531250000000000e+03 8.095209398650826671e-12 1.695831843007145068e-11 2.047508169955580826e-11
3.574839999999999804e+02 3.774531250000000000e+03 8.272077467452731980e-12 1.702998679575795649e-11 2.038458117581409823e-11
3.583750000000000000e+02 3.775312500000000000e+03 8.059910377999912612e-12 1.695867057893707397e-11 2.038172408624916443e-11
3.592500000000000000e+02 3.774843750000000000e+03 8.215006799816571004e-12 1.691444553864052125e-11 2.077291810786974224e-11
3.601250000000000000e+02 3.774531250000000000e+03 8.278833348029923656e-12 1.717422905278542800e-11 2.046429692370566045e-11
3.610149999999999864e+02 3.774531250000000000e+03 8.272073998005780027e-12 1.686717085447320130e-11 2.046096278518483302e-11
3.619060000000000059e+02 3.772343750000000000e+03 8.321201366845443204e-12 1.712817561394519572e-11 2.025050092890889886e-11
3.627970000000000255e+02 3.772187500000000000e+03 8.199611128967276841e-12 1.699353505135725584e-11 2.077415323098463773e-11
3.636720000000000255e+02 3.772812500000000000e+03 8.193467605777104978e-12 1.703052802948246125e-11 2.073730423490793839e-11
3.645470000000000255e+02 3.772968750000000000e+03 8.417005807614952317e-12 1.709548995421084072e-11 2.036331173127514660e-11
3.654220000000000255e+02 3.770781250000000000e+03 8.546583579738253889e-12 1.681374831030701955e-11 2.068203594496331732e-11
3.663120000000000118e+02 3.772500000000000000e+03 8.216857749765438257e-12 1.678795297221924443e-11 2.066852071436198202e-11
3.672029999999999745e+02 3.772187500000000000e+03 8.074948695813155553e-12 1.702504977274532649e-11 2.050516527407619805e-11
3.680930000000000177e+02 3.772343750000000000e+03 8.396740767968591257e-12 1.686624971630745762e-11 2.053095540799354524e-11
3.689680000000000177e+02 3.771406250000000000e+03 8.510353012580740284e-12 1.697129936584218513e-11 2.064163076576086553e-11
3.698589999999999804e+02 3.769687500000000000e+03 8.445872473616944376e-12 1.669200021259253930e-11 2.051315194095959527e-11
3.707339999999999804e+02 3.772343750000000000e+03 8.080472922722403695e-12 1.684277023406011153e-11 2.054017199382141001e-11
3.716250000000000000e+02 3.772500000000000000e+03 8.066967233100186263e-12 1.675540088619253964e-11 2.052911660110900982e-11
3.725000000000000000e+02 3.770781250000000000e+03 8.264089065845858784e-12 1.698427162799553969e-11 2.077353393470371401e-11
3.733750000000000000e+02 3.772343750000000000e+03 8.635632139930571327e-12 1.662650399303355897e-11 2.031846565997419418e-11
3.742500000000000000e+02 3.770937500000000000e+03 8.212507063287688425e-12 1.680208056020759955e-11 2.037592837511592592e-11
3.751399999999999864e+02 3.770468750000000000e+03 8.104423382393477482e-12 1.673031678472991501e-11 2.026259889043036111e-11
3.760149999999999864e+02 3.771875000000000000e+03 8.143114654801664187e-12 1.674947507079860287e-11 2.045626168456493588e-11
3.768899999999999864e+02 3.771406250000000000e+03 8.432360712462561025e-12 1.724193704477627875e-11 2.064457112205264622e-11
3.777810000000000059e+02 3.770312500000000000e+03 8.246896221475452649e-12 1.685366950165967381e-11 2.039155823363447695e-11
3.786560000000000059e+02 3.771562500000000000e+03 8.316290364684952863e-12 1.659266647691115537e-11 2.058929762793759721e-11
3.795620000000000118e+02 3.771406250000000000e+03 8.170132972940002958e-12 1.653876167961865207e-11 2.079116392939006630e-11
3.804370000000000118e+02 3.772343750000000000e+03 8.068192815235963877e-12 1.664978051263421577e-11 2.081525576902443220e-11
3.813279999999999745e+02 3.770625000000000000e+03 8.196538066329583927e-12 1.669570558193722576e-11 2.060085262101107872e-11
3.822029999999999745e+02 3.771250000000000000e+03 8.049770051921090186e-12 1.689282221051247035e-11 2.085029891796263968e-11
3.830930000000000177e+02 3.772343750000000000e+03 8.137583488998512138e-12 1.672907992689154355e-11 2.054876581392139911e-11
3.839680000000000177e+02 3.770781250000000000e+03 8.243211668812477910e-12 1.686747963525192517e-11 2.038891104561013634e-11
3.848589999999999804e+02 3.772031250000000000e+03 8.353135891314700245e-12 1.652695862108810587e-11 2.039094414152398116e-11
3.857500000000000000e+02 3.771562500000000000e+03 8.289887006018847870e-12 1.662403374680376800e-11 2.068203247551636537e-11
3.866399999999999864e+02 3.772656250000000000e+03 8.179961048793149558e-12 1.666295920688121157e-11 2.031784983314022242e-11
3.875149999999999864e+02 3.771562500000000000e+03 8.089077151163248658e-12 1.677260760835075359e-11 2.033082036057010100e-11
3.883899999999999864e+02 3.772656250000000000e+03 8.140658286359681028e-12 1.657953808964496289e-11 2.046217882634149277e-11
