Start time (s) =
1553526847
'Reltime', 'DEFAU[mV]', '2.00[A]', '28.00[A]', '18.00[A]'
5.996800000000000352e+01 1.683906250000000000e+03 8.919963725984025871e-12 7.492157935717891348e-12 7.196087042221632757e-12
6.085900000000000176e+01 1.682500000000000000e+03 9.606534318029602559e-12 8.033959782161037566e-12 6.932699206374515200e-12
6.173400000000000176e+01 1.683125000000000000e+03 8.923645676561786644e-12 7.163955192956983353e-12 7.083770202365169411e-12
6.262500000000000000e+01 1.684375000000000000e+03 9.200612494097981653e-12 7.549266767270523815e-12 7.577950419945800320e-12
6.350000000000000000e+01 1.682968750000000000e+03 9.459153946234089005e-12 7.707709470672341467e-12 7.357353441761471657e-12
6.439000000000000057e+01 1.682656250000000000e+03 9.254042844519805300e-12 7.715692668108786734e-12 7.400610506358429319e-12
6.528100000000000591e+01 1.683125000000000000e+03 9.242985717083929131e-12 7.706471745472232016e-12 7.352415551387103676e-12
6.617100000000000648e+01 1.684062500000000000e+03 9.141658784128647852e-12 7.708942859063760977e-12 7.254167752601681229e-12
6.704600000000000648e+01 1.683593750000000000e+03 8.980147354897827228e-12 7.775677671184588746e-12 7.156538816416313509e-12
6.793699999999999761e+01 1.684531250000000000e+03 9.279835580522366456e-12 7.755899221473239180e-12 7.425328581167622843e-12
6.881199999999999761e+01 1.684687500000000000e+03 8.939000581409395352e-12 7.547054127476915397e-12 7.465489164359961904e-12
6.970300000000000296e+01 1.682343750000000000e+03 9.384843596693670520e-12 7.419764455618427235e-12 7.323988637786271738e-12
7.057800000000000296e+01 1.682500000000000000e+03 8.746172189266765429e-12 7.461164498734351724e-12 7.386400519004965304e-12
7.146800000000000352e+01 1.682500000000000000e+03 9.147183878399633983e-12 7.548287515868334907e-12 7.335114286799448990e-12
7.235899999999999466e+01 1.682343750000000000e+03 9.112793852850131771e-12 7.954246636354689315e-12 7.545817269638543934e-12
7.325000000000000000e+01 1.683437500000000000e+03 9.149890047022157802e-12 7.316576164373422841e-12 7.412349380120364373e-12
7.412500000000000000e+01 1.683281250000000000e+03 9.070421497225922280e-12 7.290001935444934134e-12 7.139239720233003794e-12
7.501500000000000057e+01 1.682343750000000000e+03 9.175434717567654275e-12 7.564973820983755814e-12 7.547049790668225455e-12
7.590600000000000591e+01 1.682812500000000000e+03 9.160082414805259532e-12 7.647768703045176863e-12 7.712651697855399391e-12
7.678100000000000591e+01 1.682968750000000000e+03 9.293957096978555654e-12 7.786182289193366302e-12 7.737368037941116938e-12
7.765600000000000591e+01 1.682968750000000000e+03 9.268780187809966264e-12 7.587835741673654155e-12 7.513684986693025536e-12
7.854600000000000648e+01 1.683593750000000000e+03 9.144115152570631011e-12 7.273940998142602865e-12 7.091657990010435952e-12
7.943699999999999761e+01 1.684062500000000000e+03 8.919964593345763859e-12 7.658273321053954419e-12 7.356124390178742090e-12
8.031199999999999761e+01 1.685000000000000000e+03 9.440728580834001349e-12 7.455312409088143966e-12 7.152214584471572323e-12
8.118699999999999761e+01 1.684843750000000000e+03 9.232549620652452660e-12 7.656737223415976956e-12 6.963136230803135263e-12
8.207800000000000296e+01 1.688281250000000000e+03 8.964795052135432485e-12 7.675159986730850648e-12 7.402460588945558584e-12
8.295300000000000296e+01 1.698437500000000000e+03 9.002867895624433459e-12 7.813371477594088788e-12 7.428412919507909606e-12
8.382800000000000296e+01 1.707812500000000000e+03 8.958040906281716786e-12 7.659805949244979928e-12 7.537786367306509305e-12
8.470300000000000296e+01 1.719062500000000000e+03 9.078404694662367547e-12 7.423986772558954783e-12 7.039137068370893147e-12
8.559300000000000352e+01 1.732343750000000000e+03 8.954966976282285884e-12 7.561881676387827156e-12 7.456838098385265567e-12
8.646800000000000352e+01 1.747500000000000000e+03 9.240530216003683961e-12 7.809040740436312689e-12 7.573005590677528431e-12
8.734300000000000352e+01 1.761250000000000000e+03 9.275531731578467998e-12 8.012334719309510689e-12 7.739221589975198157e-12
8.823399999999999466e+01 1.777500000000000000e+03 9.656900279431113177e-12 7.849824089356527423e-12 7.926444223205209028e-12
8.910899999999999466e+01 1.787500000000000000e+03 9.617594914912430681e-12 7.870833325374082534e-12 7.888753018880922951e-12
8.998399999999999466e+01 1.803750000000000000e+03 9.566005106098618427e-12 7.797982745638698532e-12 7.869217430456210138e-12
9.087500000000000000e+01 1.814843750000000000e+03 9.803057671176063081e-12 8.224791507582818184e-12 8.227247876024801343e-12
9.176500000000000057e+01 1.828906250000000000e+03 9.908678044734386958e-12 8.254265326801402125e-12 8.905204698650415196e-12
9.264000000000000057e+01 1.847187500000000000e+03 1.062473546642461741e-11 8.323046245262144538e-12 8.752310508286509361e-12
9.353100000000000591e+01 1.860312500000000000e+03 1.051235140603345997e-11 8.391107253480356576e-12 8.692024530687625372e-12
9.440600000000000591e+01 1.878593750000000000e+03 1.106321371319163305e-11 8.531986749049647045e-12 9.073487620969711287e-12
9.528100000000000591e+01 1.892187500000000000e+03 1.135675407881731047e-11 8.822318743606505365e-12 9.328961214638553656e-12
9.617100000000000648e+01 1.909062500000000000e+03 1.212685073886943243e-11 8.929917569289180790e-12 9.199994932540533910e-12
9.706199999999999761e+01 1.927343750000000000e+03 1.184067687648449052e-11 8.919965460707501848e-12 9.073891811539613883e-12
9.795300000000000296e+01 1.947031250000000000e+03 1.242469321871553234e-11 9.115252823377328895e-12 8.798984110769403344e-12
9.884300000000000352e+01 1.959687500000000000e+03 1.318127985233674693e-11 8.756903188689157957e-12 9.062769631973388584e-12
9.971800000000000352e+01 1.975000000000000000e+03 1.447029909090735700e-11 9.008392989895419589e-12 9.063666484010468594e-12
1.006089999999999947e+02 1.992812500000000000e+03 1.492109560907728394e-11 9.238687072310458603e-12 9.080859328380874729e-12
1.014839999999999947e+02 1.998906250000000000e+03 1.671672002212520880e-11 8.854532558555394672e-12 9.410638934781445641e-12
1.023750000000000000e+02 2.022968750000000000e+03 1.950110212201039417e-11 9.467138011032272260e-12 9.042377957513281217e-12
1.032500000000000000e+02 2.038750000000000000e+03 2.262201190261770023e-11 9.279218886326656701e-12 9.004093477760211073e-12
1.041400000000000006e+02 2.054687500000000000e+03 2.615560719398946077e-11 9.306239806550209437e-12 8.818632456220054650e-12
1.050310000000000059e+02 2.072812500000000000e+03 3.086522704087713009e-11 9.134288811440960387e-12 8.544344919092505819e-12
1.059210000000000065e+02 2.092968750000000000e+03 3.583706595366997760e-11 8.737568828187658454e-12 9.114637863905095116e-12
1.067960000000000065e+02 2.108281250000000000e+03 4.103674691724457091e-11 9.143711829362466403e-12 8.725288720701218637e-12
1.076710000000000065e+02 2.124218750000000000e+03 4.604112577299979137e-11 8.916891530708070945e-12 9.025695121844812263e-12
1.085460000000000065e+02 2.138750000000000000e+03 5.129547481219631777e-11 9.044625291776409171e-12 8.705640375250567331e-12
1.094369999999999976e+02 2.152031250000000000e+03 5.541922476481886406e-11 9.026205997908487433e-12 8.674317340806592114e-12
1.103280000000000030e+02 2.170312500000000000e+03 5.968848332260634493e-11 8.868379988702379535e-12 8.938383019851947608e-12
1.112030000000000030e+02 2.183125000000000000e+03 6.019024861858568443e-11 8.880046004078323563e-12 8.776678168953555570e-12
1.120930000000000035e+02 2.192656250000000000e+03 6.187476225827381882e-11 8.805738256623119042e-12 8.829072022098483075e-12
1.129680000000000035e+02 2.212656250000000000e+03 6.328966517532563785e-11 9.024364588938738052e-12 9.036643829063439881e-12
1.138589999999999947e+02 2.232968750000000000e+03 6.177958838948782727e-11 9.032345184289969353e-12 8.682136606874557572e-12
1.147500000000000000e+02 2.242812500000000000e+03 5.996425578302932990e-11 9.160394665030935357e-12 8.787803817966732822e-12
1.156250000000000000e+02 2.257812500000000000e+03 5.642943057271310181e-11 8.614747804003286547e-12 8.742482432433362760e-12
1.165000000000000000e+02 2.273906250000000000e+03 5.526814075840214002e-11 8.903383239000639549e-12 8.851795164910303271e-12
1.173750000000000000e+02 2.288437500000000000e+03 5.394592411667176179e-11 8.621585216583849132e-12 8.440343042537268303e-12
1.182650000000000006e+02 2.307968750000000000e+03 5.037614422831460104e-11 8.835832239484364692e-12 8.997269075605718314e-12
1.191400000000000006e+02 2.320468750000000000e+03 4.655760152405541419e-11 9.078403827300629558e-12 8.353140228123390187e-12
1.200150000000000006e+02 2.337187500000000000e+03 4.456234686811555434e-11 8.714851756908004177e-12 8.581590299483465856e-12
1.209060000000000059e+02 2.350312500000000000e+03 4.300129349821268931e-11 8.843811100112120016e-12 8.567467048303800681e-12
1.217960000000000065e+02 2.365156250000000000e+03 4.088996502504826935e-11 8.391107253480356576e-12 8.539400957185971919e-12
1.226869999999999976e+02 2.384062500000000000e+03 3.738093862226676833e-11 8.485785858713956742e-12 8.740028666076593566e-12
1.235619999999999976e+02 2.397031250000000000e+03 3.622825650584360346e-11 8.701293158219769452e-12 8.264093402654548726e-12
1.244530000000000030e+02 2.414531250000000000e+03 3.556134206550431998e-11 8.708706498994356338e-12 8.713622705325274609e-12
1.253280000000000030e+02 2.427656250000000000e+03 3.380496924054732233e-11 8.643614470005278605e-12 8.536934180403132899e-12
1.262030000000000030e+02 2.445781250000000000e+03 3.226683850665601483e-11 8.947597870956336408e-12 8.418297309242817050e-12
1.270930000000000035e+02 2.466093750000000000e+03 2.952276617618210253e-11 8.625804931439162715e-12 8.120466105099310994e-12
1.279680000000000035e+02 2.475156250000000000e+03 2.820182108675961530e-11 9.060913477854093401e-12 8.294799742902814188e-12
1.288429999999999893e+02 2.487187500000000000e+03 2.663215654952200140e-11 9.349843815842362460e-12 8.233390531853235217e-12
1.297340000000000089e+02 2.504843750000000000e+03 2.495993169093768671e-11 9.456368847693408242e-12 8.009236503181416111e-12
1.306250000000000000e+02 2.519843750000000000e+03 2.329569349923676924e-11 9.636630035614324186e-12 8.489973481184964754e-12
1.315149999999999864e+02 2.535156250000000000e+03 2.226951782702268900e-11 9.473277197413754180e-12 8.137768237048703668e-12
1.323899999999999864e+02 2.543906250000000000e+03 2.042103465493827485e-11 1.013467434973769343e-11 8.176696299211361207e-12
1.332810000000000059e+02 2.572343750000000000e+03 1.952013897743576365e-11 1.098215008515923685e-11 7.801013307551230014e-12
1.341560000000000059e+02 2.582812500000000000e+03 1.860388058883000184e-11 1.142737987569475422e-11 7.933699704143482023e-12
1.350459999999999923e+02 2.594218750000000000e+03 1.750093819863351996e-11 1.206973670314637204e-11 8.150482025404137687e-12
1.359209999999999923e+02 2.605000000000000000e+03 1.689911231783636225e-11 1.271951294290474266e-11 8.034417749158695443e-12
1.368120000000000118e+02 2.620781250000000000e+03 1.589872331009267725e-11 1.351904178881202512e-11 8.219950761723104904e-12
1.377030000000000030e+02 2.637343750000000000e+03 1.595706726476020521e-11 1.389352261710330438e-11 7.770732841916316858e-12
1.385929999999999893e+02 2.649531250000000000e+03 1.550200245947763733e-11 1.432852534538620048e-11 8.238913891400745371e-12
1.394840000000000089e+02 2.665000000000000000e+03 1.507458741167866378e-11 1.445952559075980304e-11 7.817694408496222991e-12
1.403590000000000089e+02 2.675937500000000000e+03 1.535769254823460273e-11 1.402936621042183418e-11 7.967226704763685774e-12
1.412340000000000089e+02 2.698437500000000000e+03 1.485288801672535186e-11 1.354851560803060906e-11 7.619347860976510844e-12
1.421709999999999923e+02 2.708906250000000000e+03 1.436221367528967008e-11 1.227792086749834866e-11 7.967842531597657540e-12
1.431090000000000089e+02 2.726093750000000000e+03 1.469751230442906120e-11 1.140035722074772551e-11 8.100073563277465638e-12
1.440000000000000000e+02 2.740000000000000000e+03 1.423202181105587272e-11 1.032689298657851751e-11 8.134061132980541231e-12
1.448750000000000000e+02 2.749687500000000000e+03 1.429712338102406832e-11 9.591799576824655560e-12 7.563122003673150573e-12
1.457500000000000000e+02 2.772500000000000000e+03 1.397594193153217645e-11 9.367652487046740362e-12 8.019129631164911842e-12
1.466399999999999864e+02 2.782968750000000000e+03 1.386110237006077384e-11 8.593159170344755182e-12 7.732887247202668846e-12
1.475310000000000059e+02 2.797968750000000000e+03 1.394154930389746028e-11 8.403497515907520921e-12 7.535930213187214122e-12
1.484209999999999923e+02 2.806562500000000000e+03 1.322181079899120704e-11 8.630101841489157266e-12 7.812133752393979336e-12
1.493120000000000118e+02 2.824843750000000000e+03 1.260401678859768282e-11 8.397358329526039000e-12 7.611315223921000239e-12
1.502030000000000030e+02 2.833906250000000000e+03 1.283737699475651084e-11 8.636856854704610953e-12 7.713269259412847134e-12
1.510780000000000030e+02 2.842812500000000000e+03 1.208140618796926802e-11 8.291008504746066876e-12 7.407407152937306449e-12
1.520149999999999864e+02 2.869843750000000000e+03 1.223186395921116443e-11 8.094599643349020823e-12 7.573001253868838489e-12
1.528899999999999864e+02 2.883750000000000000e+03 1.184313151020299770e-11 8.360508466087601676e-12 7.338202094586687707e-12
1.537810000000000059e+02 2.895000000000000000e+03 1.160670171085342872e-11 8.191625329445617609e-12 7.489587942888231709e-12
1.546560000000000059e+02 2.918437500000000000e+03 1.234731848015480082e-11 8.584510706455272810e-12 7.813333313677617298e-12
1.555310000000000059e+02 2.930625000000000000e+03 1.206973930523158600e-11 8.223656998429529352e-12 7.612551214397633714e-12
1.564060000000000059e+02 2.946093750000000000e+03 1.182532370636035779e-11 8.441569492034783906e-12 7.577946083137110378e-12
1.572959999999999923e+02 2.954687500000000000e+03 1.175162397948348314e-11 8.311399311844436255e-12 7.705854183914784272e-12
1.581709999999999923e+02 2.968281250000000000e+03 1.160116881032680070e-11 8.530136666462517780e-12 7.885660006923256304e-12
1.590459999999999923e+02 2.988593750000000000e+03 1.157660339118349313e-11 8.307082452474467971e-12 7.679904455437647215e-12
1.599370000000000118e+02 3.007500000000000000e+03 1.162511926999787448e-11 8.431886265591881369e-12 7.752194719490290709e-12
1.608280000000000030e+02 3.021875000000000000e+03 1.141939581089657096e-11 8.158159044147073047e-12 7.605753700457018596e-12
1.617030000000000030e+02 3.035000000000000000e+03 1.125542627850029120e-11 8.576675827876023561e-12 7.601426432746194450e-12
1.625780000000000030e+02 3.048125000000000000e+03 1.127323668442814508e-11 8.324888521593631907e-12 7.482173734751906835e-12
1.634679999999999893e+02 3.061250000000000000e+03 1.128552286344675082e-11 8.310153780388684908e-12 7.787416544946523800e-12
1.643429999999999893e+02 3.075156250000000000e+03 1.119585760905872363e-11 8.208823377986451675e-12 7.662261450325225098e-12
1.652340000000000089e+02 3.080781250000000000e+03 1.127691863500590586e-11 8.432509031319757042e-12 7.678050903403565997e-12
1.661250000000000000e+02 3.122968750000000000e+03 1.086362510366312151e-11 8.617819131917503483e-12 7.768260860963049907e-12
1.670000000000000000e+02 3.127812500000000000e+03 1.118419419576799356e-11 8.345153561239992968e-12 7.747254227030708762e-12
1.678750000000000000e+02 3.137968750000000000e+03 1.106873360329219125e-11 8.651246385937838568e-12 7.917793157230512691e-12
1.687649999999999864e+02 3.149843750000000000e+03 1.109330075715897479e-11 8.499914314064049847e-12 7.956726423563598161e-12
1.696399999999999864e+02 3.165156250000000000e+03 1.108900211238550426e-11 8.486397348739238566e-12 7.559412297519774171e-12
1.705149999999999864e+02 3.179218750000000000e+03 1.118848937109451214e-11 8.375243207292548675e-12 7.887519630489503442e-12
1.714060000000000059e+02 3.199218750000000000e+03 1.100302748219261773e-11 8.399756584731576936e-12 7.489586208164755732e-12
1.722959999999999923e+02 3.212968750000000000e+03 1.122288199872922831e-11 8.349706343002694098e-12 7.830671007458267496e-12
1.731709999999999923e+02 3.226718750000000000e+03 1.095082791807699962e-11 8.521405803207926510e-12 7.442011416836091797e-12
1.740459999999999923e+02 3.240000000000000000e+03 1.119278541378276870e-11 8.339202592355654531e-12 7.887026969022326028e-12
1.749209999999999923e+02 3.252656250000000000e+03 1.096802249717088173e-11 8.372174481463545703e-12 7.674340329888451606e-12
1.758120000000000118e+02 3.272187500000000000e+03 1.119769988539021099e-11 8.346383480184460524e-12 7.499471529892609567e-12
1.767030000000000030e+02 3.285468750000000000e+03 1.113813121594864342e-11 8.437273449346527343e-12 7.852916233952456082e-12
1.775780000000000030e+02 3.291875000000000000e+03 1.139974486336070569e-11 8.302129816950554186e-12 7.334943416537065275e-12
1.784530000000000030e+02 3.317812500000000000e+03 1.099258878367592729e-11 8.534301737528338094e-12 7.871450886931530277e-12
1.793429999999999893e+02 3.330000000000000000e+03 1.126402443540897025e-11 8.569306722550074085e-12 7.659510178892325882e-12
1.802179999999999893e+02 3.340000000000000000e+03 1.110680991622814417e-11 8.525806796666479670e-12 7.684844947897229162e-12
1.811090000000000089e+02 3.354531250000000000e+03 1.090108558976510267e-11 8.562884776242007945e-12 7.965374020091342544e-12
1.819840000000000089e+02 3.367812500000000000e+03 1.070579996181875160e-11 8.670395998389146541e-12 8.063617482068075049e-12
1.828750000000000000e+02 3.388281250000000000e+03 1.092565014154667224e-11 8.652824984300977462e-12 7.932008348754404636e-12
1.837500000000000000e+02 3.397968750000000000e+03 1.084704288195625921e-11 8.529517370181594060e-12 7.696582954297426227e-12
1.846399999999999864e+02 3.414218750000000000e+03 1.095021642805171780e-11 8.807579665592868423e-12 7.744783980800917789e-12
1.855149999999999864e+02 3.426562500000000000e+03 1.068921427066493735e-11 8.784858257504524204e-12 8.131588284665536293e-12
1.863899999999999864e+02 3.442500000000000000e+03 1.100487062588584308e-11 8.843815436920809958e-12 7.997504568313384965e-12
1.872810000000000059e+02 3.456093750000000000e+03 1.096065425920667025e-11 8.658350078571963593e-12 7.820778746836509754e-12
1.881560000000000059e+02 3.475937500000000000e+03 1.055043032105462686e-11 8.604899778830166213e-12 7.244279828788613429e-12
1.890310000000000059e+02 3.488125000000000000e+03 1.078440548668568866e-11 8.755996795672960076e-12 7.858477757416437726e-12
1.899209999999999923e+02 3.500625000000000000e+03 1.085994315308536073e-11 8.853022481769556862e-12 7.960431792908284621e-12
1.907959999999999923e+02 3.520937500000000000e+03 1.066280917727535638e-11 8.848114949056018474e-12 7.983907805708678751e-12
1.916870000000000118e+02 3.532812500000000000e+03 1.085993968363840878e-11 8.900927737920394378e-12 7.791746414742561910e-12
1.925620000000000118e+02 3.547968750000000000e+03 1.082247833017468963e-11 8.811265085617581150e-12 7.839935298181721635e-12
1.934370000000000118e+02 3.568437500000000000e+03 1.054736072786388590e-11 9.080248705717330893e-12 7.948688582337659625e-12
1.943280000000000030e+02 3.581250000000000000e+03 1.072299280618915773e-11 9.313609779237896902e-12 7.997504568313384965e-12
1.952030000000000030e+02 3.593593750000000000e+03 1.092933469420964698e-11 8.892944540483949112e-12 7.618731166780801090e-12
1.960780000000000030e+02 3.611093750000000000e+03 1.090047323237808286e-11 9.121389407673596850e-12 7.786801585474290022e-12
1.969679999999999893e+02 3.620937500000000000e+03 1.057929265024792898e-11 9.298871568585997949e-12 7.550141067902416125e-12
1.978429999999999893e+02 3.640625000000000000e+03 1.078502304824313640e-11 8.983831040199063978e-12 7.844041388649358737e-12
1.987179999999999893e+02 3.655468750000000000e+03 1.045523997239561353e-11 9.102971848529151089e-12 7.883189760693465331e-12
1.996090000000000089e+02 3.673593750000000000e+03 1.079238781676039594e-11 8.998570118212700919e-12 7.948069286056735905e-12
2.005000000000000000e+02 3.685468750000000000e+03 1.050068452329577795e-11 9.253699369271561892e-12 7.749725340622237724e-12
2.013899999999999864e+02 3.697343750000000000e+03 1.041778122101710835e-11 8.931630608721707887e-12 7.863421719322971626e-12
2.022649999999999864e+02 3.709531250000000000e+03 1.045278620603884434e-11 8.949441882011299754e-12 7.761465949107648754e-12
2.031560000000000059e+02 3.735312500000000000e+03 1.037356311961445954e-11 8.813106494587330531e-12 7.561265849553855389e-12
