Start time (s) =
1552315510
'Reltime', '44.00[A]', '28.00[A]'
7.312000000000000277e+00 5.701997467938424435e-12 5.872539433904311323e-12
7.592999999999999972e+00 5.372039185019827912e-12 5.716828486296288148e-12
7.858999999999999986e+00 5.878100523687423973e-12 5.729803784215725670e-12
8.125000000000000000e+00 5.670485348635567746e-12 6.076447071207136119e-12
8.406000000000000583e+00 5.611167346736278816e-12 5.993030724460446379e-12
8.670999999999999375e+00 5.828050281958541134e-12 5.766878294344301992e-12
8.936999999999999389e+00 5.520066174991011820e-12 6.031958352942234924e-12
9.202999999999999403e+00 5.553702463190202110e-12 6.048641188610703878e-12
9.483999999999999986e+00 5.670485348635567746e-12 5.933710987837681472e-12
9.750000000000000000e+00 5.902198001173086794e-12 5.939272944982532110e-12
1.001500000000000057e+01 5.933711855199419460e-12 5.829904701354360341e-12
1.028100000000000058e+01 5.696437679197918769e-12 5.874392552257523548e-12
1.056199999999999939e+01 5.696435944474442792e-12 6.080154608956167550e-12
1.082799999999999940e+01 5.579654360071684138e-12 5.887368717538699059e-12
1.109299999999999997e+01 5.738465692212146863e-12 5.709413844479094280e-12
1.137500000000000000e+01 5.661217154784292660e-12 6.096837878305505498e-12
1.165600000000000058e+01 5.746487487245932613e-12 5.789123520838490577e-12
1.192099999999999937e+01 5.778000473910527290e-12 5.655656065001180011e-12
1.218699999999999939e+01 5.559262251930707777e-12 6.150595224102550773e-12
1.245299999999999940e+01 5.800244399362108894e-12 6.245134617777203800e-12
1.273399999999999999e+01 5.681607961882662039e-12 5.846587537022829295e-12
1.300000000000000000e+01 5.759463652527108124e-12 5.994883842813658603e-12
1.326500000000000057e+01 5.500046165035632484e-12 5.942980916412432535e-12
1.356199999999999939e+01 5.705705873049193855e-12 5.998591380562690034e-12
1.382799999999999940e+01 5.499944683712287841e-12 5.787268667761802377e-12
1.409299999999999997e+01 5.868833197197886875e-12 5.790975771829964813e-12
1.437500000000000000e+01 5.509145657028868825e-12 6.073345819312958582e-12
1.464000000000000057e+01 5.253401446497774074e-12 5.887369151219568053e-12
1.490600000000000058e+01 5.822488758494559491e-12 5.994883409132789609e-12
1.517099999999999937e+01 5.373893170734778124e-12 6.365625474652469862e-12
1.545299999999999940e+01 5.251547027101954868e-12 5.696437679197918769e-12
1.571799999999999997e+01 5.538872745874945380e-12 5.852149060486810939e-12
1.598399999999999999e+01 5.551848477475251897e-12 5.813220564643284405e-12
1.625000000000000000e+01 5.544433401977189035e-12 5.985614781600645529e-12
1.653099999999999881e+01 5.414673917569778894e-12 5.559263552973314759e-12
1.679599999999999937e+01 5.625996196689797557e-12 5.664924258852455097e-12
1.706200000000000117e+01 5.711266095470568516e-12 5.671126328959941176e-12
1.734299999999999997e+01 5.275646672991962660e-12 5.768731412697514216e-12
1.762500000000000000e+01 5.601899152885003730e-12 5.598191181455103305e-12
1.789000000000000057e+01 5.537018760159995168e-12 5.857709716589054594e-12
1.817099999999999937e+01 5.501797368384631071e-12 5.930003883769519035e-12
1.843700000000000117e+01 5.462871040945449508e-12 6.122789775186987526e-12
1.871799999999999997e+01 5.312719882077931999e-12 5.645645843183055845e-12
1.900000000000000000e+01 5.553702029509333116e-12 5.770585398412464428e-12
1.926500000000000057e+01 5.448041323630192778e-12 5.807659041179302761e-12
1.953099999999999881e+01 5.342380184070183446e-12 5.952248676582838627e-12
1.981200000000000117e+01 5.327550466754926717e-12 5.826197163605328910e-12
2.007799999999999940e+01 5.422088125706103767e-12 5.785415115727721158e-12
2.034299999999999997e+01 5.448041323630192778e-12 5.572845570428475170e-12
2.060900000000000176e+01 5.462870607264580514e-12 5.872539433904311323e-12
2.089000000000000057e+01 5.359063019738652400e-12 5.750195024994964044e-12
2.115599999999999881e+01 5.748341472960882825e-12 5.820636073822216261e-12
2.142099999999999937e+01 5.325696481039976504e-12 5.942306542661146551e-12
2.171799999999999997e+01 5.385015350301003423e-12 5.485484896178283165e-12
2.198400000000000176e+01 5.275645805630224672e-12 5.701997901619293430e-12
2.225000000000000000e+01 5.223405475512921115e-12 5.592629657991121661e-12
2.253099999999999881e+01 5.472139234796724594e-12 5.789123087157621583e-12
2.279599999999999937e+01 5.403552171684422589e-12 5.883661613470536622e-12
2.306200000000000117e+01 5.218180922084147966e-12 5.616727569157653477e-12
2.334299999999999997e+01 5.468432564409431151e-12 5.676046438418680395e-12
2.360900000000000176e+01 5.480026155080253147e-12 5.689326180308151848e-12
2.389000000000000057e+01 5.331257570823089154e-12 5.653801645605360804e-12
2.417099999999999937e+01 5.341705376638028469e-12 5.855856598235842370e-12
2.445299999999999940e+01 5.390575572722378084e-12 5.915174166454262306e-12
2.471799999999999997e+01 5.605605823272297172e-12 5.824343177890378698e-12
2.498400000000000176e+01 5.435065592029886261e-12 5.785415983089459147e-12
2.526500000000000057e+01 5.546286954011270254e-12 5.957810633727689265e-12
2.553099999999999881e+01 5.396305798044398472e-12 5.918882571565031725e-12
2.581200000000000117e+01 5.370186066666615687e-12 6.002298918311721465e-12
2.607799999999999940e+01 5.399844200254522164e-12 5.761317204561189342e-12
2.634299999999999997e+01 5.303452989269263895e-12 5.729804651577463659e-12
2.660900000000000176e+01 5.429504502246773612e-12 5.525896580593769869e-12
2.689000000000000057e+01 5.207058308837053673e-12 5.872539867585180318e-12
2.715599999999999881e+01 5.238571729182517345e-12 5.457309083800598870e-12
2.742099999999999937e+01 5.334965542252989579e-12 5.669305736671903517e-12
2.771799999999999997e+01 5.344233302423395671e-12 5.446186036872635583e-12
2.798400000000000176e+01 5.227449549616292046e-12 5.973245769536061900e-12
2.825000000000000000e+01 5.498091999039944611e-12 5.965223974502276150e-12
2.853099999999999881e+01 5.155155816116696599e-12 5.713120514866387722e-12
2.879599999999999937e+01 1.131316654939817923e-11 8.295334037733415045e-12
2.907799999999999940e+01 1.163571149154218887e-11 8.182257822675342851e-12
2.934299999999999997e+01 1.143921762869481995e-11 8.330553261104434171e-12
2.960900000000000176e+01 1.132984678298143422e-11 8.662367698142325878e-12
2.989000000000000057e+01 1.179142287283108104e-11 8.551144167756596914e-12
3.017099999999999937e+01 1.163385533742289368e-11 8.714268022458337981e-12
3.043700000000000117e+01 1.168946883733923414e-11 8.454753390452207640e-12
3.070299999999999940e+01 1.158195154365992963e-11 8.777295730511003313e-12
3.096799999999999997e+01 1.161717336911616272e-11 8.382458789590874204e-12
3.125000000000000000e+01 1.182293585949567571e-11 8.690171846015282142e-12
3.153099999999999881e+01 1.169688131075208304e-11 8.484411090359245122e-12
3.179599999999999937e+01 1.178215251057546098e-11 8.714270624543551946e-12
3.206199999999999761e+01 1.215660211384417266e-11 8.636411030771284913e-12
3.234300000000000352e+01 1.197864550606109191e-11 8.564119899356903431e-12
3.260900000000000176e+01 1.198049819073343514e-11 8.918176960803769759e-12
3.289000000000000057e+01 1.161346366296278632e-11 8.671634590950993982e-12
3.315599999999999881e+01 1.204352503142436248e-11 8.812517555967236405e-12
3.342099999999999937e+01 1.198606058155915477e-11 8.717976861249976395e-12
3.368699999999999761e+01 1.211767405168151512e-11 8.527047123951803087e-12
3.396800000000000352e+01 1.140955906142604448e-11 8.464020283260875743e-12
3.423400000000000176e+01 1.158936661915799249e-11 8.521248810733350609e-12
3.450000000000000000e+01 1.153190216929278478e-11 8.317575794780651677e-12
3.476500000000000057e+01 1.140585108999614405e-11 8.599339990089660546e-12
3.504599999999999937e+01 1.127794645866542211e-11 8.504869551673177597e-12
3.531199999999999761e+01 1.185549314969280843e-11 8.775443913200398072e-12
3.557800000000000296e+01 1.136321418904184810e-11 8.582656287059453604e-12
3.585900000000000176e+01 1.167834579041127085e-11 8.729100775539677670e-12
3.612500000000000000e+01 1.186556842364128173e-11 8.525192704555983880e-12
3.639000000000000057e+01 1.179698092684811073e-11 8.745782743846408636e-12
3.665599999999999881e+01 1.156897667942136110e-11 8.564119031995165443e-12
3.693699999999999761e+01 1.176176517292404355e-11 8.947837262796021207e-12
3.720300000000000296e+01 1.170614993828422712e-11 8.760612027480796371e-12
3.746800000000000352e+01 1.173395755560413534e-11 8.701293158219769452e-12
3.775000000000000000e+01 1.183590898901076827e-11 8.647536679784462166e-12
3.801500000000000057e+01 1.181737433603169407e-11 8.556706558582316546e-12
3.829599999999999937e+01 1.174322444841280344e-11 8.823639735533461703e-12
3.856199999999999761e+01 1.173024784945075893e-11 8.545582644292615271e-12
3.882800000000000296e+01 1.216031008527407309e-11 8.729101642901415659e-12
3.910900000000000176e+01 1.194157099593251559e-11 9.014569472831635011e-12
3.937500000000000000e+01 1.182108057273811852e-11 8.907057383322758426e-12
3.964000000000000057e+01 1.187669147056924501e-11 9.020132731019092631e-12
3.990599999999999881e+01 1.169132152201157737e-11 8.528899808624146317e-12
4.018699999999999761e+01 1.150965867752207217e-11 8.584511573817010799e-12
4.045300000000000296e+01 1.188039944199914544e-11 8.849591198734074737e-12
4.073400000000000176e+01 1.208245482831049600e-11 8.663209906389912618e-12
4.100000000000000000e+01 1.170244283421606468e-11 9.059059058458274194e-12
4.126500000000000057e+01 1.154487963561656727e-11 8.940422187297958345e-12
4.154599999999999937e+01 1.174507973517036064e-11 8.899640573101219587e-12
4.181199999999999761e+01 1.198606144892089276e-11 8.675341695019156418e-12
4.209300000000000352e+01 1.188040030936088343e-11 9.029398756466022746e-12
4.235900000000000176e+01 1.218626068111294813e-11 8.895934336394795139e-12
4.262500000000000000e+01 1.166537092617270233e-11 8.421385117030055767e-12
4.290599999999999881e+01 1.172283537603791004e-11 8.706854681683751096e-12
4.318699999999999761e+01 1.226040709928488681e-11 8.677196981776713613e-12
4.345300000000000296e+01 1.182293412477219974e-11 8.927447323059389817e-12
4.371800000000000352e+01 1.182849738295965736e-11 8.636414500218236867e-12
4.398400000000000176e+01 1.168020020980709006e-11 8.723536649990482061e-12
4.426500000000000057e+01 1.198420529480159757e-11 8.940422187297958345e-12
4.453099999999999881e+01 1.212508825981784000e-11 8.816223792673660853e-12
4.479599999999999937e+01 1.171912827196974760e-11 8.232307197042487701e-12
4.507800000000000296e+01 1.215660124648243468e-11 9.009010551452867333e-12
4.534300000000000352e+01 1.199903631315946129e-11 8.927108184619836351e-12
4.560900000000000176e+01 1.215660037912069669e-11 9.144330258281652135e-12
4.587500000000000000e+01 1.243280218360398592e-11 8.845881492580698335e-12
4.615599999999999881e+01 1.256893200629605190e-11 8.660514146108244660e-12
4.642099999999999937e+01 1.213065065064355963e-11 8.918177828165507748e-12
4.668699999999999761e+01 1.237533773373877821e-11 8.964519231102752173e-12
4.695300000000000296e+01 1.224928405235692352e-11 8.895932601671319162e-12
4.723400000000000176e+01 1.204723300285426291e-11 9.242576322343598605e-12
4.751500000000000057e+01 1.187298523386282056e-11 8.873689977262344541e-12
4.778099999999999881e+01 1.231045907573724563e-11 8.958957707638770529e-12
4.804599999999999937e+01 1.204167061202854327e-11 9.268526918182473651e-12
4.831199999999999761e+01 1.266822497597575037e-11 8.855151854836318392e-12
4.859300000000000352e+01 1.239202143676898515e-11 9.060911743130617424e-12
4.885900000000000176e+01 1.222333519124152446e-11 9.125794737940839951e-12
4.912500000000000000e+01 1.223631179020356896e-11 9.127645687889707204e-12
4.940599999999999881e+01 1.216031008527407309e-11 9.103548644084913377e-12
4.967099999999999937e+01 1.216957611072100320e-11 8.912615437339788116e-12
4.993699999999999761e+01 1.232158125530347093e-11 8.890371078207337519e-12
5.020300000000000296e+01 1.244577964992776842e-11 8.886663974139175082e-12
5.048400000000000176e+01 1.204352589878610047e-11 9.251844949875742685e-12
5.075000000000000000e+01 1.246802487642195700e-11 8.964520965826228149e-12
5.101500000000000057e+01 1.258109935675655322e-11 8.757848612983565317e-12
5.129599999999999937e+01 1.218996691781937258e-11 8.912617172063264093e-12
5.156199999999999761e+01 1.247358553252420066e-11 9.047229111713850358e-12
5.182800000000000296e+01 1.262558980974493039e-11 9.159159541916039871e-12
5.209300000000000352e+01 1.253475708645757081e-11 9.034962882015218355e-12
5.237500000000000000e+01 1.293886525699505796e-11 9.332969293229798069e-12
5.264000000000000057e+01 1.281837396643892291e-11 9.281506119229732121e-12
5.290599999999999881e+01 1.263671025458767971e-11 9.169169763734164036e-12
5.318699999999999761e+01 1.250139054775889491e-11 9.411264302594535280e-12
5.345300000000000296e+01 1.247914879071165828e-11 9.190672528580634548e-12
5.373400000000000176e+01 1.250324409979297613e-11 9.083628814410271701e-12
5.400000000000000000e+01 1.238460809599439827e-11 8.912616304701526104e-12
5.426500000000000057e+01 1.260705168731890424e-11 9.338429335370435069e-12
5.453099999999999881e+01 1.272012790237697644e-11 9.274730289332566713e-12
5.481199999999999761e+01 1.230489755227326398e-11 9.110962852221238251e-12
5.507800000000000296e+01 1.267378649943973201e-11 8.868125851713148933e-12
5.534300000000000352e+01 1.268676136367830054e-11 9.270382204940030846e-12
5.562500000000000000e+01 1.299632883949852769e-11 9.516924574792806624e-12
5.589000000000000057e+01 1.259036885165043529e-11 9.455753888221174464e-12
5.615599999999999881e+01 1.242697264536296586e-11 8.992326848422660390e-12
5.642099999999999937e+01 1.238831433270082272e-11 9.214770439747166364e-12
5.670300000000000296e+01 1.307418496382384276e-11 9.065428095700323041e-12
5.696800000000000352e+01 1.265710106168604909e-11 9.186965424512472111e-12
5.723400000000000176e+01 1.289437567136841878e-11 9.398288570994228763e-12
5.751500000000000057e+01 1.265710279640952507e-11 8.851443883406417967e-12
5.778099999999999881e+01 1.264783330151564300e-11 9.129501842009002388e-12
5.804599999999999937e+01 1.276461488591840165e-11 9.261112710046148777e-12
5.831199999999999761e+01 1.302784356088659834e-11 9.023835498278565126e-12
5.859300000000000352e+01 1.298706194668985958e-11 9.242576322343598605e-12
5.887500000000000000e+01 1.276832198998656409e-11 9.277797280438093708e-12
5.914000000000000057e+01 1.291662089786260736e-11 9.053500137079506516e-12
5.940599999999999881e+01 1.292588952539475144e-11 9.272234889612374076e-12
5.967099999999999937e+01 1.293330373353107632e-11 9.377896029172383408e-12
5.995300000000000296e+01 1.256997804455206591e-11 9.134587183878828398e-12
6.021800000000000352e+01 1.290920582236454450e-11 9.133206343991950860e-12
6.048400000000000176e+01 1.268305425961013810e-11 8.957106757689903276e-12
6.075000000000000000e+01 1.296296403552332777e-11 9.490973978953931578e-12
6.103099999999999881e+01 1.277573793284636494e-11 9.281504384506256145e-12
6.129599999999999937e+01 1.294628206721659680e-11 9.650389862225772220e-12
6.156199999999999761e+01 1.303155153231649876e-11 9.153599753175534204e-12
6.184300000000000352e+01 1.284432716436301192e-11 9.261112710046148777e-12
6.210900000000000176e+01 1.276461662064187763e-11 9.099841540016750940e-12
6.237500000000000000e+01 1.265895548108186830e-11 9.146182942953995365e-12
6.264000000000000057e+01 1.286657152349546251e-11 9.220331963211148008e-12
6.292099999999999937e+01 1.308530714339006806e-11 9.316722740515537282e-12
6.318699999999999761e+01 1.295740251205934612e-11 9.442775554535653981e-12
6.345300000000000296e+01 1.307418756590905673e-11 9.587363888896582864e-12
6.371800000000000352e+01 1.307418496382384276e-11 9.453899468825355257e-12
6.400000000000000000e+01 1.312794317698262603e-11 9.618877742922915530e-12
6.426500000000000057e+01 1.268490781164421932e-11 9.563266845091789037e-12
6.453100000000000591e+01 1.315018927083855260e-11 9.229599723381554099e-12
6.481199999999999761e+01 1.289993892955587640e-11 9.338967967009725868e-12
6.507800000000000296e+01 1.301301427725221060e-11 9.448336210637897636e-12
6.534300000000000352e+01 1.337263199480132059e-11 9.802395006808239941e-12
6.560899999999999466e+01 1.352834424345195075e-11 9.452044182067798062e-12
6.589000000000000057e+01 1.304081929248690486e-11 9.261988745401517065e-12
6.615600000000000591e+01 1.325955577974324839e-11 9.285211488574418581e-12
6.642100000000000648e+01 1.320765285334202233e-11 9.683759870371400069e-12
6.670300000000000296e+01 1.336336510199265248e-11 9.073887474730923941e-12
6.696800000000000352e+01 1.309272395361160690e-11 9.312948849593549738e-12
6.723399999999999466e+01 1.305379589144894936e-11 9.374188057742482982e-12
6.751500000000000057e+01 1.333926632346438268e-11 9.615168904131277117e-12
6.778100000000000591e+01 1.338560859376336509e-11 9.680051898941499644e-12
6.806199999999999761e+01 1.325399599100274273e-11 9.668925382566584403e-12
6.832800000000000296e+01 1.320023777784395946e-11 9.342677673163102270e-12
6.859300000000000352e+01 1.327623861541171735e-11 9.455751286135960498e-12
6.885899999999999466e+01 1.305564684139781662e-11 9.474290275923724636e-12
6.914000000000000057e+01 1.335780097644345688e-11 9.416825826058516924e-12
6.940600000000000591e+01 1.324102025940243621e-11 9.542876037993419658e-12
6.967100000000000648e+01 1.333370393263866305e-11 9.557705321627807393e-12
6.993699999999999761e+01 1.368034505122572853e-11 9.544729590027500876e-12
7.021800000000000352e+01 1.342268310389194141e-11 9.379751315929940603e-12
7.048399999999999466e+01 1.309642932295629336e-11 9.524340517652607474e-12
7.075000000000000000e+01 1.329292231844192429e-11 9.470583171855562199e-12
7.103100000000000591e+01 1.366922460638297920e-11 9.513217470724644187e-12
7.129600000000000648e+01 1.322433568901049128e-11 9.329698472115843799e-12
7.156199999999999761e+01 1.325214157160692352e-11 9.757907155905076735e-12
7.182800000000000296e+01 1.311125773922894311e-11 9.511329224221043432e-12
7.210899999999999466e+01 1.311682186477813872e-11 9.683759003009662081e-12
7.237500000000000000e+01 1.350239278025133771e-11 9.665221747945373920e-12
7.264000000000000057e+01 1.339672990596785240e-11 9.555853504317202152e-12
7.292100000000000648e+01 1.322804366044039170e-11 9.600340487858627370e-12
7.318699999999999761e+01 1.337077931012897736e-11 9.349348552289971082e-12
7.346800000000000352e+01 1.351536677712816825e-11 9.537315381891176003e-12
7.373399999999999466e+01 1.339116924986560875e-11 9.424238299471365821e-12
7.400000000000000000e+01 1.314833398408099541e-11 9.503947108469024130e-12
7.428100000000000591e+01 1.361546812794767192e-11 9.728246853912825287e-12
7.454600000000000648e+01 1.345048898648837365e-11 9.300040772208806317e-12
7.481199999999999761e+01 1.368776272880900535e-11 9.477996512630149084e-12
7.507800000000000296e+01 1.366551663495307878e-11 9.585512938947715611e-12
7.535899999999999466e+01 1.365624974214441067e-11 9.804248558842321160e-12
7.562500000000000000e+01 1.369332165018777303e-11 9.546581407338106118e-12
7.589000000000000057e+01 1.369703222370288742e-11 9.361213193503914454e-12
7.615600000000000591e+01 1.346717095479510462e-11 9.665221747945373920e-12
7.643699999999999761e+01 1.348385552518704955e-11 9.869131553652543687e-12
7.670300000000000296e+01 1.373039789503982533e-11 9.720830911053024437e-12
7.696800000000000352e+01 1.326511990529244400e-11 9.617025058250572300e-12
7.725000000000000000e+01 1.364698111461226659e-11 9.769028468109564045e-12
7.751500000000000057e+01 1.337448641419713979e-11 9.416824958696778936e-12
7.778100000000000591e+01 1.354873331582684415e-11 9.589217440930664083e-12
7.804600000000000648e+01 1.388981638039687994e-11 9.704148075384555483e-12
7.832800000000000296e+01 1.376747153780666366e-11 9.654096966293934656e-12
7.859300000000000352e+01 1.335038676830713200e-11 9.837615097540997056e-12
7.887500000000000000e+01 1.350053749349378052e-11 9.596871040906673755e-12
7.914000000000000057e+01 1.382864222437829582e-11 9.524339650290869486e-12
7.940600000000000591e+01 1.365995771357431110e-11 9.717123806984862000e-12
7.968699999999999761e+01 1.376561711841084445e-11 9.648538912276904966e-12
7.995300000000000296e+01 1.376005646230860080e-11 9.485410720766473958e-12
8.021800000000000352e+01 1.351722119652398746e-11 9.696970657002701444e-12
8.050000000000000000e+01 1.388054688550299787e-11 9.537315381891176003e-12
8.076500000000000057e+01 1.392133023442321260e-11 9.537316249252913991e-12
8.103100000000000591e+01 1.402699224134495992e-11 9.796832615982520309e-12
8.129600000000000648e+01 1.377488487858125055e-11 9.687468709163038483e-12
8.157800000000000296e+01 1.359878529227920296e-11 9.783858619105689769e-12
8.184300000000000352e+01 1.388796196100106073e-11 9.693027630541806161e-12
8.210899999999999466e+01 1.412152686453005401e-11 1.003966874912887164e-11
8.237500000000000000e+01 1.386757202126442934e-11 9.618879477646391507e-12
8.265600000000000591e+01 1.382864482646350979e-11 1.006932905112112309e-11
8.292100000000000648e+01 1.390093769260136725e-11 9.806102978238140366e-12
8.318699999999999761e+01 1.361732081262001515e-11 9.828346470008852975e-12
8.346800000000000352e+01 1.396581808532637581e-11 9.667073565255979162e-12
8.373399999999999466e+01 1.397508671285851989e-11 9.698588286644049816e-12
8.400000000000000000e+01 1.383420548256575344e-11 9.773409512248143471e-12
8.426500000000000057e+01 1.375078783477645672e-11 9.867274532171510515e-12
8.454600000000000648e+01 1.365995684621257311e-11 9.735661929410888149e-12
8.482800000000000296e+01 1.445704753827437017e-11 9.971081252335700640e-12
8.509300000000000352e+01 1.376191088170442001e-11 9.956252836063050893e-12
8.535899999999999466e+01 1.406035617795842185e-11 9.876544027065392584e-12
8.562500000000000000e+01 1.394357372619392521e-11 9.716990233277211786e-12
8.590600000000000591e+01 1.365624974214441067e-11 9.982202564540187950e-12
8.617100000000000648e+01 1.443480491386539555e-11 9.748636793649456678e-12
8.643699999999999761e+01 1.399547925468036524e-11 9.952547466718364433e-12
8.671800000000000352e+01 1.419011956549365294e-11 1.015274756627215780e-11
8.698399999999999466e+01 1.398435447302892598e-11 9.815369871046808470e-12
8.725000000000000000e+01 1.419382406747660141e-11 9.956252836063050893e-12
8.751500000000000057e+01 1.407225464628014677e-11 9.655951385689753863e-12
8.779600000000000648e+01 1.421977726540069042e-11 1.003040012159672756e-11
8.806199999999999761e+01 1.432543840496069976e-11 1.003040098895846555e-11
8.832800000000000296e+01 1.383791345399565387e-11 9.793125511914357872e-12
8.859300000000000352e+01 1.432543667023722378e-11 9.685613422405481288e-12
8.887500000000000000e+01 1.376932682456422086e-11 9.505804129950057302e-12
8.914000000000000057e+01 1.426611780097619686e-11 9.579952282845471956e-12
8.940600000000000591e+01 1.436251291508927608e-11 1.006562194705296065e-11
8.968699999999999761e+01 1.420123740825118830e-11 1.002669215016682713e-11
8.995300000000000296e+01 1.428651034279804222e-11 1.038260449837125066e-11
9.023399999999999466e+01 1.328550811030559942e-11 9.952546599356626444e-12
9.050000000000000000e+01 1.405850262592434063e-11 9.602194907254446576e-12
9.076500000000000057e+01 1.451266277291418660e-11 9.869129818929067710e-12
9.104600000000000648e+01 1.436807270382978174e-11 1.006825092048080350e-11
9.131199999999999761e+01 1.401957716584689706e-11 9.770884622228859229e-12
9.157800000000000296e+01 1.410113865951689860e-11 1.026026139050451036e-11
9.184300000000000352e+01 1.439773127109855722e-11 9.961812624803556560e-12
9.212500000000000000e+01 1.420865508583446513e-11 1.012864878774388799e-11
9.239000000000000057e+01 1.431431535803273647e-11 9.867273664809772526e-12
9.265600000000000591e+01 1.424201815508618907e-11 1.008415920211724881e-11
9.292100000000000648e+01 1.456271041255785548e-11 1.036406724330696250e-11
9.320300000000000296e+01 1.415860397674384430e-11 9.802395874169977930e-12
9.346800000000000352e+01 1.451266103819071063e-11 1.004708382462693450e-11
9.373399999999999466e+01 1.461646949307837673e-11 1.031212875507447890e-11
9.401500000000000057e+01 1.419197051544252020e-11 9.798891732748504779e-12
9.428100000000000591e+01 1.417714036444639447e-11 1.034923969439605074e-11
9.454600000000000648e+01 1.464057000633012251e-11 9.707857781537931885e-12
9.481199999999999761e+01 1.446631790052999023e-11 9.885813521959274652e-12
9.509300000000000352e+01 1.468134815107990931e-11 9.793125511914357872e-12
9.535899999999999466e+01 1.401030767095301499e-11 1.009009108904335150e-11
9.562500000000000000e+01 1.455344178502571140e-11 1.013606039379499890e-11
9.590600000000000591e+01 1.427353547855947369e-11 1.014532988868888097e-11
9.617100000000000648e+01 1.417157884098241283e-11 1.014162365198245652e-11
9.645300000000000296e+01 1.452007871577398745e-11 9.852443513813646803e-12
9.673399999999999466e+01 1.453305184528908001e-11 1.004152230116295286e-11
9.700000000000000000e+01 1.431431449067099848e-11 9.731953957980987724e-12
9.726500000000000057e+01 1.441626939352458336e-11 9.756054471232733505e-12
9.753100000000000591e+01 1.454417575957878128e-11 1.002669475225204110e-11
9.781199999999999761e+01 1.468320430519920450e-11 1.016942866721715077e-11
9.807800000000000296e+01 1.426426511630385363e-11 1.001371902065173458e-11
9.834300000000000352e+01 1.494086451780951563e-11 1.031401786893981765e-11
9.862500000000000000e+01 1.462573985533399679e-11 1.027879864556879852e-11
9.889000000000000057e+01 1.407333451164394234e-11 1.028991995777328583e-11
9.915600000000000591e+01 1.454046692078714287e-11 1.023023072505013786e-11
9.942100000000000648e+01 1.463315232874684568e-11 9.939570867756319927e-12
9.970300000000000296e+01 1.449227023109234125e-11 1.011739043238479852e-11
9.996800000000000352e+01 1.449597993724571765e-11 9.806168030368489497e-12
1.002339999999999947e+02 1.450339241065856655e-11 1.018425795085153851e-11
1.005310000000000059e+02 1.438660909153233192e-11 1.013606386324195086e-11
1.007960000000000065e+02 1.441626852616284538e-11 1.006191571034653620e-11
1.010619999999999976e+02 1.461646775835490075e-11 1.024357595275082744e-11
1.013430000000000035e+02 1.455529446969805463e-11 9.891373310699780319e-12
1.016089999999999947e+02 1.450710124945020496e-11 1.029547974651379150e-11
1.018750000000000000e+02 1.478329958448654224e-11 1.034738440763849354e-11
1.021400000000000006e+02 1.451822169429295428e-11 1.010269558981979898e-11
1.024210000000000065e+02 1.458310208701796284e-11 1.007674412661918595e-11
1.027030000000000030e+02 1.437733959663844985e-11 1.012493994895224958e-11
1.029680000000000035e+02 1.454046692078714287e-11 1.013235589181205043e-11
1.032339999999999947e+02 1.484632729253920758e-11 1.009342696228765490e-11
1.035000000000000000e+02 1.481296162120226967e-11 9.958105520735394123e-12
1.037810000000000059e+02 1.449597993724571765e-11 1.043450829213421471e-11
1.040460000000000065e+02 1.433841413656100627e-11 1.006747549908704187e-11
1.043280000000000030e+02 1.470544692960817912e-11 1.018796505491970095e-11
