Start time (s) =
1552314008
'Reltime', '44.00[A]', '28.00[A]'
2.731299999999999883e+01 4.456309453393370035e-12 5.062470841837862778e-12
2.759400000000000119e+01 4.286103590100953653e-12 5.170625212713719776e-12
2.785900000000000176e+01 4.213472452885280717e-12 5.195936996632566363e-12
2.814099999999999824e+01 4.469283883951069569e-12 5.079153243825462738e-12
2.842200000000000060e+01 4.326549101624221905e-12 5.229303969012111253e-12
2.868799999999999883e+01 4.317280040411208830e-12 4.995736463397904004e-12
2.896900000000000119e+01 4.369184701535910875e-12 5.038371195947854986e-12
2.925000000000000000e+01 4.491764599157122007e-12 5.431357186919116842e-12
2.951599999999999824e+01 4.380306013740398186e-12 5.042079167377755411e-12
2.978099999999999881e+01 4.167804990018453282e-12 4.951247745133002809e-12
3.006299999999999883e+01 4.604604458141592360e-12 5.364624109521765050e-12
3.032799999999999940e+01 4.317044118018475984e-12 5.069884616293318658e-12
3.060900000000000176e+01 4.565677697021541803e-12 4.886367352407994247e-12
3.089099999999999824e+01 4.543432470527353217e-12 5.247839923033792431e-12
3.115599999999999881e+01 4.322504593839981979e-12 5.119935291703070490e-12
3.142200000000000060e+01 4.422941613652087156e-12 5.414506083073478138e-12
3.170299999999999940e+01 4.339526134267135404e-12 5.023542345994336245e-12
3.196900000000000119e+01 4.206058678429824838e-12 5.042078300016017423e-12
3.223400000000000176e+01 4.000363842265874936e-12 5.062469974476124790e-12
3.251599999999999824e+01 4.417380090188105513e-12 4.960516372665146889e-12
3.278099999999999881e+01 4.335817729156365985e-12 5.030957421492399106e-12
3.306300000000000239e+01 4.232010575311306866e-12 5.388722888050034854e-12
3.332800000000000296e+01 4.258804246759506640e-12 4.929003819681421206e-12
3.359400000000000119e+01 4.131405287322031938e-12 5.131057471269295789e-12
3.387500000000000000e+01 4.550847546025416079e-12 5.286768418877318965e-12
3.414099999999999824e+01 4.434063359537443461e-12 5.381306945190234003e-12
3.442199999999999704e+01 4.160524789270647616e-12 5.062469974476124790e-12
3.468800000000000239e+01 4.250547830375595026e-12 5.127349066158526369e-12
3.495300000000000296e+01 4.137470747955784844e-12 5.390576440084116072e-12
3.521900000000000119e+01 4.271543622286211317e-12 5.127349499839395364e-12
3.550000000000000000e+01 4.196789617216811763e-12 5.105105574387813760e-12
3.578099999999999881e+01 4.031809608395775513e-12 4.929002952319683217e-12
3.604699999999999704e+01 4.317280474092077824e-12 5.128765467876661432e-12
3.631300000000000239e+01 4.298742785346920670e-12 5.258963403642624712e-12
3.657800000000000296e+01 4.295036548640496221e-12 4.895636847301876315e-12
3.685900000000000176e+01 4.274644874180388854e-12 5.030956987811530112e-12
3.712500000000000000e+01 4.076298760341545702e-12 5.055055766339799916e-12
3.743800000000000239e+01 4.293384224529628312e-12 5.021687492917648044e-12
3.771900000000000119e+01 4.430357122831019012e-12 5.405406157399372802e-12
3.798400000000000176e+01 4.400697254519636559e-12 4.959505028878652411e-12
3.825000000000000000e+01 4.241278769162581952e-12 4.960515938984277895e-12
3.853099999999999881e+01 4.215327305961968918e-12 4.843733487219781253e-12
3.879699999999999704e+01 4.131910525534410183e-12 5.386868034973346653e-12
3.907800000000000296e+01 4.302484150203733648e-12 5.014273718462192164e-12
3.934400000000000119e+01 4.317280040411208830e-12 5.169985533431953328e-12
3.960900000000000176e+01 4.206023116598567313e-12 5.201497219053941024e-12
3.989099999999999824e+01 4.319134026126159043e-12 5.140326098801439869e-12
4.015599999999999881e+01 4.163421777475528884e-12 5.131057037588426795e-12
4.042199999999999704e+01 4.457184621387000334e-12 5.181107279317309633e-12
4.070300000000000296e+01 4.476698959449132431e-12 5.223742879228998603e-12
4.096900000000000119e+01 4.276499293576208061e-12 5.296036179047725057e-12
4.125000000000000000e+01 4.326548667943352910e-12 5.214474251696854523e-12
4.151599999999999824e+01 4.219033542668393366e-12 4.947539340022233390e-12
4.178099999999999881e+01 4.128202120423640764e-12 5.299745017839363470e-12
4.204699999999999704e+01 4.157861555054154223e-12 5.190375039487715725e-12
4.232800000000000296e+01 4.374745357638154530e-12 5.094184622744801771e-12
4.259400000000000119e+01 4.193284608433600624e-12 5.223742011867260615e-12
4.287500000000000000e+01 4.395135731055654915e-12 5.101397602957913335e-12
4.314099999999999824e+01 4.282059949678451716e-12 5.250706119896975110e-12
4.340599999999999881e+01 4.302449889415083106e-12 5.199644534381597794e-12
4.368800000000000239e+01 4.156007569339204011e-12 5.086567885642656606e-12
4.396900000000000119e+01 4.432209373822493248e-12 5.192229025202665937e-12
4.423400000000000176e+01 4.115226388823334247e-12 5.245987672042318195e-12
4.450000000000000000e+01 4.224594632451506016e-12 5.261625770497380117e-12
4.478099999999999881e+01 4.424795599367037369e-12 5.155155816116696599e-12
4.504699999999999704e+01 4.250546095652119050e-12 5.003151972576835860e-12
4.532800000000000296e+01 4.243131453834925182e-12 5.069884616293318658e-12
4.559400000000000119e+01 4.317045852741951961e-12 5.097690065208881904e-12
4.585900000000000176e+01 4.380306013740398186e-12 5.116227753954039059e-12
4.614099999999999824e+01 4.051323946457907610e-12 4.949394193098921590e-12
4.640599999999999881e+01 4.369184267855041881e-12 5.010464699389816090e-12
4.668800000000000239e+01 4.289475892538252566e-12 4.943833103315808941e-12
4.695300000000000296e+01 4.120484335679019949e-12 5.155154081393220622e-12
4.721900000000000119e+01 4.195105200721638283e-12 5.171838218104296558e-12
4.750000000000000000e+01 4.148593794883748131e-12 5.006824815856347755e-12
4.778099999999999881e+01 4.191464883507300954e-12 5.132910589622508013e-12
4.804699999999999704e+01 4.044044179390970939e-12 5.060616856122912566e-12
4.832800000000000296e+01 4.306157860844983531e-12 5.254346003430443446e-12
4.859400000000000119e+01 4.198643169250892981e-12 5.039585502381038751e-12
4.885900000000000176e+01 4.352500998505703933e-12 4.799244335274011064e-12
4.912500000000000000e+01 4.159715540769104436e-12 5.166277995682921897e-12
4.940599999999999881e+01 4.065885215315256929e-12 5.181106411955571645e-12
4.967199999999999704e+01 4.041078235927919593e-12 5.346087721819214877e-12
4.995300000000000296e+01 4.523042097109852833e-12 4.867831398386313069e-12
5.021900000000000119e+01 4.319134459807028037e-12 5.066177078544287227e-12
5.048400000000000176e+01 4.217180424315181142e-12 5.003152406257704854e-12
5.076599999999999824e+01 4.213473320247018705e-12 5.093983394821588462e-12
5.103099999999999881e+01 4.096824008509303283e-12 5.112519782524138634e-12
5.129699999999999704e+01 4.113371535746646046e-12 5.086568753004394594e-12
5.157800000000000296e+01 4.026248952293531858e-12 4.856709218820087770e-12
5.184400000000000119e+01 4.005825185449118919e-12 5.036518077594642762e-12
5.210900000000000176e+01 4.194934764140123562e-12 5.045787572488524830e-12
5.237500000000000000e+01 4.293384658210497307e-12 5.244132818965629994e-12
5.265599999999999881e+01 4.318864710306513643e-12 5.043225385914507086e-12
5.292199999999999704e+01 4.233863693664519090e-12 5.264523626063999373e-12
5.318800000000000239e+01 3.983613786062711881e-12 4.906758593187232620e-12
5.345300000000000296e+01 3.913172303554590670e-12 4.841878634143093052e-12
5.373400000000000176e+01 4.265377547690851756e-12 4.877099158556719161e-12
5.401599999999999824e+01 4.424795599367037369e-12 4.972244404405357088e-12
5.429699999999999704e+01 4.050346863460063673e-12 5.297891032124413258e-12
5.456300000000000239e+01 4.033664027791594719e-12 4.953101297167084027e-12
5.482800000000000296e+01 4.472991421700101000e-12 5.077300125472250514e-12
5.509400000000000119e+01 4.424796033047906363e-12 5.121789277418020703e-12
5.537500000000000000e+01 4.109664865359352603e-12 5.464724159298661732e-12
5.564099999999999824e+01 4.300597204742739876e-12 4.979052760367697061e-12
5.590599999999999881e+01 4.326549535305090899e-12 5.097691799932357881e-12
5.618800000000000239e+01 4.243132754877532165e-12 5.077299691791381520e-12
5.645300000000000296e+01 4.180544799226026953e-12 4.962370358380097102e-12
5.673400000000000176e+01 3.985466904415924105e-12 5.314405165934843467e-12
5.701599999999999824e+01 4.237570797732681527e-12 5.254346003430443446e-12
5.729699999999999704e+01 4.270938203793095411e-12 5.035945185166701421e-12
5.756300000000000239e+01 4.011418801297406134e-12 5.118081739668989272e-12
5.782800000000000296e+01 4.044785773676951024e-12 4.921589177864227338e-12
5.809400000000000119e+01 4.193082513148649326e-12 5.212619832301035316e-12
5.837500000000000000e+01 4.346938607679984301e-12 4.992030226691479555e-12
5.864099999999999824e+01 4.122641030640528115e-12 4.812220500555186575e-12
5.890599999999999881e+01 4.083712968477870575e-12 5.131057037588426795e-12
5.917199999999999704e+01 4.320988011841109255e-12 5.244132818965629994e-12
5.945300000000000296e+01 4.009565249263324915e-12 5.082860781574494169e-12
5.971900000000000119e+01 4.300664425277433978e-12 5.383161364586053210e-12
5.998400000000000176e+01 4.306158294525852526e-12 5.037765777454739080e-12
6.026599999999999824e+01 4.263523128295032549e-12 5.195936996632566363e-12
6.053099999999999881e+01 4.041079103289657581e-12 5.110665363128319427e-12
6.079699999999999704e+01 4.105957327610321173e-12 5.068031064259237439e-12
6.106300000000000239e+01 4.072591222592514271e-12 5.114373768239088847e-12
6.134400000000000119e+01 4.096689133759046086e-12 5.060617289803781560e-12
6.160900000000000176e+01 4.039225117574707369e-12 4.757485204398559375e-12
6.187500000000000000e+01 4.092982029690883650e-12 5.305305673941607125e-12
6.215599999999999881e+01 4.029956923723432283e-12 4.936418027817746079e-12
6.242199999999999704e+01 4.087420506226902006e-12 4.980906746082647274e-12
6.268800000000000239e+01 4.157861121373285229e-12 4.966077028767390544e-12
6.296900000000000119e+01 4.315426488377127612e-12 4.823342680121411874e-12
6.323400000000000176e+01 3.833462627195194372e-12 5.208845507698178778e-12
6.351599999999999824e+01 4.085567387873689782e-12 5.144033636550471300e-12
6.378099999999999881e+01 4.111384410004914614e-12 4.838170229032323633e-12
6.404699999999999704e+01 3.939125067797810686e-12 5.081008096902150939e-12
6.431300000000000239e+01 4.000364275946743930e-12 4.923105326182231067e-12
6.459399999999999409e+01 3.902083083734408930e-12 5.238572596544255333e-12
6.485899999999999466e+01 4.278352411929420285e-12 5.142178783473783099e-12
6.512500000000000000e+01 4.053145406107683257e-12 5.081006795859543956e-12
6.539100000000000534e+01 4.062244464420050605e-12 4.992029793010610561e-12
6.567199999999999704e+01 4.124493715312871345e-12 5.136618127371539444e-12
6.595300000000000296e+01 4.044784472634344041e-12 5.060616856122912566e-12
6.621899999999999409e+01 4.220887094702474585e-12 5.077299691791381520e-12
6.650000000000000000e+01 3.916643918910889255e-12 5.187004471773892789e-12
6.678100000000000591e+01 4.009566116625062904e-12 4.888222205484682448e-12
6.704699999999999704e+01 4.124494582674609333e-12 5.197789681304909593e-12
6.731300000000000239e+01 4.194936498863599539e-12 5.134764141656589231e-12
6.759399999999999409e+01 4.136864028420061956e-12 5.118082173349858266e-12
6.785899999999999466e+01 4.133764077568491402e-12 5.096005648713708425e-12
6.812500000000000000e+01 4.183813885616505246e-12 5.075445706076431307e-12
6.840600000000000591e+01 4.076297892979807713e-12 4.999444001146935435e-12
6.867199999999999704e+01 4.004004159480212266e-12 4.780706646528853909e-12
6.895300000000000296e+01 4.107811747006140379e-12 4.901197503404119971e-12
6.921899999999999409e+01 4.137470747955784844e-12 5.092129409106638249e-12
6.948399999999999466e+01 3.939124200436072698e-12 5.106925299314113431e-12
6.975000000000000000e+01 4.009564815582455921e-12 4.943832669634939947e-12
7.003100000000000591e+01 4.057761505277257541e-12 5.203351638449760230e-12
7.031300000000000239e+01 1.006376752765714144e-11 7.514787403462008797e-12
7.057800000000000296e+01 1.019352571102194460e-11 7.210915458494282504e-12
7.084399999999999409e+01 1.034367730357033111e-11 8.039521305625019210e-12
7.110899999999999466e+01 1.028250574963696096e-11 7.622168521348449133e-12
7.139100000000000534e+01 1.028065133024114175e-11 8.067328055583189439e-12
7.165600000000000591e+01 1.038445718304359389e-11 7.876394848838064178e-12
7.192199999999999704e+01 1.048270498182901633e-11 7.705888011022565820e-12
7.220300000000000296e+01 1.056797531429065629e-11 8.041376592382576405e-12
7.246899999999999409e+01 1.089052025643466592e-11 7.724389704255596456e-12
7.273399999999999466e+01 1.060875519376391907e-11 7.811515323474793604e-12
7.300000000000000000e+01 1.040855769629533967e-11 7.963518733333785349e-12
7.328100000000000591e+01 1.040485059222717723e-11 7.865275271357052844e-12
7.354699999999999704e+01 1.046787656555636659e-11 7.839320338709487856e-12
7.381300000000000239e+01 1.079227245764924348e-11 7.957958077231541694e-12
7.407800000000000296e+01 1.059059090424696592e-11 7.657660096305196618e-12
7.435899999999999466e+01 1.050309752365086169e-11 8.165574119645135909e-12
7.462500000000000000e+01 1.087939894423017861e-11 7.943127926235415970e-12
7.489100000000000534e+01 1.073851597921393619e-11 7.705851581829570307e-12
7.517199999999999704e+01 1.064212433454780893e-11 7.950544736456954809e-12
7.543800000000000239e+01 1.032699446790186215e-11 7.429652379431495035e-12
7.570300000000000296e+01 1.013606126115673689e-11 7.679903588075909227e-12
7.598399999999999466e+01 1.024172413544022220e-11 7.780004938895412891e-12
7.625000000000000000e+01 1.014162365198245652e-11 7.813266526823792191e-12
7.653100000000000591e+01 1.010454740713040422e-11 7.789270096980605018e-12
7.679699999999999704e+01 9.950693047322545226e-12 7.970933808831848211e-12
7.706300000000000239e+01 1.048085229715667310e-11 7.787416544946523800e-12
7.732800000000000296e+01 1.031401873630155563e-11 7.611314356559262251e-12
7.760899999999999466e+01 1.007859681129152918e-11 7.807808219406631167e-12
7.787500000000000000e+01 9.991474661519283984e-12 7.935713718099091096e-12
7.814100000000000534e+01 1.007488797249989076e-11 7.704001499242441042e-12
7.842199999999999704e+01 1.038260536573298864e-11 7.546436565919467654e-12
7.868800000000000239e+01 1.030289395465011637e-11 7.930152194635109453e-12
7.895300000000000296e+01 1.026582204660675401e-11 7.828197291781524569e-12
7.921899999999999409e+01 1.011196508471368105e-11 7.705888011022565820e-12
7.950000000000000000e+01 1.024172240071674622e-11 7.913470226328378487e-12
7.978100000000000591e+01 1.051977949195759265e-11 7.789273566427556972e-12
8.004699999999999704e+01 1.007859681129152918e-11 7.926444223205209028e-12
8.031300000000000239e+01 1.031587142097389886e-11 7.820548028614204839e-12
8.057800000000000296e+01 1.038631333716288907e-11 7.824491055075100121e-12
8.085899999999999466e+01 1.005449890012499736e-11 7.924289696648045833e-12
8.114100000000000534e+01 1.058465988468260122e-11 8.063620084153289014e-12
8.140600000000000591e+01 1.064583230597770935e-11 7.907907835502658855e-12
8.167199999999999704e+01 1.032884715257420538e-11 7.754050006247847904e-12
8.193800000000000239e+01 1.036777521473686292e-11 7.941274374201334751e-12
8.221899999999999409e+01 1.046972838286697183e-11 7.854149622343875592e-12
8.250000000000000000e+01 1.056241639291188861e-11 7.694728534901607020e-12
8.276600000000000534e+01 1.029918771794369192e-11 8.069180740255532669e-12
8.303100000000000591e+01 1.058095104589096280e-11 7.848590700965107914e-12
8.329699999999999704e+01 1.037704384226900700e-11 7.920882699741227384e-12
8.357800000000000296e+01 1.088681488708997946e-11 7.791123649014686237e-12
8.385899999999999466e+01 1.079968840050904433e-11 7.598336890235479757e-12
8.412500000000000000e+01 1.062358794684525876e-11 8.082158206579315163e-12
8.440600000000000591e+01 1.050680289299554815e-11 8.286062808116056999e-12
8.467199999999999704e+01 1.061431845195137669e-11 7.833759682607244201e-12
8.493800000000000239e+01 1.090349685539671043e-11 7.944309272922556175e-12
8.521899999999999409e+01 1.042894676867023307e-11 7.815224162266432018e-12
8.548399999999999466e+01 1.050865644502962937e-11 7.926445090566947016e-12
8.575000000000000000e+01 1.061246229783208150e-11 8.126307786404662892e-12
8.601600000000000534e+01 1.058095278061443878e-11 7.924593273256341774e-12
8.629699999999999704e+01 1.091832613903109817e-11 7.987987875324176201e-12
8.656300000000000239e+01 1.057909749385688158e-11 8.045081094365524876e-12
8.682800000000000296e+01 1.039187312590339474e-11 8.061763930033993830e-12
8.710899999999999466e+01 1.080154281990486353e-11 7.954249238439903280e-12
8.737500000000000000e+01 1.065064963307049695e-11 8.206355733841874667e-12
8.764100000000000534e+01 1.071071096397924194e-11 8.148891283976666955e-12
8.790600000000000591e+01 1.083120225453537699e-11 8.317578396865865642e-12
8.818800000000000239e+01 1.063285570701566485e-11 8.284212725528927734e-12
8.845300000000000296e+01 1.107774462438815277e-11 7.615021460627424688e-12
8.871899999999999409e+01 1.078115288016823214e-11 8.046934646399606095e-12
8.900000000000000000e+01 1.074037039860975540e-11 8.071033424927875899e-12
8.926600000000000534e+01 1.064583057125423338e-11 7.939419954805515545e-12
8.954699999999999704e+01 1.054387653576238648e-11 7.902348046762153189e-12
8.981300000000000239e+01 1.069217544363842975e-11 7.909762254898478062e-12
9.007800000000000296e+01 1.091461730023945975e-11 8.312016006040146010e-12
9.035899999999999466e+01 1.107959904378397198e-11 8.032106230126956348e-12
9.062500000000000000e+01 1.120935722714877514e-11 7.818931266334594454e-12
9.089100000000000534e+01 1.087569184016201618e-11 8.269380839809326034e-12
9.115600000000000591e+01 1.088543317984136394e-11 7.972788228227667418e-12
9.143800000000000239e+01 1.082564073107139535e-11 7.880103687629702591e-12
9.170300000000000296e+01 1.098320479703263075e-11 8.200927784085543237e-12
9.196899999999999409e+01 1.099432957868407001e-11 7.922738853860522568e-12
9.223399999999999466e+01 1.103140322145090835e-11 7.970934676193586199e-12
9.251600000000000534e+01 1.102769611738274591e-11 8.337968336602497033e-12
9.278100000000000591e+01 1.083491022596527742e-11 7.883810791697865028e-12
9.304699999999999704e+01 1.112964841815111683e-11 7.959812496627360900e-12
9.332800000000000296e+01 1.114633298854306176e-11 7.820785685730413661e-12
9.359399999999999409e+01 1.128906690350817144e-11 8.130354028912378794e-12
9.385899999999999466e+01 1.094242405019762998e-11 8.085860973838787658e-12
9.412500000000000000e+01 1.078671527099395178e-11 8.210061103186561127e-12
9.440600000000000591e+01 1.110740319165692824e-11 8.193379134879830161e-12
9.468800000000000239e+01 1.081822565557333249e-11 8.402847861965767606e-12
9.495300000000000296e+01 1.073110177107761132e-11 8.388019445693117859e-12
9.521899999999999409e+01 1.111475148030116600e-11 8.267527287775244815e-12
9.548399999999999466e+01 1.102027930716120707e-11 8.102548146315946553e-12
9.576600000000000534e+01 1.088310604829834105e-11 8.197086238947992598e-12
9.603100000000000591e+01 1.115374546195591066e-11 8.439920637370867951e-12
9.629699999999999704e+01 1.121121164654459434e-11 8.260114814362395919e-12
9.657800000000000296e+01 1.082193362700323291e-11 8.441775056766687158e-12
9.684399999999999409e+01 1.103140322145090835e-11 8.278648599979732126e-12
9.710899999999999466e+01 1.144663270419288281e-11 8.156304624751253840e-12
9.737500000000000000e+01 1.135765440030134243e-11 8.248990900072694643e-12
9.765600000000000591e+01 1.093686339409538633e-11 8.219330598080443195e-12
9.792199999999999704e+01 1.092574208189089902e-11 7.887517895766027465e-12
9.818800000000000239e+01 1.122789448221306330e-11 8.476996014861182260e-12
9.845300000000000296e+01 1.115374893140286261e-11 8.469580939363119398e-12
9.873399999999999466e+01 1.122974890160888251e-11 8.580802735025372385e-12
9.900000000000000000e+01 1.136136150436950487e-11 8.153608864469585882e-12
9.926600000000000534e+01 1.147443858678931505e-11 8.590071362557516466e-12
9.954699999999999704e+01 1.151892817241595424e-11 8.245283796004532206e-12
9.981300000000000239e+01 1.093130360535488066e-11 8.200793343016155035e-12
1.000780000000000030e+02 1.132243344220684733e-11 8.300892091750444735e-12
1.003589999999999947e+02 1.137248368393573017e-11 8.393579234433623526e-12
1.006250000000000000e+02 1.116486764152213595e-11 8.493677983167913226e-12
1.009060000000000059e+02 1.146146112046553256e-11 8.688318293981200924e-12
1.011719999999999970e+02 1.147073061535941463e-11 8.619732531911505902e-12
1.014380000000000024e+02 1.130945684324480283e-11 8.219330598080443195e-12
1.017030000000000030e+02 1.177103206573271166e-11 8.160012596181154265e-12
1.019839999999999947e+02 1.158565951508983005e-11 8.549291483084253684e-12
1.022500000000000000e+02 1.096467014405355656e-11 8.319228118891519586e-12
1.025160000000000053e+02 1.139843688185981918e-11 8.630852976754255224e-12
1.027810000000000059e+02 1.161902692115024394e-11 8.540021988190371616e-12
1.030630000000000024e+02 1.151707462038187302e-11 8.393578367071885538e-12
1.033280000000000030e+02 1.156341602331911744e-11 8.354652039632703975e-12
1.035939999999999941e+02 1.145404691232920769e-11 8.282354836686156574e-12
1.038750000000000000e+02 1.143550965726491953e-11 8.537629804516999599e-12
1.041410000000000053e+02 1.123345687303878293e-11 8.384310606901479446e-12
1.044060000000000059e+02 1.139658072774052400e-11 8.195233554275649368e-12
1.046719999999999970e+02 1.161717250175442473e-11 8.371333140577696952e-12
