Start time (s) =
1552306427
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 1.467343750000000000e+03 1.133034811806599151e-11 1.442362288633924905e-11
1.500000000000000000e+00 1.464843750000000000e+03 1.157599623796690125e-11 1.407024410177148965e-11
3.000000000000000000e+00 1.466718750000000000e+03 1.160424274032623160e-11 1.447435313967071480e-11
4.483999999999999986e+00 1.466875000000000000e+03 1.100916666857409965e-11 1.419702116284282667e-11
5.969000000000000306e+00 1.467187500000000000e+03 1.109392005343989851e-11 1.410735677581653746e-11
7.469000000000000306e+00 1.466093750000000000e+03 1.114857338391228581e-11 1.392865336957704869e-11
8.952999999999999403e+00 1.466562500000000000e+03 1.127753706392509159e-11 1.397075944514769574e-11
1.043699999999999939e+01 1.465312500000000000e+03 1.084090109348956332e-11 1.382061218940799918e-11
1.193699999999999939e+01 1.464843750000000000e+03 1.100794108643832203e-11 1.419886083708910007e-11
1.342200000000000060e+01 1.466562500000000000e+03 1.097109642717031264e-11 1.373843226681881191e-11
1.490600000000000058e+01 1.465468750000000000e+03 1.120568915435882218e-11 1.381934237182358416e-11
1.640599999999999881e+01 1.465312500000000000e+03 1.092012331255221014e-11 1.386880714437932482e-11
1.789000000000000057e+01 1.467031250000000000e+03 1.104601826673601295e-11 1.373827700906771199e-11
1.937500000000000000e+01 1.465312500000000000e+03 1.090477274451329137e-11 1.394032111967646870e-11
2.087500000000000000e+01 1.464843750000000000e+03 1.088266195908849099e-11 1.370388871824168575e-11
2.237500000000000000e+01 1.467031250000000000e+03 1.050559812754148226e-11 1.364063549613714343e-11
2.385900000000000176e+01 1.464843750000000000e+03 1.075983746545716713e-11 1.359507732084930254e-11
2.534400000000000119e+01 1.504687500000000000e+03 1.056762316542503299e-11 1.386756855181747738e-11
2.684400000000000119e+01 1.466718750000000000e+03 1.081203616221104724e-11 1.342454012537297459e-11
2.832799999999999940e+01 1.466093750000000000e+03 1.067754825528899332e-11 1.390163071463001998e-11
2.981200000000000117e+01 1.466406250000000000e+03 1.074019085472999180e-11 1.346469637175662371e-11
3.131200000000000117e+01 1.467187500000000000e+03 1.036558165690149025e-11 1.367540282404267060e-11
3.279699999999999704e+01 1.466093750000000000e+03 1.087775008956626266e-11 1.323286445698013125e-11
3.428099999999999881e+01 1.464843750000000000e+03 1.062719270222833856e-11 1.367011451952615531e-11
