Start time (s) =
1552313510
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 1.465000000000000000e+03 3.326823885818619431e-11 2.579059708851527688e-11
1.500000000000000000e+00 1.465625000000000000e+03 3.314173588342406163e-11 2.519618715057792002e-11
2.983999999999999986e+00 1.465156250000000000e+03 3.301338716288348962e-11 2.513557244288033843e-11
4.483999999999999986e+00 1.465000000000000000e+03 3.275668278290844171e-11 2.543586348491277960e-11
5.983999999999999986e+00 1.467031250000000000e+03 3.239866014359549240e-11 2.493048475993298041e-11
7.467999999999999972e+00 1.467343750000000000e+03 3.277142446300729262e-11 2.506766322296627436e-11
8.967999999999999972e+00 1.464843750000000000e+03 3.217081462336679465e-11 2.454233517801274189e-11
1.045299999999999940e+01 1.465625000000000000e+03 3.183735219902672497e-11 2.498486140201094940e-11
1.195299999999999940e+01 1.466875000000000000e+03 3.182752672525879234e-11 2.440293106475976970e-11
1.343699999999999939e+01 1.465781250000000000e+03 3.210694904387523252e-11 2.482729993813492797e-11
1.493699999999999939e+01 1.465625000000000000e+03 3.112498453416989719e-11 2.415974538483300904e-11
1.642099999999999937e+01 1.465781250000000000e+03 3.159845995970300692e-11 2.462709550177244466e-11
1.792099999999999937e+01 1.466875000000000000e+03 3.069940482380850710e-11 2.370407516105732526e-11
1.940599999999999881e+01 1.467343750000000000e+03 3.101076687106463226e-11 2.355751531346594874e-11
2.089000000000000057e+01 1.465312500000000000e+03 3.045191876438479994e-11 2.322940624577274349e-11
2.239000000000000057e+01 1.465000000000000000e+03 3.020504332762463662e-11 2.407777970059310491e-11
2.387500000000000000e+01 1.467031250000000000e+03 3.025725156535763460e-11 2.358984188544077654e-11
2.535900000000000176e+01 1.465000000000000000e+03 2.991826231202310282e-11 2.323796710612668903e-11
2.685900000000000176e+01 1.465000000000000000e+03 3.018661709486281097e-11 2.366811607812380203e-11
2.834299999999999997e+01 1.465000000000000000e+03 2.994774914166775659e-11 2.301135844373636274e-11
2.982799999999999940e+01 1.467343750000000000e+03 2.922247513414966136e-11 2.377530984587483687e-11
3.132799999999999940e+01 1.466093750000000000e+03 2.924028380535403926e-11 2.296345232022378724e-11
3.282800000000000296e+01 1.464687500000000000e+03 2.948592411899930710e-11 2.289283519696372338e-11
3.431199999999999761e+01 1.465468750000000000e+03 2.902595525045015279e-11 2.298101119124762448e-11
3.581199999999999761e+01 1.465000000000000000e+03 2.929287021280480019e-11 2.266499835035240551e-11
3.729599999999999937e+01 1.466718750000000000e+03 2.859056047466168593e-11 2.282957503596527715e-11
3.879599999999999937e+01 1.465781250000000000e+03 2.876127114248561156e-11 2.253982243904939509e-11
4.028099999999999881e+01 1.465781250000000000e+03 2.793468407980004287e-11 2.238925711495198811e-11
4.176500000000000057e+01 1.466406250000000000e+03 2.795188386306435291e-11 2.230512996526101688e-11
4.326500000000000057e+01 1.466250000000000000e+03 2.802127106737994922e-11 2.283024463922700420e-11
4.475000000000000000e+01 1.467343750000000000e+03 2.811706943661729241e-11 2.239399464476488077e-11
4.625000000000000000e+01 1.466406250000000000e+03 2.805996754395856385e-11 2.435707885384275073e-11
4.773400000000000176e+01 1.468593750000000000e+03 2.774677015926485524e-11 2.471236583423408462e-11
4.923400000000000176e+01 1.479843750000000000e+03 2.846588936789018476e-11 2.411362776122416562e-11
5.071800000000000352e+01 1.497031250000000000e+03 2.943250157483312535e-11 2.386128621079119938e-11
5.221800000000000352e+01 1.515625000000000000e+03 3.094382389212668727e-11 2.498176839005328276e-11
5.370300000000000296e+01 1.533281250000000000e+03 3.344571494756642949e-11 2.624044211085863054e-11
5.520300000000000296e+01 1.563125000000000000e+03 3.333948395134456177e-11 2.593828624108951431e-11
5.668699999999999761e+01 1.589843750000000000e+03 3.391060002244650207e-11 2.628060269405096960e-11
5.817099999999999937e+01 1.610156250000000000e+03 3.326823191929229040e-11 2.582644688386981358e-11
5.967099999999999937e+01 1.619843750000000000e+03 3.304962553629664512e-11 2.602293554254675456e-11
6.115599999999999881e+01 1.680468750000000000e+03 3.208668053478191950e-11 2.589460416924094233e-11
6.264000000000000057e+01 1.694843750000000000e+03 3.130186040922744439e-11 2.528392425982239899e-11
6.414000000000000057e+01 1.718125000000000000e+03 3.073134802189514403e-11 2.500967488661132165e-11
6.562500000000000000e+01 1.745468750000000000e+03 3.063123019120261858e-11 2.483342524672860208e-11
6.710899999999999466e+01 1.775937500000000000e+03 3.021488267918037707e-11 2.460190384745430947e-11
6.860899999999999466e+01 1.802031250000000000e+03 2.990106426348226876e-11 2.418220658439995674e-11
7.010899999999999466e+01 1.820312500000000000e+03 2.935819296001618284e-11 2.489958933482583348e-11
7.159300000000000352e+01 1.853437500000000000e+03 2.958295761135154578e-11 2.396162088191822193e-11
7.309300000000000352e+01 1.879843750000000000e+03 2.885231289995182635e-11 2.383803571204268223e-11
7.457800000000000296e+01 1.903125000000000000e+03 2.902902571100263174e-11 2.410991371826209928e-11
7.607800000000000296e+01 1.934218750000000000e+03 2.869126811133604349e-11 2.401043253108525732e-11
7.756199999999999761e+01 1.957812500000000000e+03 2.877233520881539164e-11 2.389628946108945939e-11
7.906199999999999761e+01 1.987656250000000000e+03 2.883558496147298200e-11 2.426966613788827942e-11
8.054600000000000648e+01 2.012343750000000000e+03 2.858257207305481273e-11 2.387572257955827837e-11
8.203100000000000591e+01 2.037343750000000000e+03 2.860406876636911733e-11 2.400375904987317455e-11
8.353100000000000591e+01 2.057500000000000000e+03 2.909903047687567579e-11 2.436263170368935249e-11
8.501500000000000057e+01 2.092812500000000000e+03 2.852115765783480583e-11 2.422670397628223782e-11
8.651500000000000057e+01 2.120000000000000000e+03 2.859239407737579342e-11 2.400192371243559109e-11
8.800000000000000000e+01 2.140781250000000000e+03 2.850580708979588707e-11 2.413092815845008232e-11
8.948399999999999466e+01 2.169218750000000000e+03 2.855984719551951656e-11 2.377995717006697873e-11
9.098399999999999466e+01 2.189375000000000000e+03 2.886629130172124746e-11 2.446987057425076273e-11
9.246800000000000352e+01 2.215468750000000000e+03 2.849352004341554334e-11 2.398963146188481943e-11
9.396800000000000352e+01 2.240312500000000000e+03 2.873118756796522177e-11 2.398164826444837416e-11
9.545300000000000296e+01 2.264375000000000000e+03 2.888410864654300525e-11 2.397212289784178552e-11
9.695300000000000296e+01 2.293906250000000000e+03 2.889392718141703398e-11 2.411794895740282385e-11
9.843699999999999761e+01 2.319687500000000000e+03 2.900630950708471545e-11 2.420445441297935929e-11
9.992100000000000648e+01 2.344843750000000000e+03 2.906526408441578724e-11 2.421870343161103278e-11
