Start time (s) =
1552312810
'Reltime', '44.00[A]', '28.00[A]'
4.185999999999999943e+01 4.109665732721090592e-12 4.880807129986619586e-12
4.212500000000000000e+01 4.244985873230744389e-12 5.064324393871943997e-12
4.240599999999999881e+01 4.213472886566149711e-12 5.055964327760342769e-12
4.268800000000000239e+01 4.256107185435231699e-12 4.748384411362716051e-12
4.296900000000000119e+01 3.965076097317554726e-12 5.108812678455976197e-12
4.323499999999999943e+01 4.033664461472463714e-12 4.791829259775948202e-12
4.350000000000000000e+01 4.024394966578581645e-12 5.147740306937764743e-12
4.378099999999999881e+01 4.074445641988333477e-12 4.962369057337490119e-12
4.404699999999999704e+01 3.920587379052653532e-12 4.941304743849572745e-12
4.432800000000000296e+01 4.232009274268699883e-12 4.710266031382470686e-12
4.459400000000000119e+01 4.193082513148649326e-12 4.939485018923273074e-12
4.485999999999999943e+01 3.880244216214467912e-12 4.878953144271669373e-12
4.514099999999999824e+01 3.965782563453146281e-12 5.088725447965902760e-12
4.542199999999999704e+01 3.985467338096793100e-12 4.804805425057123713e-12
4.568800000000000239e+01 4.175084323404520958e-12 4.657385154621662693e-12
4.596900000000000119e+01 3.898443200200940595e-12 5.192230326245272920e-12
4.625000000000000000e+01 4.089543807761497618e-12 4.780705779167115921e-12
4.653099999999999881e+01 4.355263111960328004e-12 4.890345073338409065e-12
4.681300000000000239e+01 4.102250657223027730e-12 4.954044986738015410e-12
4.707800000000000296e+01 4.107811313325271385e-12 5.225225200439220785e-12
4.734400000000000119e+01 4.083713835839608564e-12 5.136618127371539444e-12
4.760999999999999943e+01 4.070737670558433052e-12 5.019565058744790420e-12
4.789099999999999824e+01 3.748192294733554419e-12 5.143325435691403769e-12
4.815599999999999881e+01 4.118934360253234672e-12 4.967931881844078745e-12
4.842199999999999704e+01 3.896623908955509918e-12 5.136617693690670450e-12
4.870300000000000296e+01 3.948393261649085773e-12 5.029103869458317888e-12
4.896900000000000119e+01 4.118933492891496684e-12 4.867830964705444075e-12
4.923499999999999943e+01 4.005857277833424490e-12 4.956808834916115458e-12
4.950000000000000000e+01 4.085903924228029283e-12 5.017980822530354601e-12
4.978099999999999881e+01 3.818364461422030232e-12 4.929002952319683217e-12
5.004699999999999704e+01 4.187520989684667683e-12 5.069885049974187652e-12
5.031300000000000239e+01 4.152300465271041574e-12 5.171839085466034547e-12
5.057800000000000296e+01 4.035517146144806944e-12 4.836317978040849397e-12
5.085999999999999943e+01 4.102250223542158736e-12 5.219765591979452779e-12
5.112500000000000000e+01 4.018833443114600001e-12 4.808444874909723055e-12
5.140599999999999881e+01 3.909465633167297227e-12 4.897490399335957534e-12
5.167199999999999704e+01 3.881659750570864986e-12 4.762170258826303737e-12
5.193800000000000239e+01 4.033663160429856731e-12 5.132910155941639019e-12
5.221900000000000119e+01 4.633724827451946027e-12 7.107107870968354391e-12
5.248499999999999943e+01 1.010454914185388020e-11 7.388869030511280300e-12
5.275000000000000000e+01 1.041411835239758332e-11 7.390724317268837495e-12
5.303099999999999881e+01 1.029548234859900546e-11 7.663218150322226307e-12
5.329699999999999704e+01 1.054202385109004325e-11 7.529752862889260712e-12
5.356300000000000239e+01 1.012679523570980678e-11 7.663219017683964296e-12
5.382800000000000296e+01 1.065880630285453989e-11 7.932006614030928660e-12
5.410999999999999943e+01 1.033626222807226824e-11 7.868979773340001316e-12
5.437500000000000000e+01 1.026211407517685359e-11 7.561264982192117401e-12
5.464099999999999824e+01 1.045860793802422251e-11 7.972787360865929429e-12
5.492199999999999704e+01 1.033441041076166300e-11 7.607608119852837802e-12
5.518800000000000239e+01 1.018240700090267126e-11 7.798540459236225075e-12
5.545300000000000296e+01 1.051792593992351144e-11 7.603897546337723412e-12
5.571900000000000119e+01 9.998888869655608858e-12 7.807809086768369156e-12
5.600000000000000000e+01 1.067549000588474684e-11 7.663219017683964296e-12
5.626599999999999824e+01 1.053646232762606161e-11 7.503801399688647678e-12
5.653099999999999881e+01 1.051792593992351144e-11 7.589408268504627131e-12
5.679699999999999704e+01 1.013235589181205043e-11 7.501946980292828471e-12
5.707800000000000296e+01 1.056797704901413226e-11 7.902348046762153189e-12
5.735999999999999943e+01 1.064027251723720369e-11 7.407408887660782426e-12
5.762500000000000000e+01 9.959962542216427295e-12 7.561264114830379413e-12
5.789099999999999824e+01 9.921031010606817802e-12 7.782326866268007848e-12
5.815599999999999881e+01 9.828349072094066941e-12 7.685465978901628858e-12
5.843800000000000239e+01 9.693027630541806161e-12 7.507506769033334137e-12
5.870300000000000296e+01 1.030845634547583600e-11 7.847849106679127829e-12
5.896900000000000119e+01 9.830200889404672182e-12 7.488972983415997930e-12
5.925000000000000000e+01 1.017313663864705120e-11 7.694967926741291819e-12
5.951599999999999824e+01 9.935862028964681514e-12 7.681755405386514468e-12
5.978099999999999881e+01 1.008971899085775448e-11 7.505687911468772455e-12
6.004699999999999704e+01 1.017869729474929485e-11 7.850445120360927120e-12
6.032800000000000296e+01 1.031031076487165521e-11 7.679901853352433250e-12
6.060999999999999943e+01 1.020835586201807033e-11 7.379602137702612197e-12
6.087500000000000000e+01 1.017684547743868961e-11 7.967228439487161751e-12
6.114099999999999824e+01 1.045489996659432208e-11 7.574239846430685930e-12
6.140599999999999881e+01 1.026396849457267280e-11 7.754053475694799857e-12
6.168800000000000239e+01 1.018611237024735772e-11 7.696584689020902204e-12
6.195300000000000296e+01 1.030474837404593558e-11 7.742928694043360593e-12
6.221900000000000119e+01 1.019352657838368259e-11 7.775047966562809165e-12
6.250000000000000000e+01 1.004152490324816682e-11 7.700295262536016594e-12
6.276599999999999824e+01 1.034923882703431275e-11 7.852295202948056385e-12
6.303099999999999881e+01 1.031587228833563685e-11 7.783709440878361363e-12
6.329699999999999704e+01 1.024728652626594183e-11 7.898640075332252763e-12
6.357800000000000296e+01 1.023245637526981611e-11 7.600193911716512929e-12
6.384400000000000119e+01 1.041226566772524009e-11 8.200795077739631012e-12
6.410999999999999943e+01 9.963667911561113755e-12 7.859710278446119247e-12
6.437500000000000000e+01 1.019723454981358302e-11 8.106252648298895025e-12
6.465600000000000591e+01 1.028991822304980985e-11 7.716974628757533594e-12
6.492199999999999704e+01 1.054573095515820569e-11 7.811514456113055616e-12
6.518800000000000239e+01 1.041411921975932131e-11 7.924592405894603786e-12
6.546899999999999409e+01 1.021947977630777160e-11 7.411046602789905791e-12
6.573499999999999943e+01 1.033255599136584379e-11 7.772589863397350030e-12
6.600000000000000000e+01 1.042153342789564618e-11 7.709561287982946709e-12
6.626600000000000534e+01 1.048641295325891676e-11 7.789271831704080995e-12
6.654699999999999704e+01 1.024543123950838464e-11 7.874542164165720948e-12
6.681300000000000239e+01 1.027509067413889809e-11 7.672489379939584353e-12
6.709399999999999409e+01 1.029919032002890589e-11 7.986168150397876531e-12
6.737500000000000000e+01 1.057539038978871915e-11 7.856006643824908764e-12
6.765600000000000591e+01 1.034738267291501757e-11 7.993177300602560820e-12
6.792199999999999704e+01 1.064397701922015216e-11 7.726244991013153651e-12
6.818800000000000239e+01 1.025099276297236628e-11 7.824490187713362133e-12
6.846899999999999409e+01 1.064582970389249539e-11 8.172988327781460782e-12
6.873499999999999943e+01 1.060319453766167541e-11 7.939420822167253533e-12
6.901600000000000534e+01 1.035480121786003238e-11 7.711415707378765916e-12
6.928100000000000591e+01 1.058280546528678201e-11 7.590924416822630860e-12
6.954699999999999704e+01 1.044748489109625922e-11 7.881957239663783810e-12
6.982800000000000296e+01 1.042894850339370905e-11 8.024692021990631474e-12
7.009399999999999409e+01 1.061431931931311468e-11 8.024689419905417509e-12
7.035999999999999943e+01 1.068846833957026732e-11 8.139620921721046898e-12
7.062500000000000000e+01 1.053831587966014283e-11 7.937568137494910303e-12
7.090600000000000591e+01 1.032513918114430496e-11 7.755905293005405099e-12
7.117199999999999704e+01 1.085900726977007125e-11 7.854149622343875592e-12
7.143800000000000239e+01 1.048641295325891676e-11 8.185964059381767299e-12
7.170300000000000296e+01 1.062173179272596357e-11 8.009864473079719716e-12
7.198499999999999943e+01 1.037519029023492578e-11 7.854150489705613580e-12
7.225000000000000000e+01 1.047899701039911591e-11 8.122937218690839956e-12
7.251600000000000534e+01 1.056797618165239427e-11 8.098840174886046128e-12
7.279699999999999704e+01 1.064397962130536612e-11 8.109962354452271427e-12
7.306300000000000239e+01 1.081451941886690804e-11 7.972788228227667418e-12
7.334399999999999409e+01 1.091276635029059250e-11 8.300893826473920711e-12
7.360999999999999943e+01 1.085159392899548436e-11 7.946835897665316395e-12
7.387500000000000000e+01 1.073666155981811698e-11 7.755028390288298823e-12
7.415600000000000591e+01 1.048455940122483554e-11 8.156304624751253840e-12
7.442199999999999704e+01 1.083491022596527742e-11 8.095133070817883691e-12
7.468800000000000239e+01 1.032699533526360014e-11 8.068070517230907512e-12
7.495300000000000296e+01 1.074037126597149339e-11 7.742928694043360593e-12
7.523499999999999943e+01 1.069032015688087256e-11 8.226745673578506057e-12
7.550000000000000000e+01 1.102398814595284549e-11 8.217475311322886000e-12
7.576600000000000534e+01 1.104559065739918466e-11 7.792978068410505443e-12
7.604699999999999704e+01 1.084417885349742150e-11 8.048789065795425302e-12
7.631300000000000239e+01 1.101101241435253897e-11 8.210059368463085150e-12
7.657800000000000296e+01 1.053831674702188081e-11 7.957958944593279682e-12
7.685999999999999943e+01 1.098876632049661239e-11 8.058967555790719217e-12
7.712500000000000000e+01 1.106476976014958424e-11 8.087719730043296806e-12
7.740600000000000591e+01 1.098506095115192593e-11 8.254550688813200310e-12
7.767199999999999704e+01 1.097208261746640545e-11 8.287918962235352183e-12
7.793800000000000239e+01 1.079041977297690025e-11 7.898639207970514775e-12
7.820300000000000296e+01 1.076261302301873002e-11 7.941275241563072740e-12
7.848499999999999943e+01 1.060504982441923261e-11 8.061765664757469807e-12
7.875000000000000000e+01 1.074407663531617985e-11 8.130350559465426841e-12
7.901600000000000534e+01 1.120565012308061270e-11 8.349088781445246354e-12
7.928100000000000591e+01 1.072183227618372925e-11 8.122938953414315932e-12
7.956300000000000239e+01 1.069959051913649262e-11 7.846736281569288707e-12
7.982800000000000296e+01 1.125569949744775755e-11 8.048789933157163290e-12
8.009399999999999409e+01 1.088866670440058471e-11 7.932008348754404636e-12
8.037500000000000000e+01 1.084788595756558394e-11 8.052496169863587738e-12
8.064100000000000534e+01 1.072924735168179211e-11 8.071035159651351876e-12
8.090600000000000591e+01 1.109072209071193527e-11 8.245283796004532206e-12
8.117199999999999704e+01 1.082934783513955779e-11 8.111817641209828622e-12
8.145300000000000296e+01 1.110201080373185434e-11 8.172986593057984805e-12
8.173499999999999943e+01 1.127980001069950333e-11 8.357448413875978588e-12
8.200000000000000000e+01 1.124643260463908945e-11 8.045083696450738842e-12
8.228100000000000591e+01 1.091461903496293573e-11 8.020985785284207026e-12
8.254699999999999704e+01 1.114077319980255609e-11 7.911614939570821292e-12
8.281300000000000239e+01 1.097764240620691112e-11 8.241574957212893793e-12
8.309399999999999409e+01 1.112408689468713519e-11 8.348348921882742246e-12
8.335999999999999943e+01 1.121306606594041355e-11 8.180401668556047667e-12
8.362500000000000000e+01 1.111296384775917190e-11 8.089570679992164060e-12
8.389100000000000534e+01 1.109442832741835971e-11 8.356505591666785193e-12
8.417199999999999704e+01 1.101657393781652061e-11 8.187818478777586506e-12
8.443800000000000239e+01 1.088496133505589825e-11 8.323139052968109297e-12
8.470300000000000296e+01 1.099618139599467526e-11 8.323138185606371309e-12
8.498499999999999943e+01 1.116857821503725035e-11 8.121085401380234714e-12
8.525000000000000000e+01 1.144663270419288281e-11 8.286063675477794988e-12
8.551600000000000534e+01 1.143180255319675709e-11 8.135912082929408484e-12
8.578100000000000591e+01 1.132614054627500977e-11 8.134061132980541231e-12
8.606300000000000239e+01 1.058836438666554969e-11 8.211915522582380333e-12
8.632800000000000296e+01 1.121306519857867556e-11 8.128500476878297576e-12
8.659399999999999409e+01 1.130945684324480283e-11 8.247136480676875436e-12
8.685999999999999943e+01 1.147629127146165828e-11 8.206353131756660702e-12
8.714100000000000534e+01 1.085715285037425204e-11 8.413870294932124239e-12
8.740600000000000591e+01 1.118340663130990009e-11 8.349091383530460320e-12
8.767199999999999704e+01 1.119082083944622497e-11 8.122939820776053921e-12
8.796899999999999409e+01 1.119452707615264941e-11 8.406588793141711591e-12
8.823499999999999943e+01 1.115374806404112462e-11 8.026544706662974704e-12
8.850000000000000000e+01 1.127608943718438894e-11 8.187817611415848518e-12
8.878100000000000591e+01 1.108886767131611606e-11 8.393848116572399931e-12
8.906300000000000239e+01 1.158380683041748682e-11 8.447336580230668801e-12
8.932800000000000296e+01 1.139843601449808119e-11 8.501095660751190053e-12
8.959399999999999409e+01 1.159678256201779334e-11 8.176695431849623219e-12
8.987500000000000000e+01 1.116486850888387394e-11 8.368370232880728565e-12
9.014100000000000534e+01 1.140029043389390040e-11 8.514070524989758582e-12
9.042199999999999704e+01 1.149482765916420846e-11 8.241574957212893793e-12
9.068800000000000239e+01 1.090720309210313488e-11 8.473287176069543847e-12
9.095300000000000296e+01 1.161346713240973827e-11 8.469582674086595375e-12
9.121899999999999409e+01 1.131687278610460368e-11 8.126646924844216358e-12
9.150000000000000000e+01 1.130389618714255917e-11 8.230454512370144471e-12
9.176600000000000534e+01 1.152819506522462234e-11 8.167425069594003162e-12
9.203100000000000591e+01 1.153746282539502843e-11 8.692026265411101349e-12
9.231300000000000239e+01 1.145033980826104525e-11 8.009861870994505750e-12
9.257800000000000296e+01 1.126311457294582041e-11 8.388018578331379871e-12
9.284399999999999409e+01 1.172653987802085851e-11 8.579489549354057942e-12
9.310999999999999943e+01 1.131687278610460368e-11 8.165573252283397920e-12
9.339100000000000534e+01 1.176361612287291081e-11 8.208208418514217897e-12
9.365600000000000591e+01 1.144848452150348805e-11 8.425091353736480215e-12
9.392199999999999704e+01 1.166722274348330757e-11 8.377467990150488930e-12
9.420300000000000296e+01 1.183034920027026260e-11 8.252696269417381103e-12
9.446899999999999409e+01 1.148185366228737792e-11 8.484411090359245122e-12
9.475000000000000000e+01 1.113841224115175166e-11 8.202646895050236253e-12
9.501600000000000534e+01 1.159863524669013657e-11 8.282357438771370539e-12
9.529699999999999704e+01 1.156341602331911744e-11 8.512216105593939375e-12
9.557800000000000296e+01 1.133726619528818702e-11 8.369480455905353722e-12
9.584399999999999409e+01 1.162273489258014436e-11 8.412116489497911687e-12
9.610999999999999943e+01 1.169688391283729700e-11 8.278649467341470114e-12
9.639100000000000534e+01 1.154487790089309129e-11 8.182257822675342851e-12
9.665600000000000591e+01 1.171542030053984718e-11 8.451044551660569226e-12
9.692199999999999704e+01 1.163570802209523691e-11 8.102547278954208565e-12
9.718800000000000239e+01 1.138360673086369346e-11 8.517778496419659007e-12
9.746899999999999409e+01 1.163014910071646923e-11 8.478849566895263479e-12
9.773499999999999943e+01 1.125940660151591999e-11 8.729099908177939682e-12
9.800000000000000000e+01 1.166537005881096434e-11 8.647535812422724177e-12
9.828100000000000591e+01 1.147073061535941463e-11 8.439920637370867951e-12
9.854699999999999704e+01 1.162088047318432515e-11 8.360211828373209642e-12
9.881300000000000239e+01 1.166351563941514513e-11 8.400994309931686388e-12
9.907800000000000296e+01 1.163014649863125527e-11 8.404702281361586813e-12
9.935999999999999943e+01 1.164868809050423337e-11 8.321285500934028079e-12
9.964100000000000534e+01 1.118711547010153851e-11 8.438067085336786732e-12
9.990600000000000591e+01 1.160605118954993742e-11 8.575242946284866719e-12
1.001880000000000024e+02 1.147258416739349585e-11 8.658659726712425453e-12
1.004530000000000030e+02 1.173024871681249692e-11 8.419531564995974549e-12
1.007189999999999941e+02 1.169132065464983938e-11 8.295331435648201079e-12
1.010000000000000000e+02 1.171356848322924193e-11 8.406555833395668031e-12
1.012660000000000053e+02 1.139503161967647671e-11 8.514069657628020593e-12
1.015469999999999970e+02 1.158751480184738725e-11 8.840322571201930657e-12
1.018130000000000024e+02 1.165424874660647703e-11 8.460311444469237330e-12
1.020780000000000030e+02 1.206576939055681308e-11 8.645683995112118936e-12
1.023599999999999994e+02 1.207503715072721917e-11 8.250844452106775861e-12
1.026410000000000053e+02 1.173766465967229777e-11 8.823638000809985726e-12
1.029060000000000059e+02 1.164497751698911898e-11 8.488117327065669571e-12
1.031719999999999970e+02 1.167834492304953287e-11 8.565973451390984650e-12
1.034380000000000024e+02 1.152634151319054112e-11 8.756905790774371923e-12
1.037189999999999941e+02 1.213806312405640853e-11 8.519629446368526260e-12
1.039849999999999994e+02 1.184888732269628875e-11 8.491824431133832007e-12
1.042500000000000000e+02 1.221406743107111836e-11 8.695971026595472608e-12
1.045160000000000053e+02 1.182478767680628096e-11 8.308310636695459550e-12
