Start time (s) =
1552316800
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 1.465937500000000000e+03 3.901141909512517714e-11 2.842228535859803173e-11
1.500000000000000000e+00 1.465468750000000000e+03 3.779300136730334714e-11 2.798197437647864660e-11
2.984999999999999876e+00 1.465000000000000000e+03 3.793733036050461749e-11 2.842904557598391335e-11
4.485000000000000320e+00 1.477500000000000000e+03 3.815350119173999133e-11 2.781362119785857345e-11
5.969000000000000306e+00 1.467031250000000000e+03 3.780897123162318962e-11 2.791618672337570217e-11
7.453999999999999737e+00 1.467343750000000000e+03 3.708922752254650845e-11 2.770919257932824564e-11
8.954000000000000625e+00 1.466718750000000000e+03 3.715187879560488682e-11 2.749169468463374955e-11
1.043800000000000061e+01 1.465156250000000000e+03 3.704501982948471550e-11 2.766223534955702945e-11
1.192200000000000060e+01 1.467812500000000000e+03 3.644134299873869054e-11 2.757078246262700816e-11
1.342200000000000060e+01 1.467343750000000000e+03 3.658874592193939179e-11 2.711669257193793925e-11
1.490700000000000003e+01 1.466406250000000000e+03 3.630808501076110417e-11 2.742128572819080290e-11
1.639099999999999824e+01 1.465000000000000000e+03 3.583032481824233173e-11 2.706657120654654136e-11
1.789099999999999824e+01 1.467343750000000000e+03 3.598507603008727074e-11 2.707090107634257947e-11
1.937500000000000000e+01 1.466718750000000000e+03 3.522972191749573767e-11 2.687069490525662019e-11
2.085999999999999943e+01 1.467343750000000000e+03 3.556624092460047848e-11 2.696771105037409910e-11
2.235999999999999943e+01 1.464843750000000000e+03 3.535804288246069405e-11 2.653394171048262251e-11
2.384400000000000119e+01 1.466875000000000000e+03 3.552140873108733388e-11 2.658486798756687364e-11
2.532900000000000063e+01 1.464843750000000000e+03 3.501722870002943466e-11 2.645529975642268994e-11
2.682900000000000063e+01 1.467343750000000000e+03 3.467455836347888010e-11 2.643871233054539971e-11
2.832900000000000063e+01 1.466875000000000000e+03 3.430424000416820718e-11 2.616690544798849771e-11
2.981299999999999883e+01 1.466093750000000000e+03 3.392410657943045749e-11 2.633620578562645420e-11
3.129700000000000060e+01 1.465000000000000000e+03 3.442768986561262068e-11 2.623734736417748792e-11
3.279699999999999704e+01 1.467187500000000000e+03 3.416483068674480705e-11 2.581231409171103053e-11
3.428199999999999648e+01 1.472031250000000000e+03 3.377488913547388449e-11 2.584745438516389271e-11
3.576599999999999824e+01 1.465000000000000000e+03 3.394805270229284133e-11 2.571159951614276906e-11
3.726599999999999824e+01 1.465000000000000000e+03 3.330570194637338943e-11 2.580852545563949718e-11
3.875000000000000000e+01 1.467187500000000000e+03 3.282301166973589091e-11 2.553726327625405190e-11
4.023499999999999943e+01 1.467031250000000000e+03 3.297715225891728608e-11 2.558237822969378072e-11
4.173499999999999943e+01 1.466406250000000000e+03 3.335789977576553156e-11 2.559349260300436413e-11
4.321900000000000119e+01 1.467031250000000000e+03 3.326271896808563611e-11 2.538216858916086949e-11
4.470400000000000063e+01 1.467031250000000000e+03 3.257981384674479841e-11 2.513802187242841768e-11
4.620400000000000063e+01 1.466093750000000000e+03 3.254419650433604261e-11 2.545200335213326781e-11
4.768800000000000239e+01 1.465000000000000000e+03 3.238206924827125022e-11 2.528454876027375064e-11
4.917199999999999704e+01 1.467343750000000000e+03 3.186562819168514693e-11 2.472102036965573291e-11
5.067199999999999704e+01 1.466406250000000000e+03 3.228319347958752417e-11 2.530061229966129588e-11
5.217199999999999704e+01 1.465312500000000000e+03 3.177963101008707270e-11 2.524252681879168847e-11
5.365699999999999648e+01 1.467187500000000000e+03 3.149223243292809116e-11 2.485757259751419923e-11
5.514099999999999824e+01 1.465000000000000000e+03 3.143696761243042204e-11 2.472843631251553376e-11
5.664099999999999824e+01 1.464843750000000000e+03 3.137371612504935570e-11 2.453503025745540356e-11
5.812500000000000000e+01 1.467343750000000000e+03 3.141238658077583068e-11 2.474253787965174922e-11
5.960999999999999943e+01 1.467031250000000000e+03 3.091743180916317613e-11 2.453618905273735606e-11
6.110999999999999943e+01 1.467343750000000000e+03 3.100340470463258669e-11 2.428440781798713033e-11
6.259400000000000119e+01 1.465000000000000000e+03 3.108200155588214386e-11 2.462647620549152094e-11
6.409399999999999409e+01 1.465937500000000000e+03 3.045131508061516001e-11 2.463760272186643618e-11
6.557899999999999352e+01 1.465000000000000000e+03 3.081117999625959669e-11 2.469708985930463285e-11
6.707899999999999352e+01 1.466718750000000000e+03 3.076818314018403555e-11 2.379680480446566548e-11
6.856300000000000239e+01 1.465781250000000000e+03 2.989921157880992553e-11 2.394307842268350583e-11
7.004699999999999704e+01 1.466406250000000000e+03 3.025358089048246768e-11 2.399148588128063864e-11
7.154699999999999704e+01 1.465000000000000000e+03 3.016390609511532261e-11 2.371012934598848432e-11
7.303199999999999648e+01 1.464843750000000000e+03 3.021917785450689564e-11 2.423534636863955427e-11
7.451600000000000534e+01 1.465625000000000000e+03 3.007055368597910672e-11 2.717134503504858856e-11
7.601600000000000534e+01 1.470937500000000000e+03 3.053667388397407478e-11 2.660809246546325113e-11
7.750000000000000000e+01 1.484687500000000000e+03 3.095672329589405081e-11 2.559411189928528785e-11
7.898499999999999943e+01 1.500312500000000000e+03 3.343406107525481730e-11 2.610017410531462190e-11
8.048499999999999943e+01 1.522500000000000000e+03 3.643460880220494857e-11 2.816829582086288752e-11
8.198499999999999943e+01 1.544375000000000000e+03 3.930680086972060394e-11 3.031364742556164060e-11
8.346899999999999409e+01 1.570312500000000000e+03 3.874734560982417975e-11 2.994168454839574167e-11
8.495399999999999352e+01 1.595468750000000000e+03 3.972807152696766764e-11 3.094268938297339844e-11
8.645399999999999352e+01 1.612500000000000000e+03 3.884928490016648084e-11 3.015855620791541014e-11
8.793800000000000239e+01 1.662187500000000000e+03 3.814857110762126524e-11 2.962530221140013964e-11
8.942199999999999704e+01 1.683437500000000000e+03 3.685343002990393302e-11 2.885168666477699873e-11
9.092199999999999704e+01 1.701250000000000000e+03 3.609499851786601710e-11 2.964507458957932329e-11
9.240699999999999648e+01 1.726875000000000000e+03 3.549438867822551913e-11 2.894366343819676501e-11
9.390699999999999648e+01 1.754218750000000000e+03 3.540411019908873413e-11 2.896106791883124032e-11
9.539100000000000534e+01 1.783437500000000000e+03 3.461743738886191579e-11 2.822020395143454152e-11
9.687500000000000000e+01 1.809062500000000000e+03 3.418388488940493630e-11 2.846834920577911987e-11
9.837500000000000000e+01 1.829218750000000000e+03 3.347028210143321303e-11 2.823193935574952462e-11
9.985999999999999943e+01 1.860312500000000000e+03 3.308032320292753070e-11 2.811523062973275700e-11
1.013599999999999994e+02 1.883281250000000000e+03 3.280028679220059473e-11 2.825974350362248089e-11
1.028439999999999941e+02 1.911875000000000000e+03 3.250981428504218229e-11 2.806262860977071227e-11
1.043439999999999941e+02 1.945156250000000000e+03 3.253866967534158050e-11 2.791000763835427279e-11
1.058289999999999935e+02 1.964062500000000000e+03 3.263878056714020204e-11 2.751887953622578209e-11
1.073289999999999935e+02 1.993593750000000000e+03 3.276834706356090976e-11 2.837652335330176356e-11
1.088130000000000024e+02 2.019843750000000000e+03 3.246682089841357310e-11 2.820104740008932964e-11
1.102969999999999970e+02 2.042968750000000000e+03 3.288810890289539657e-11 2.825047314136686083e-11
1.117969999999999970e+02 2.062187500000000000e+03 3.265044831723962204e-11 2.834674855956009765e-11
1.132819999999999965e+02 2.098437500000000000e+03 3.256201905332822832e-11 2.796108657110440987e-11
1.147819999999999965e+02 2.123750000000000000e+03 3.248892127549751763e-11 2.817541339128482036e-11
1.162660000000000053e+02 2.150156250000000000e+03 3.255464994800227885e-11 2.821216697757034098e-11
1.177500000000000000e+02 2.200156250000000000e+03 3.250429092549467214e-11 2.820969326189359805e-11
1.192500000000000000e+02 2.193437500000000000e+03 3.254849514910951314e-11 2.801636179994293485e-11
1.207349999999999994e+02 2.223125000000000000e+03 3.255463953966142299e-11 2.770672059837497869e-11
1.222349999999999994e+02 2.247500000000000000e+03 3.238945570083195946e-11 2.848922486808902477e-11
1.237189999999999941e+02 2.272187500000000000e+03 3.236856963018119870e-11 2.784080431472713002e-11
1.252189999999999941e+02 2.298593750000000000e+03 3.260132441784691082e-11 2.805522307525176728e-11
1.267039999999999935e+02 2.324218750000000000e+03 3.322032926522666685e-11 2.756027524253301664e-11
1.282040000000000077e+02 2.350937500000000000e+03 3.274500115502121389e-11 2.774194589327816374e-11
1.296879999999999882e+02 2.378125000000000000e+03 3.311716526011032613e-11 2.755224347283924402e-11
1.311879999999999882e+02 2.400000000000000000e+03 3.270448842296325154e-11 2.750405285467660832e-11
1.326719999999999970e+02 2.427812500000000000e+03 3.295995074092950006e-11 2.776642110680072051e-11
1.341570000000000107e+02 2.456875000000000000e+03 3.289424982400035447e-11 2.809785737412084927e-11
1.356570000000000107e+02 2.482968750000000000e+03 3.349669153163148394e-11 2.818559448336532824e-11
1.371409999999999911e+02 2.505781250000000000e+03 3.303548753996743415e-11 2.910256063914928859e-11
1.386250000000000000e+02 2.532343750000000000e+03 3.344202345600955084e-11 2.934043979996303619e-11
1.401250000000000000e+02 2.546093750000000000e+03 3.331123224481480349e-11 3.066993881084556506e-11
1.416100000000000136e+02 2.583750000000000000e+03 3.371040599442487462e-11 3.156861577702230193e-11
1.430939999999999941e+02 2.603125000000000000e+03 3.351880578650323628e-11 3.309627225056566147e-11
1.445939999999999941e+02 2.628125000000000000e+03 3.355625846634957554e-11 3.298881653956975413e-11
1.460939999999999941e+02 2.655000000000000000e+03 3.435705886456474900e-11 3.113420632416818989e-11
1.475790000000000077e+02 2.676093750000000000e+03 3.438714243908513879e-11 2.990645231459865272e-11
1.490790000000000077e+02 2.703750000000000000e+03 3.436504900089509817e-11 2.858502670677331992e-11
1.505629999999999882e+02 2.729218750000000000e+03 3.446699523013130317e-11 2.805830741359205405e-11
1.520629999999999882e+02 2.747968750000000000e+03 3.491650371612031734e-11 2.803171583742880557e-11
1.535469999999999970e+02 2.779687500000000000e+03 3.476298762739027381e-11 2.818312597185901325e-11
1.550469999999999970e+02 2.800781250000000000e+03 3.455972313881616742e-11 2.814048820354297931e-11
1.565320000000000107e+02 2.822968750000000000e+03 3.475991716683779487e-11 2.780867203178161162e-11
1.580320000000000107e+02 2.840468750000000000e+03 3.533165773839108681e-11 2.778642767264916102e-11
1.595159999999999911e+02 2.872968750000000000e+03 3.505099682721279919e-11 2.793534153999743808e-11
