Start time (s) =
1547808943
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 2.099843750000000000e+03 2.206193908116382829e-11 3.718197624791308442e-11
6.570000000000000284e-01 2.099843750000000000e+03 2.160995167532764327e-11 3.779055887664917179e-11
1.312999999999999945e+00 2.100156250000000000e+03 2.117361320996824503e-11 3.739076409603470097e-11
1.953999999999999959e+00 2.100000000000000000e+03 2.173462104737566847e-11 3.700019110541852285e-11
2.609999999999999876e+00 2.100000000000000000e+03 2.153073379307368640e-11 3.670296705449160868e-11
3.266000000000000014e+00 2.100312500000000000e+03 2.191094007619742712e-11 3.759832375993532594e-11
3.922000000000000153e+00 2.100312500000000000e+03 2.141344219996899056e-11 3.719119109901747322e-11
4.562999999999999723e+00 2.100000000000000000e+03 2.160443005050360910e-11 3.673183285313186275e-11
5.219000000000000306e+00 2.100468750000000000e+03 2.173707568109417565e-11 3.742209320201084211e-11
5.860000000000000320e+00 2.100000000000000000e+03 2.188876684072749157e-11 3.654514191264723877e-11
6.516000000000000014e+00 2.100312500000000000e+03 2.144536805082086772e-11 3.648003080169992529e-11
7.171999999999999709e+00 2.099843750000000000e+03 2.115529799950888190e-11 3.696764769300919795e-11
7.828999999999999737e+00 2.100312500000000000e+03 2.178436424304930341e-11 3.662743719434757850e-11
8.468999999999999417e+00 2.100000000000000000e+03 2.144169390649874885e-11 3.729066361257693529e-11
9.125000000000000000e+00 2.100000000000000000e+03 2.121508177466147060e-11 3.638361834035208631e-11
9.782000000000000028e+00 2.100000000000000000e+03 2.105172633437568663e-11 3.714330232273965748e-11
1.042200000000000060e+01 2.100156250000000000e+03 2.141896729423997670e-11 3.647021226682589656e-11
1.107900000000000063e+01 2.100000000000000000e+03 2.180533878459733899e-11 3.657399383349968502e-11
1.173499999999999943e+01 2.099843750000000000e+03 2.125991223345113923e-11 3.681840943237091324e-11
1.239100000000000001e+01 2.099843750000000000e+03 2.131456643128526451e-11 3.731951553342938155e-11
1.303200000000000003e+01 2.100000000000000000e+03 2.167594749524770492e-11 3.712915391806959065e-11
1.368800000000000061e+01 2.100312500000000000e+03 2.179419318626418800e-11 3.637933010391947164e-11
1.432900000000000063e+01 2.099843750000000000e+03 2.154669671849962498e-11 3.733609948985971982e-11
1.498499999999999943e+01 2.100312500000000000e+03 2.146318019147219758e-11 3.623562908061650489e-11
