Start time (s) =
1547808386
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 2.099843750000000000e+03 2.281852484742330489e-11 3.806384027416065408e-11
6.410000000000000142e-01 2.099687500000000000e+03 2.231802936902838042e-11 3.797047745668358232e-11
1.296999999999999931e+00 2.099687500000000000e+03 2.237022719842052254e-11 3.718073071645733307e-11
1.937000000000000055e+00 2.100312500000000000e+03 2.207817609289897121e-11 3.754122013255312140e-11
2.593999999999999861e+00 2.100000000000000000e+03 2.197903491152342070e-11 3.864969108646754137e-11
3.250000000000000000e+00 2.100000000000000000e+03 2.249243326313266067e-11 3.767448158997765972e-11
3.891000000000000014e+00 2.100156250000000000e+03 2.218046406265994364e-11 3.749700897004437650e-11
4.546999999999999709e+00 2.099843750000000000e+03 2.183103524344698343e-11 3.798276276834045007e-11
5.187000000000000277e+00 2.099843750000000000e+03 2.222038004984216997e-11 3.763519010324678504e-11
5.844000000000000306e+00 2.100156250000000000e+03 2.250839792328207523e-11 3.778932028408732435e-11
6.500000000000000000e+00 2.100312500000000000e+03 2.218046232793646766e-11 3.812954119108979967e-11
7.155999999999999694e+00 2.099843750000000000e+03 2.199377312217531966e-11 3.778563573142434961e-11
7.796999999999999709e+00 2.099843750000000000e+03 2.245251380650348239e-11 3.815655777450466246e-11
8.452999999999999403e+00 2.100312500000000000e+03 2.248813635308266612e-11 3.782679031116842339e-11
9.093999999999999417e+00 2.099687500000000000e+03 2.227995392345416548e-11 3.816946064771897795e-11
9.750000000000000000e+00 2.100156250000000000e+03 2.213071739753935674e-11 3.836782280774997389e-11
1.040600000000000058e+01 2.099843750000000000e+03 2.207361203543367623e-11 3.794346087326871952e-11
1.106199999999999939e+01 2.100000000000000000e+03 2.250778383117157944e-11 3.739200615804350036e-11
1.170299999999999940e+01 2.100156250000000000e+03 2.212642569165979012e-11 3.793119290884661154e-11
1.235899999999999999e+01 2.099843750000000000e+03 2.196183859770606261e-11 3.791214217563343425e-11
1.301600000000000001e+01 2.100000000000000000e+03 2.212822459990437807e-11 3.809514162456117958e-11
1.365600000000000058e+01 2.100000000000000000e+03 2.185928174580631378e-11 3.730294892423380304e-11
1.432799999999999940e+01 2.100000000000000000e+03 2.210615891728995308e-11 3.823025229721110918e-11
1.496899999999999942e+01 2.100000000000000000e+03 2.190544620694900857e-11 3.839360773749689315e-11
1.562500000000000000e+01 2.099843750000000000e+03 2.214852953819068659e-11 3.748227769828638145e-11
1.626599999999999824e+01 2.100625000000000000e+03 2.226153116013929179e-11 3.823884264786414633e-11
1.692200000000000060e+01 2.100625000000000000e+03 2.193473527811740098e-11 3.847651017241382476e-11
1.756200000000000117e+01 2.099843750000000000e+03 2.226090492496446416e-11 3.811051127455833409e-11
1.821900000000000119e+01 2.100468750000000000e+03 2.211721257527887730e-11 3.789987074176437432e-11
1.887500000000000000e+01 2.100000000000000000e+03 2.174015134581708253e-11 3.855205044089871080e-11
1.951599999999999824e+01 2.099843750000000000e+03 2.265209894658504197e-11 3.790109545653841394e-11
2.017200000000000060e+01 2.100000000000000000e+03 2.188323654228607751e-11 3.790231670186550161e-11
2.081200000000000117e+01 2.100000000000000000e+03 2.187401822173473676e-11 3.747122057085050528e-11
2.146900000000000119e+01 2.099843750000000000e+03 2.184822982254086554e-11 3.809699777868047477e-11
2.212500000000000000e+01 2.100312500000000000e+03 2.217002623150499119e-11 3.842554052724267422e-11
