Start time (s) =
1547811064
'Reltime', '44.00[A]'
0.000000000000000000e+00 2.048119659980862650e-11
1.400000000000000133e-01 2.047404780436412608e-11
2.810000000000000275e-01 1.976977088979925412e-11
4.060000000000000275e-01 1.938009301649668004e-11
5.310000000000000275e-01 2.034534866968140676e-11
6.710000000000000409e-01 2.042042056282777907e-11
7.960000000000000409e-01 2.035606926076294343e-11
9.370000000000000551e-01 2.007722113561705157e-11
1.062000000000000055e+00 1.981267233608363654e-11
1.187000000000000055e+00 2.014514770276587541e-11
1.328000000000000069e+00 1.994494500112686808e-11
1.453000000000000069e+00 2.083512008754784262e-11
1.577999999999999847e+00 2.057772181818240398e-11
1.717999999999999972e+00 1.978407021541173094e-11
1.842999999999999972e+00 1.975547156418677730e-11
1.967999999999999972e+00 1.935864663016317877e-11
2.108999999999999986e+00 1.974116876912734853e-11
2.250000000000000000e+00 2.035607099548641941e-11
2.375000000000000000e+00 1.975904682927076550e-11
2.515000000000000124e+00 2.051337225084104432e-11
2.640000000000000124e+00 2.060632220413083360e-11
2.765000000000000124e+00 1.881882150112090812e-11
2.906000000000000139e+00 2.041684703246726684e-11
3.031000000000000139e+00 2.031317128392551297e-11
3.156000000000000139e+00 1.997712238688276187e-11
3.295999999999999819e+00 1.982723533966446183e-11
3.420999999999999819e+00 2.094237110117358469e-11
3.546000000000000263e+00 2.049907119050509152e-11
3.687000000000000277e+00 1.968397146667744124e-11
3.827999999999999847e+00 1.878307058500450211e-11
3.952999999999999847e+00 2.090304491997319047e-11
4.078000000000000291e+00 1.987702190342499620e-11
4.217999999999999972e+00 1.980194307138471999e-11
4.342999999999999972e+00 1.996997012199130950e-11
4.467999999999999972e+00 2.002359562880418054e-11
4.608999999999999986e+00 2.051337225084104432e-11
4.733999999999999986e+00 1.948019349995444571e-11
4.858999999999999986e+00 2.032032181409348937e-11
5.000000000000000000e+00 1.813599270761301341e-11
5.125000000000000000e+00 2.033461767025901423e-11
5.250000000000000000e+00 2.034534693495793078e-11
5.389999999999999680e+00 2.037037205582237220e-11
5.514999999999999680e+00 1.960174557391614059e-11
5.655999999999999694e+00 2.133562250483667100e-11
5.780999999999999694e+00 2.027742210253258293e-11
5.905999999999999694e+00 1.967324567142547664e-11
6.046000000000000263e+00 2.046689553947267370e-11
6.187000000000000277e+00 2.073859660389754112e-11
6.312000000000000277e+00 1.927641900267840214e-11
6.437000000000000277e+00 2.031317301864898894e-11
6.578000000000000291e+00 1.979122074557970734e-11
6.703000000000000291e+00 1.973044470859885990e-11
6.828000000000000291e+00 2.006292354472805073e-11
6.967999999999999972e+00 2.012369437753847023e-11
7.092999999999999972e+00 2.032389534445400159e-11
7.217999999999999972e+00 2.035249573040243121e-11
7.358999999999999986e+00 1.963749649003254660e-11
7.483999999999999986e+00 2.042399756263524324e-11
7.608999999999999986e+00 1.975189282965583715e-11
7.750000000000000000e+00 2.012727137734593441e-11
7.875000000000000000e+00 1.980552007119218416e-11
8.000000000000000000e+00 1.970541958773441849e-11
8.125000000000000000e+00 1.964464702020052300e-11
8.265000000000000568e+00 1.969826905756644209e-11
8.406000000000000583e+00 2.044902094877620868e-11
8.531000000000000583e+00 1.996997012199130950e-11
8.656000000000000583e+00 1.974116876912734853e-11
8.795999999999999375e+00 2.055627022767847478e-11
8.936999999999999389e+00 1.979836954102420776e-11
9.061999999999999389e+00 1.984126925258511420e-11
9.186999999999999389e+00 2.053482210662149754e-11
9.327999999999999403e+00 2.005577648400702628e-11
9.452999999999999403e+00 1.935864663016317877e-11
9.577999999999999403e+00 1.973759523876683630e-11
9.717999999999999972e+00 1.932646750968380900e-11
9.858999999999999986e+00 1.975679515819894760e-11
9.983999999999999986e+00 1.943371678858607510e-11
1.010899999999999999e+01 2.034177340459741856e-11
1.023399999999999999e+01 2.001644509863620414e-11
1.037500000000000000e+01 2.033104760934545396e-11
1.050000000000000000e+01 1.924424508636946030e-11
1.062500000000000000e+01 2.001287156827569191e-11
1.076500000000000057e+01 1.929071832829087896e-11
1.089000000000000057e+01 2.073501960409007694e-11
1.101500000000000057e+01 2.127484646785582356e-11
1.115600000000000058e+01 2.000571930338423954e-11
1.128100000000000058e+01 1.955884412763175817e-11
1.140600000000000058e+01 2.035964626057040761e-11
1.154599999999999937e+01 1.963034595986457020e-11
1.167099999999999937e+01 1.987344663834100800e-11
1.179599999999999937e+01 1.978407021541173094e-11
1.193699999999999939e+01 1.959817030883215239e-11
1.206199999999999939e+01 1.971614364826290711e-11
1.218699999999999939e+01 2.031317301864898894e-11
1.232799999999999940e+01 1.963034422514109423e-11
1.245299999999999940e+01 2.003789668914013333e-11
1.257799999999999940e+01 1.998069418251979812e-11
1.271799999999999997e+01 1.941942266714402621e-11
1.284299999999999997e+01 1.949449282556692253e-11
1.296799999999999997e+01 2.010224625648149299e-11
1.309299999999999997e+01 1.994137147076635586e-11
1.323399999999999999e+01 1.991634634990191444e-11
1.335899999999999999e+01 1.934434556982722597e-11
1.348399999999999999e+01 2.032747407898494174e-11
1.362500000000000000e+01 1.951952141587831591e-11
1.375000000000000000e+01 2.048477013016913872e-11
1.387500000000000000e+01 1.962677069478058201e-11
1.401500000000000057e+01 2.078507158054243575e-11
1.414000000000000057e+01 2.038466964671137305e-11
1.426500000000000057e+01 1.821822033509779004e-11
1.440600000000000058e+01 1.919776837500108968e-11
1.453100000000000058e+01 1.981982113152813696e-11
1.465600000000000058e+01 1.990919755445741401e-11
1.479599999999999937e+01 2.105677264496730317e-11
1.492099999999999937e+01 2.102459699393488535e-11
1.504599999999999937e+01 2.025597224675212971e-11
1.518699999999999939e+01 2.019876974013179449e-11
1.531199999999999939e+01 1.866509551085027141e-11
1.543699999999999939e+01 1.961604489952861741e-11
1.557799999999999940e+01 1.925139561653743669e-11
1.570299999999999940e+01 2.032032007937001339e-11
1.582799999999999940e+01 1.950522035554236311e-11
1.595299999999999940e+01 1.970118512772955910e-11
1.609299999999999997e+01 1.986987310798049577e-11
1.621799999999999997e+01 2.002359389408070456e-11
1.634299999999999997e+01 1.952309494623882813e-11
1.648400000000000176e+01 1.974474403421133673e-11
1.662500000000000000e+01 1.996996838726783352e-11
1.675000000000000000e+01 1.963392122494855840e-11
1.687500000000000000e+01 2.063492085535578724e-11
1.701500000000000057e+01 1.913699407274371822e-11
1.714000000000000057e+01 1.964107002039305883e-11
1.726500000000000057e+01 1.989847002448197344e-11
1.740599999999999881e+01 1.979837301047115972e-11
1.753099999999999881e+01 1.971614364826290711e-11
1.765599999999999881e+01 1.937652122085964379e-11
1.779599999999999937e+01 1.931574518387879635e-11
1.792099999999999937e+01 1.933719503965924957e-11
1.804599999999999937e+01 2.028814442833759557e-11
1.818700000000000117e+01 1.948734403012242211e-11
1.831200000000000117e+01 1.930501938862683176e-11
1.845299999999999940e+01 1.898684161283359373e-11
1.857799999999999940e+01 1.915129513307967102e-11
1.870299999999999940e+01 1.885814594759782636e-11
1.884299999999999997e+01 1.908337203537779914e-11
1.898400000000000176e+01 1.994136973604287988e-11
1.910900000000000176e+01 1.993779447095889168e-11
1.923400000000000176e+01 1.941942093242055023e-11
1.937500000000000000e+01 1.975189629910278910e-11
1.950000000000000000e+01 1.911911774732377722e-11
1.962500000000000000e+01 1.957672045305169917e-11
1.976500000000000057e+01 2.115687139370159286e-11
1.989000000000000057e+01 2.103532105446337397e-11
2.001500000000000057e+01 2.017374808871430503e-11
2.015599999999999881e+01 1.914771813327220684e-11
2.029599999999999937e+01 2.025239524694466553e-11
2.042099999999999937e+01 1.905119638434538132e-11
2.054599999999999937e+01 1.924066808656199612e-11
2.068700000000000117e+01 2.009867099139750479e-11
2.081200000000000117e+01 1.924424335164598432e-11
2.093700000000000117e+01 1.826826884210319690e-11
2.106200000000000117e+01 1.973044470859885990e-11
2.120299999999999940e+01 2.056342075784645118e-11
2.132799999999999940e+01 2.019161920996381809e-11
2.145299999999999940e+01 2.011654731681744579e-11
2.159299999999999997e+01 1.988774422923000884e-11
2.171799999999999997e+01 1.915486866344018324e-11
2.184299999999999997e+01 1.937294595577565559e-11
2.198400000000000176e+01 2.063492259007926322e-11
2.212500000000000000e+01 1.993422094059837946e-11
2.225000000000000000e+01 2.006649534036508697e-11
2.237500000000000000e+01 1.958387098321967557e-11
2.251500000000000057e+01 2.000214577302372732e-11
2.265599999999999881e+01 2.046689727419614968e-11
2.278099999999999881e+01 2.072786907392210054e-11
2.290599999999999881e+01 2.047047080455666190e-11
2.304599999999999937e+01 2.047404606964065010e-11
2.317099999999999937e+01 1.845417048340625144e-11
2.329599999999999937e+01 2.102102346357437312e-11
2.342099999999999937e+01 1.925854614670541309e-11
2.356200000000000117e+01 2.097097148712201431e-11
2.368700000000000117e+01 1.932647271385423693e-11
2.381200000000000117e+01 1.999142171249523869e-11
2.395299999999999940e+01 2.011297205173345759e-11
2.407799999999999940e+01 1.825396951649072008e-11
2.420299999999999940e+01 1.978049321560426677e-11
2.434299999999999997e+01 1.985557378236801895e-11
2.448400000000000176e+01 2.009866925667402882e-11
2.460900000000000176e+01 1.922637396511994723e-11
2.473400000000000176e+01 2.014157070295841123e-11
2.487500000000000000e+01 1.915486866344018324e-11
2.501500000000000057e+01 1.897254402194459288e-11
2.514000000000000057e+01 1.972329591315435948e-11
2.526500000000000057e+01 2.085657341277524779e-11
2.540599999999999881e+01 2.106392144041180359e-11
2.553099999999999881e+01 2.032389534445400159e-11
2.565599999999999881e+01 1.922637049567299528e-11
2.579599999999999937e+01 1.852566711146863554e-11
2.592099999999999937e+01 2.022022480008267564e-11
2.604599999999999937e+01 2.072072201320107609e-11
2.618700000000000117e+01 2.046332027438868550e-11
2.631200000000000117e+01 1.999499350813227494e-11
2.645299999999999940e+01 1.920134537480855386e-11
2.657799999999999940e+01 1.936222016052369099e-11
2.670299999999999940e+01 2.040254770685479002e-11
2.684299999999999997e+01 2.046332200911216148e-11
2.696799999999999997e+01 1.890461398534881710e-11
2.709299999999999997e+01 1.919061784483311328e-11
2.723400000000000176e+01 1.885589427652600847e-11
2.735900000000000176e+01 1.902259426367347572e-11
2.750000000000000000e+01 1.971971891334689531e-11
2.762500000000000000e+01 1.996639659163079727e-11
2.776500000000000057e+01 1.957671871832822319e-11
2.789000000000000057e+01 1.941227040225257383e-11
2.801500000000000057e+01 1.917274325413664826e-11
2.815599999999999881e+01 1.903332005892544032e-11
2.828099999999999881e+01 2.126411893788038299e-11
2.840599999999999881e+01 2.036679505601490803e-11
2.854599999999999937e+01 2.002002036372019234e-11
2.867099999999999937e+01 1.908694383101483538e-11
2.881200000000000117e+01 1.987344490361753202e-11
2.893700000000000117e+01 2.041327350210675462e-11
2.906200000000000117e+01 2.080652143632288897e-11
2.920299999999999940e+01 2.035964626057040761e-11
