Start time (s) =
1547811584
'Reltime', '44.00[A]'
1.203100000000000058e+01 1.901901899858948752e-11
1.217200000000000060e+01 1.921921996550501888e-11
1.229700000000000060e+01 1.960889436936064101e-11
1.242200000000000060e+01 1.890819618932670920e-11
1.256199999999999939e+01 2.091019718486464285e-11
1.270299999999999940e+01 1.982696992697263738e-11
1.282799999999999940e+01 1.895109243144066369e-11
1.295299999999999940e+01 1.925139735126091267e-11
1.309399999999999942e+01 1.926569667687338949e-11
1.323399999999999999e+01 1.795366806611742305e-11
1.335899999999999999e+01 2.004504721930810973e-11
1.348399999999999999e+01 1.934076857001976180e-11
1.362500000000000000e+01 1.909051736137534760e-11
1.375000000000000000e+01 1.973402170840632408e-11
1.387500000000000000e+01 1.969469379248245389e-11
1.400000000000000000e+01 1.932289571404677275e-11
1.414000000000000057e+01 1.865436798087483083e-11
1.428100000000000058e+01 1.907979330084685898e-11
1.440600000000000058e+01 1.930501765390335578e-11
1.453100000000000058e+01 1.861861879948190079e-11
1.467200000000000060e+01 1.882239850092837230e-11
1.479700000000000060e+01 1.963749302058559465e-11
1.492200000000000060e+01 1.995209553129484448e-11
1.506199999999999939e+01 1.882954209220244479e-11
1.518699999999999939e+01 1.906907097504184634e-11
1.531199999999999939e+01 2.015587176329436403e-11
1.545299999999999940e+01 1.994852200093433225e-11
1.557799999999999940e+01 1.962319716442006978e-11
1.570299999999999940e+01 1.877234305502906153e-11
1.584399999999999942e+01 1.884384315253839759e-11
1.596899999999999942e+01 1.905834517978988174e-11
1.609400000000000119e+01 2.029529495850557197e-11
1.623400000000000176e+01 1.974474403421133673e-11
1.637500000000000000e+01 1.961604489952861741e-11
1.650000000000000000e+01 1.984842151747656658e-11
1.662500000000000000e+01 1.966609514125750025e-11
1.675000000000000000e+01 2.002359389408070456e-11
1.689000000000000057e+01 1.961604663425209338e-11
1.703099999999999881e+01 1.947304470450994529e-11
1.715599999999999881e+01 1.900829493806099890e-11
1.728099999999999881e+01 1.949091929520641031e-11
1.742200000000000060e+01 1.872944334346815509e-11
1.754700000000000060e+01 1.910839542151876458e-11
1.767200000000000060e+01 1.977691968524375454e-11
1.781200000000000117e+01 1.907264624012583454e-11
1.795299999999999940e+01 1.993064567551439126e-11
1.807799999999999940e+01 1.918347078411208884e-11
1.820299999999999940e+01 1.986272257781251938e-11
1.834400000000000119e+01 1.912627001221522960e-11
1.846900000000000119e+01 1.926927194195737769e-11
1.859400000000000119e+01 2.045259621386019688e-11
1.873400000000000176e+01 1.948019523467792169e-11
1.885900000000000176e+01 1.982339639661212516e-11
1.898400000000000176e+01 1.897611928702858108e-11
1.910900000000000176e+01 1.870441648788023770e-11
1.925000000000000000e+01 1.909767136099027596e-11
1.937500000000000000e+01 2.000889905151570503e-11
1.950000000000000000e+01 1.876161552505362096e-11
1.964000000000000057e+01 1.919062131428006523e-11
1.976500000000000057e+01 1.924424682109293627e-11
1.990599999999999881e+01 1.956599465779973457e-11
2.003099999999999881e+01 1.971971891334689531e-11
2.017200000000000060e+01 1.941584566733656203e-11
2.031200000000000117e+01 1.855069396705655294e-11
2.043700000000000117e+01 1.931217165351828413e-11
2.056200000000000117e+01 1.857929608772845853e-11
2.070299999999999940e+01 1.806807134463461750e-11
2.082799999999999940e+01 1.911554074751631305e-11
2.095299999999999940e+01 1.922994576075698347e-11
2.109400000000000119e+01 1.935864489543970279e-11
2.121900000000000119e+01 1.978406848068825497e-11
2.134400000000000119e+01 1.972687117823834768e-11
2.146900000000000119e+01 1.952666847659934035e-11
2.160900000000000176e+01 1.807164487499512973e-11
2.173400000000000176e+01 1.918347251883556481e-11
2.185900000000000176e+01 1.886887000812631499e-11
2.200000000000000000e+01 1.892606731057622227e-11
2.212500000000000000e+01 1.816101956320093080e-11
2.225000000000000000e+01 1.985914384328157922e-11
2.239000000000000057e+01 1.945516837909000429e-11
2.253099999999999881e+01 1.966251987617351205e-11
2.265599999999999881e+01 1.791791715000101703e-11
2.278099999999999881e+01 1.953381900676731675e-11
2.292200000000000060e+01 1.955884412763175817e-11
2.306200000000000117e+01 1.961246789972115323e-11
2.318700000000000117e+01 1.843987115779377461e-11
2.331200000000000117e+01 1.998069244779632214e-11
2.345299999999999940e+01 1.841484256748238124e-11
2.357799999999999940e+01 1.899756914280903430e-11
2.370299999999999940e+01 1.939797107664009701e-11
2.384400000000000119e+01 1.835049300014102158e-11
2.396900000000000119e+01 1.825039425140673188e-11
2.410900000000000176e+01 1.909051909609882358e-11
2.423400000000000176e+01 1.956957165760719874e-11
2.435900000000000176e+01 1.807522014007911793e-11
2.450000000000000000e+01 1.851136952057963470e-11
2.462500000000000000e+01 1.933719330493577360e-11
2.475000000000000000e+01 1.882597029656540855e-11
2.489000000000000057e+01 1.884384315253839759e-11
2.501500000000000057e+01 1.909051909609882358e-11
2.514000000000000057e+01 2.038824317707188527e-11
2.528099999999999881e+01 1.919777010972456566e-11
2.540599999999999881e+01 1.922994576075698347e-11
2.554700000000000060e+01 1.914771986799568282e-11
2.567200000000000060e+01 1.889389686371423238e-11
2.581200000000000117e+01 1.815029203322549023e-11
2.593700000000000117e+01 1.915844739797112339e-11
2.606200000000000117e+01 1.936937242541514337e-11
2.620299999999999940e+01 1.891534498477120962e-11
2.632799999999999940e+01 1.901544373350549932e-11
2.645299999999999940e+01 1.921564470042103068e-11
2.659400000000000119e+01 1.889032159863024418e-11
2.671900000000000119e+01 1.868654536663072463e-11
2.685900000000000176e+01 1.891534325004773365e-11
2.698400000000000176e+01 1.869726942715921325e-11
2.710900000000000176e+01 1.816101782847745483e-11
2.725000000000000000e+01 1.867224083684781988e-11
2.737500000000000000e+01 1.896182169613958024e-11
2.750000000000000000e+01 1.940511987208459743e-11
2.764000000000000057e+01 1.923709455620148390e-11
2.776500000000000057e+01 1.993064914496134321e-11
2.789000000000000057e+01 1.874732140361157207e-11
2.803099999999999881e+01 2.011654558209396981e-11
2.815599999999999881e+01 1.946589764378892085e-11
2.828099999999999881e+01 1.846846807429525228e-11
2.842200000000000060e+01 1.910429106577460345e-11
2.856200000000000117e+01 1.909409436118281178e-11
2.868700000000000117e+01 1.865079271579084264e-11
2.881200000000000117e+01 2.028099389816961917e-11
2.895299999999999940e+01 1.909767136099027596e-11
2.907799999999999940e+01 1.909766962626679998e-11
2.921900000000000119e+01 1.886529647776580276e-11
2.934400000000000119e+01 1.981624586644414876e-11
2.946900000000000119e+01 1.977691968524375454e-11
2.960900000000000176e+01 2.017374288454387710e-11
2.973400000000000176e+01 1.900114093844607055e-11
2.985900000000000176e+01 1.864721745070685444e-11
3.000000000000000000e+01 1.909409609590628776e-11
3.012500000000000000e+01 2.079221864126346020e-11
3.025000000000000000e+01 1.998069418251979812e-11
3.039000000000000057e+01 2.044902094877620868e-11
3.051500000000000057e+01 1.902272610265764996e-11
3.064000000000000057e+01 1.942656972786505065e-11
3.078099999999999881e+01 1.919062131428006523e-11
3.092200000000000060e+01 1.992349341062293888e-11
3.104700000000000060e+01 1.924781861672997252e-11
3.117200000000000060e+01 1.884384315253839759e-11
3.129700000000000060e+01 1.954096953693529315e-11
3.143700000000000117e+01 1.933719503965924957e-11
3.156200000000000117e+01 1.975189629910278910e-11
3.168700000000000117e+01 1.837194459064495078e-11
3.182799999999999940e+01 1.987702190342499620e-11
3.195299999999999940e+01 1.926211967706592532e-11
3.209400000000000119e+01 1.998069765196675007e-11
3.221900000000000119e+01 1.938367175102762019e-11
3.235900000000000176e+01 1.953024721113028050e-11
3.248400000000000176e+01 1.987702016870152022e-11
3.262500000000000000e+01 1.936937069069166739e-11
3.275000000000000000e+01 1.948019523467792169e-11
3.289000000000000057e+01 1.902616952875746392e-11
3.301500000000000057e+01 1.892263082337031221e-11
3.314000000000000057e+01 1.922279696531248305e-11
3.328099999999999881e+01 1.927999773720934229e-11
3.340599999999999881e+01 1.849707192969063385e-11
3.353099999999999881e+01 1.821106980492981364e-11
3.367199999999999704e+01 1.875446846433259651e-11
3.379699999999999704e+01 1.963391775550160645e-11
3.392199999999999704e+01 1.971972064807037128e-11
3.404699999999999704e+01 1.905834517978988174e-11
3.418699999999999761e+01 2.038824838124231320e-11
3.431199999999999761e+01 1.876161899450057291e-11
3.443699999999999761e+01 1.909766789154332400e-11
3.457800000000000296e+01 1.885456894779036219e-11
3.471900000000000119e+01 1.988059716850898440e-11
3.484400000000000119e+01 1.985914557800505520e-11
3.498400000000000176e+01 1.894394363599616327e-11
3.510900000000000176e+01 1.875446846433259651e-11
3.525000000000000000e+01 1.912269474713124140e-11
3.537500000000000000e+01 1.866152024576628321e-11
3.550000000000000000e+01 1.968039620159345304e-11
3.564000000000000057e+01 2.035964799529388358e-11
3.576500000000000057e+01 1.911554421696326500e-11
3.589000000000000057e+01 1.848276913463120508e-11
3.603099999999999881e+01 1.809666826113609517e-11
3.615599999999999881e+01 1.909052083082229956e-11
3.629699999999999704e+01 1.930144585826631953e-11
3.642199999999999704e+01 1.781424140145926316e-11
3.654699999999999704e+01 2.008436993106155199e-11
3.668699999999999761e+01 1.920491890516906608e-11
3.681199999999999761e+01 1.962319716442006978e-11
3.693699999999999761e+01 1.824324198651527951e-11
3.707800000000000296e+01 1.951952141587831591e-11
3.721900000000000119e+01 1.974474750365828868e-11
3.734400000000000119e+01 1.923709455620148390e-11
3.746900000000000119e+01 1.781424313618273914e-11
3.760900000000000176e+01 1.883669609181737314e-11
3.773400000000000176e+01 1.935506616090876264e-11
3.785900000000000176e+01 1.822179560018177824e-11
3.800000000000000000e+01 1.950164682518185089e-11
3.812500000000000000e+01 1.905834691451335772e-11
3.825000000000000000e+01 1.857929435300498255e-11
3.839000000000000057e+01 1.925139388181396072e-11
3.851500000000000057e+01 1.911554595168674098e-11
3.865599999999999881e+01 1.911541064325561479e-11
3.878099999999999881e+01 1.981624586644414876e-11
3.890599999999999881e+01 1.948734403012242211e-11
3.904699999999999704e+01 1.812169511672401256e-11
3.917199999999999704e+01 1.966251814145003607e-11
3.929699999999999704e+01 1.957314518796771097e-11
3.943699999999999761e+01 1.822536913054229046e-11
3.956199999999999761e+01 1.944801958364550387e-11
3.968699999999999761e+01 1.654154070662716691e-11
3.982800000000000296e+01 1.847919560427069285e-11
3.995300000000000296e+01 1.852924411127609972e-11
4.007800000000000296e+01 1.827184584191066108e-11
4.021900000000000119e+01 1.954097127165876913e-11
4.034400000000000119e+01 1.987344490361753202e-11
4.046900000000000119e+01 1.925497088162142489e-11
4.060900000000000176e+01 1.829686575860467457e-11
4.073400000000000176e+01 1.868296836682326045e-11
4.087500000000000000e+01 1.959101804394070001e-11
4.100000000000000000e+01 1.825396951649072008e-11
4.114000000000000057e+01 1.988417069886949662e-11
4.126500000000000057e+01 1.975189456437931312e-11
4.140599999999999881e+01 1.899757087753251028e-11
4.153099999999999881e+01 1.881881803167395617e-11
4.165599999999999881e+01 1.836651490616514337e-11
4.179699999999999704e+01 1.951237088571033951e-11
4.192199999999999704e+01 1.845774574849023963e-11
4.204699999999999704e+01 1.915129339835619504e-11
4.218699999999999761e+01 1.823251792598679089e-11
4.232800000000000296e+01 1.878664411536501433e-11
4.245300000000000296e+01 1.929429359337486716e-11
4.257800000000000296e+01 1.860789473895341217e-11
4.271900000000000119e+01 1.996997185671478547e-11
4.284400000000000119e+01 1.975904335982381355e-11
4.296900000000000119e+01 1.908694383101483538e-11
4.310900000000000176e+01 1.931216991879480815e-11
4.323400000000000176e+01 2.045617147894418508e-11
4.335900000000000176e+01 1.849706846024368190e-11
4.350000000000000000e+01 1.954097127165876913e-11
4.362500000000000000e+01 1.916201572416120769e-11
4.376500000000000057e+01 1.781782013599020331e-11
4.389000000000000057e+01 1.806807134463461750e-11
4.401500000000000057e+01 1.896181996141610426e-11
4.415599999999999881e+01 1.936937069069166739e-11
4.428099999999999881e+01 1.962677242950405798e-11
4.440599999999999881e+01 1.979479427594021956e-11
4.454699999999999704e+01 1.857214382283700616e-11
4.468699999999999761e+01 1.943014499294903885e-11
4.481199999999999761e+01 1.928714653265384271e-11
4.493699999999999761e+01 1.935506789563223862e-11
4.507800000000000296e+01 1.885457241723731414e-11
4.520300000000000296e+01 1.956957165760719874e-11
4.535900000000000176e+01 1.858286788336549478e-11
4.550000000000000000e+01 1.942656972786505065e-11
4.564000000000000057e+01 1.873659387363613149e-11
4.576500000000000057e+01 1.763549375977113698e-11
4.590599999999999881e+01 1.975189282965583715e-11
4.603099999999999881e+01 1.905834691451335772e-11
4.615599999999999881e+01 1.835764179558552200e-11
4.629699999999999704e+01 1.851494305094014692e-11
4.642199999999999704e+01 1.860789473895341217e-11
4.654699999999999704e+01 1.920492237461601803e-11
4.668699999999999761e+01 1.926211967706592532e-11
4.681199999999999761e+01 1.851852178547108707e-11
4.695300000000000296e+01 1.926927020723390171e-11
4.707800000000000296e+01 1.902974305911797614e-11
4.721900000000000119e+01 1.842556662801086986e-11
4.734400000000000119e+01 1.790719482419600439e-11
4.746900000000000119e+01 1.890819445460323323e-11
4.760900000000000176e+01 1.905834517978988174e-11
4.773400000000000176e+01 1.876161725977709693e-11
4.785900000000000176e+01 1.945874364417399249e-11
4.798400000000000176e+01 1.895824469633211606e-11
4.812500000000000000e+01 1.877949185047356195e-11
4.825000000000000000e+01 1.919419484464057746e-11
4.837500000000000000e+01 2.052409631136953294e-11
4.851500000000000057e+01 2.511082314304857732e-11
4.864000000000000057e+01 2.695910335248630219e-11
4.878099999999999881e+01 2.825325390309885165e-11
4.890599999999999881e+01 2.724867900760763462e-11
4.904699999999999704e+01 2.844273080948589438e-11
4.917199999999999704e+01 2.738095687682129409e-11
4.931199999999999761e+01 2.691262837584140755e-11
4.943699999999999761e+01 2.835335438655661733e-11
4.957800000000000296e+01 2.754897872325745567e-11
4.970300000000000296e+01 2.755612925342543207e-11
4.982800000000000296e+01 2.750607727697307325e-11
4.996900000000000119e+01 2.678750277151920045e-11
5.009400000000000119e+01 2.783140558293428768e-11
5.021900000000000119e+01 2.689474858097451460e-11
5.034400000000000119e+01 2.825325390309885165e-11
5.048400000000000176e+01 2.927928038909399788e-11
5.060900000000000176e+01 2.874660232077275168e-11
5.073400000000000176e+01 2.725582780305213504e-11
5.087500000000000000e+01 2.637995204224363732e-11
5.100000000000000000e+01 2.810588740909114591e-11
5.112500000000000000e+01 2.889317951559888797e-11
5.126500000000000057e+01 2.977977933693587431e-11
5.140599999999999881e+01 2.755970451850942027e-11
5.153099999999999881e+01 2.904690203642257273e-11
5.165599999999999881e+01 2.787073002941120592e-11
5.179699999999999704e+01 2.759902723026286253e-11
5.193699999999999761e+01 2.750965254205706145e-11
5.206199999999999761e+01 2.955918843028371157e-11
5.218699999999999761e+01 2.862863071606547294e-11
5.232800000000000296e+01 2.838023045736992600e-11
5.245300000000000296e+01 2.917560637527571998e-11
5.257800000000000296e+01 2.926855285911855731e-11
5.270300000000000296e+01 2.783855437837878810e-11
5.284400000000000119e+01 2.954383265807436487e-11
5.298400000000000176e+01 2.732017910511697067e-11
5.310900000000000176e+01 2.840340289356202419e-11
5.323400000000000176e+01 2.967253526220403614e-11
5.337500000000000000e+01 2.785285370399126492e-11
5.350000000000000000e+01 2.713427746381391614e-11
5.362500000000000000e+01 2.774203089472848660e-11
5.376500000000000057e+01 2.736307881667787711e-11
5.389000000000000057e+01 2.807092752687978532e-11
5.401500000000000057e+01 2.856070067946969715e-11
5.415599999999999881e+01 2.787073176413468190e-11
5.428099999999999881e+01 2.798724793584561610e-11
5.440599999999999881e+01 2.907908289162541848e-11
5.454699999999999704e+01 2.859645853448000707e-11
5.467199999999999704e+01 2.847132946071084802e-11
5.479699999999999704e+01 2.694175785245001009e-11
5.493699999999999761e+01 2.799942916409392524e-11
5.507800000000000296e+01 2.797440404322948382e-11
5.520300000000000296e+01 2.798155283867398424e-11
5.534400000000000119e+01 2.834263206075160468e-11
5.546900000000000119e+01 2.796010124817005504e-11
5.559400000000000119e+01 2.936865681202327494e-11
5.573400000000000176e+01 2.787072655996425397e-11
5.585900000000000176e+01 2.851780790680269462e-11
5.598400000000000176e+01 2.885385680384544571e-11
5.612500000000000000e+01 2.962962861174922580e-11
5.625000000000000000e+01 2.829615534938323407e-11
5.637500000000000000e+01 2.774918142489646300e-11
5.651500000000000057e+01 2.697697447373581525e-11
5.664000000000000057e+01 2.785285196926778895e-11
5.676500000000000057e+01 2.732375090075400692e-11
5.690599999999999881e+01 2.946875729548104061e-11
5.703099999999999881e+01 2.784570317382328852e-11
5.715599999999999881e+01 2.847132946071084802e-11
5.729699999999999704e+01 2.870727613957235747e-11
5.742199999999999704e+01 2.779207766701041749e-11
5.756199999999999761e+01 2.919348096597218500e-11
5.768699999999999761e+01 2.833905679566761648e-11
5.781199999999999761e+01 2.771700403914056920e-11
5.795300000000000296e+01 2.905763130112148929e-11
5.809400000000000119e+01 2.889556822982530804e-11
5.821900000000000119e+01 2.918275343599674443e-11
5.834400000000000119e+01 2.768482838810815139e-11
5.848400000000000176e+01 2.792077853641661278e-11
5.860900000000000176e+01 2.843915727912538216e-11
5.873400000000000176e+01 2.853210549769169546e-11
5.887500000000000000e+01 2.787787709013223036e-11
5.901500000000000057e+01 2.912555613354683715e-11
5.914000000000000057e+01 2.870013081357480900e-11
5.926500000000000057e+01 2.963320214210973802e-11
5.940599999999999881e+01 2.933648463043780907e-11
5.953099999999999881e+01 2.854282955822018408e-11
5.965599999999999881e+01 2.805305293618332030e-11
5.979699999999999704e+01 2.731660557475645845e-11
5.992199999999999704e+01 2.885027980403798153e-11
6.004699999999999704e+01 2.848205525596281262e-11
6.017199999999999704e+01 2.865365410220643838e-11
6.031199999999999761e+01 2.806735399651927310e-11
6.043699999999999761e+01 2.846417893054287163e-11
6.056199999999999761e+01 2.882525294845006414e-11
6.070300000000000296e+01 2.863578124623344934e-11
6.082800000000000296e+01 2.775990548542495162e-11
6.095300000000000296e+01 2.799227516447899689e-11
6.109400000000000119e+01 2.807093099632673727e-11
6.123400000000000176e+01 2.797440404322948382e-11
6.135900000000000176e+01 2.830330414482773449e-11
6.148400000000000176e+01 2.873614540765956349e-11
6.162500000000000000e+01 2.925425179878260451e-11
6.176500000000000057e+01 2.960461042977868829e-11
6.189000000000000057e+01 2.830330241010425851e-11
6.201500000000000057e+01 2.924710126861462811e-11
6.215599999999999881e+01 2.765980500196718594e-11
6.228099999999999881e+01 2.840340462828550017e-11
6.240599999999999881e+01 2.868583148796233218e-11
6.253099999999999881e+01 2.817460154069806322e-11
6.267199999999999704e+01 2.956528424857829407e-11
6.281199999999999761e+01 2.876580744437529091e-11
6.293699999999999761e+01 2.783140037876385975e-11
6.306199999999999761e+01 2.843200501423392978e-11
6.320300000000000296e+01 2.941155652358418138e-11
6.332800000000000296e+01 2.820320192664649284e-11
6.345300000000000296e+01 2.833548153058362828e-11
6.359400000000000119e+01 2.830330241010425851e-11
6.371900000000000119e+01 2.835335438655661733e-11
6.384400000000000119e+01 2.857857873961311412e-11
6.398400000000000176e+01 2.854997835366468451e-11
6.412500000000000000e+01 2.913985719388278994e-11
6.425000000000000000e+01 2.911125854265783630e-11
6.437500000000000000e+01 2.959030936944273549e-11
6.451500000000000057e+01 2.868940501832284440e-11
6.464000000000000057e+01 2.788860115066071899e-11
6.476500000000000057e+01 2.991205547142605781e-11
6.490600000000000591e+01 2.832475747005513966e-11
6.503100000000000591e+01 2.832832753096869993e-11
6.515600000000000591e+01 2.819248307028843215e-11
6.529699999999999704e+01 2.878235497161263368e-11
6.542199999999999704e+01 2.857858047433659010e-11
6.556199999999999761e+01 2.837122897725308235e-11
6.568699999999999761e+01 2.871800540427127402e-11
6.581199999999999761e+01 2.742027785385126037e-11
6.595300000000000296e+01 2.962605508138871357e-11
6.607800000000000296e+01 3.034105605648207415e-11
6.620300000000000296e+01 2.856785294436114953e-11
6.634399999999999409e+01 2.869655381376734482e-11
6.646899999999999409e+01 2.835057362482462651e-11
6.659399999999999409e+01 2.823895631220985081e-11
6.673399999999999466e+01 2.822107825206643383e-11
6.685899999999999466e+01 2.858930280014160275e-11
6.698399999999999466e+01 2.895753081766372361e-11
6.712500000000000000e+01 2.977620580657536209e-11
6.726500000000000057e+01 2.986915922931210332e-11
6.739000000000000057e+01 2.912197913373937297e-11
6.751500000000000057e+01 2.883240521334151651e-11
6.765600000000000591e+01 3.040898088890742201e-11
6.778100000000000591e+01 2.983354188690334752e-11
6.792199999999999704e+01 2.744887997452316597e-11
6.804699999999999704e+01 2.938653140271973996e-11
6.817199999999999704e+01 2.920420849594762558e-11
6.831199999999999761e+01 2.939367499399381245e-11
6.843699999999999761e+01 2.880380309266961092e-11
6.856199999999999761e+01 2.858215573942057830e-11
6.870300000000000296e+01 2.990848194106554558e-11
6.882800000000000296e+01 2.945803323495255199e-11
6.895300000000000296e+01 2.794222665747359002e-11
6.909399999999999409e+01 2.812098123805562011e-11
6.921899999999999409e+01 2.941870358430520582e-11
6.934399999999999409e+01 2.979050686691131489e-11
6.948399999999999466e+01 2.931503303993387988e-11
6.962500000000000000e+01 2.934005469135136934e-11
6.975000000000000000e+01 2.838910356794954737e-11
6.987500000000000000e+01 2.919586100658122518e-11
7.000000000000000000e+01 2.921811056988410371e-11
7.014000000000000057e+01 2.917203284491520776e-11
7.028100000000000591e+01 2.912197566429242102e-11
7.040600000000000591e+01 2.889317951559888797e-11
7.053100000000000591e+01 2.900757758994565449e-11
7.067199999999999704e+01 2.912555613354683715e-11
7.079699999999999704e+01 2.875018279002716781e-11
7.092199999999999704e+01 3.054840755356558191e-11
7.106199999999999761e+01 2.920420155705372167e-11
7.118699999999999761e+01 3.083798841285734227e-11
7.132800000000000296e+01 2.870728134374278540e-11
7.145300000000000296e+01 2.872872946479976264e-11
7.159399999999999409e+01 2.933290763063034490e-11
7.171899999999999409e+01 2.960818049069224855e-11
7.184399999999999409e+01 2.871442840446380984e-11
7.198399999999999466e+01 2.939368193288771636e-11
7.210899999999999466e+01 2.918632696635725665e-11
7.223399999999999466e+01 2.917560290582876803e-11
7.237500000000000000e+01 3.070570880892020682e-11
7.250000000000000000e+01 2.930430204051148735e-11
7.262500000000000000e+01 2.854282782349670811e-11
7.275000000000000000e+01 2.983698357827968550e-11
7.289000000000000057e+01 2.999427789474040651e-11
7.301500000000000057e+01 2.934363169115883352e-11
7.314000000000000057e+01 2.917203284491520776e-11
7.328100000000000591e+01 2.892893390116224595e-11
7.342199999999999704e+01 2.948305835581699341e-11
7.354699999999999704e+01 2.819963186573293257e-11
7.368699999999999761e+01 2.847133293015779998e-11
7.381199999999999761e+01 2.861075439064553194e-11
7.395300000000000296e+01 2.956885777893880629e-11
7.407800000000000296e+01 2.932933063082288072e-11
7.420300000000000296e+01 2.923995420789360367e-11
7.434399999999999409e+01 3.050550437255772351e-11
7.446899999999999409e+01 3.039826029782588535e-11
7.459399999999999409e+01 2.988346028964805612e-11
7.473399999999999466e+01 2.999070436437989429e-11
7.485899999999999466e+01 2.836408365125553388e-11
7.498399999999999466e+01 2.888245372034692338e-11
7.510899999999999466e+01 2.799942742937044926e-11
7.525000000000000000e+01 2.791720674077957653e-11
7.539000000000000057e+01 2.875018105530369183e-11
7.551500000000000057e+01 3.098455519934262270e-11
7.564000000000000057e+01 2.849635458157528944e-11
7.578100000000000591e+01 2.774202916000501062e-11
7.590600000000000591e+01 2.932575710046236850e-11
