Start time (s) =
1547805260
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 2.100000000000000000e+03 2.806057296245167976e-11 5.118861584607614645e-11
6.560000000000000275e-01 2.099843750000000000e+03 2.803601274747880012e-11 5.097121336117282908e-11
1.312000000000000055e+00 2.098750000000000000e+03 2.787941405513194582e-11 5.120765270150151593e-11
1.952999999999999847e+00 2.099843750000000000e+03 2.794257880633921332e-11 5.111736381402387508e-11
2.608999999999999986e+00 2.099687500000000000e+03 2.789741354591868117e-11 5.184448009787345768e-11
3.265000000000000124e+00 2.098125000000000000e+03 2.758095488109013615e-11 5.192124855057933530e-11
3.906000000000000139e+00 2.100156250000000000e+03 2.743172529406923132e-11 5.109588099849737830e-11
4.562000000000000277e+00 2.100000000000000000e+03 2.756253038305178649e-11 5.131328001395374372e-11
5.219000000000000306e+00 2.099687500000000000e+03 2.816497902957681987e-11 5.102711309046270571e-11
5.875000000000000000e+00 2.100000000000000000e+03 2.747962968285833085e-11 5.134152131214264614e-11
6.514999999999999680e+00 2.099687500000000000e+03 2.817049891967737807e-11 5.126046115355720190e-11
7.171999999999999709e+00 2.100000000000000000e+03 2.780940755453542579e-11 5.107991113417753581e-11
7.812000000000000277e+00 2.099687500000000000e+03 2.730399066563915511e-11 5.130836380762282545e-11
8.468999999999999417e+00 2.100156250000000000e+03 2.768377714568170944e-11 5.079312664912905007e-11
9.125000000000000000e+00 2.100000000000000000e+03 2.743111987557611542e-11 5.134581995691611667e-11
9.765000000000000568e+00 2.100000000000000000e+03 2.720512530529628492e-11 5.038106390409247126e-11
1.042200000000000060e+01 2.099531250000000000e+03 2.771975010640304049e-11 5.115360218743703058e-11
1.107799999999999940e+01 2.100000000000000000e+03 2.781985058986080617e-11 5.116651546899220193e-11
1.173399999999999999e+01 2.100000000000000000e+03 2.752936420491458591e-11 5.153989388051449794e-11
1.237500000000000000e+01 2.099687500000000000e+03 2.773816766554748625e-11 5.119843091150322323e-11
1.303100000000000058e+01 2.100000000000000000e+03 2.771851671801162098e-11 5.063039917874156970e-11
1.367200000000000060e+01 2.100000000000000000e+03 2.771858090278023212e-11 5.078760328958153991e-11
1.432799999999999940e+01 2.099375000000000000e+03 2.758832225169260965e-11 5.094973401509328426e-11
1.498399999999999999e+01 2.099843750000000000e+03 2.783150966634284629e-11 5.166086308738826460e-11
1.564000000000000057e+01 2.099687500000000000e+03 2.797337188276127762e-11 5.109650896839568190e-11
1.628099999999999881e+01 2.100000000000000000e+03 2.731688313051261474e-11 5.092822691343812380e-11
1.693700000000000117e+01 2.099843750000000000e+03 2.803417047114731275e-11 5.146986656323626619e-11
1.759400000000000119e+01 2.099843750000000000e+03 2.749681905778178503e-11 5.110387460427467943e-11
1.823400000000000176e+01 2.100000000000000000e+03 2.725670383840750333e-11 5.156015198126695509e-11
1.889000000000000057e+01 2.099843750000000000e+03 2.744769342366559783e-11 5.160681951221768315e-11
1.954700000000000060e+01 2.100312500000000000e+03 2.759753710279699845e-11 5.117509888075133517e-11
2.020299999999999940e+01 2.100000000000000000e+03 2.775597980619881611e-11 5.078822085113898765e-11
2.084400000000000119e+01 2.100000000000000000e+03 2.718084091135608560e-11 5.122608240371029353e-11
2.150000000000000000e+01 2.099687500000000000e+03 2.746365634909153641e-11 5.136732011967737321e-11
2.214000000000000057e+01 2.100156250000000000e+03 2.734084139643933042e-11 5.153987653327973817e-11
2.279700000000000060e+01 2.099843750000000000e+03 2.736539814196525811e-11 5.103937758543786174e-11
2.345299999999999940e+01 2.100000000000000000e+03 2.720635175479380052e-11 5.083120729887369293e-11
2.409400000000000119e+01 2.099687500000000000e+03 2.770132213891773887e-11 5.124694418823239062e-11
2.475000000000000000e+01 2.100000000000000000e+03 2.778238750167361104e-11 5.105104880498423370e-11
2.540599999999999881e+01 2.099375000000000000e+03 2.801881643366144203e-11 5.170569528090140921e-11
2.606200000000000117e+01 2.099375000000000000e+03 2.777808885690014051e-11 5.135258190902547426e-11
2.670299999999999940e+01 2.099531250000000000e+03 2.742374730080321399e-11 5.040624515006975059e-11
2.735900000000000176e+01 2.100312500000000000e+03 2.746980073964344626e-11 5.107437736628916980e-11
2.800000000000000000e+01 2.099843750000000000e+03 2.775045124248087802e-11 5.051148735391031153e-11
2.865599999999999881e+01 2.099843750000000000e+03 2.750910610416212876e-11 5.076549944305064344e-11
2.931200000000000117e+01 2.099375000000000000e+03 2.752138794637204455e-11 5.102770983533844174e-11
2.995299999999999940e+01 2.099375000000000000e+03 2.729416866131817443e-11 5.148399762067157326e-11
3.060900000000000176e+01 2.100000000000000000e+03 2.740654751753890395e-11 5.143055425982367979e-11
3.125000000000000000e+01 2.099843750000000000e+03 2.718361993836460044e-11 5.162032606920163857e-11
3.192200000000000060e+01 2.099375000000000000e+03 2.777501492690070961e-11 5.069487885034362762e-11
3.256199999999999761e+01 2.100000000000000000e+03 2.734575239859982076e-11 5.197652377941786028e-11
3.321900000000000119e+01 2.099531250000000000e+03 2.754165645546535757e-11 5.110385031814601575e-11
3.387500000000000000e+01 2.100000000000000000e+03 2.792117405336913549e-11 5.131205182973275214e-11
3.453099999999999881e+01 2.100000000000000000e+03 2.738997050000246958e-11 5.074830139450980937e-11
3.517199999999999704e+01 2.100468750000000000e+03 2.721064346067336714e-11 5.114193790678456253e-11
3.582800000000000296e+01 2.100000000000000000e+03 2.787634706402641882e-11 5.141337355851760549e-11
3.646900000000000119e+01 2.100312500000000000e+03 2.714186861374479065e-11 5.127520630310300476e-11
3.712500000000000000e+01 2.100000000000000000e+03 2.777256376262915438e-11 5.116158538487347585e-11
3.778099999999999881e+01 2.099531250000000000e+03 2.752322675325657997e-11 5.086989510183492769e-11
3.842199999999999704e+01 2.099843750000000000e+03 2.753920182174685038e-11 5.109770939704105785e-11
3.907800000000000296e+01 2.100625000000000000e+03 2.705711349415551581e-11 5.171736650044778116e-11
3.971900000000000119e+01 2.099375000000000000e+03 2.739242166427402481e-11 5.035648981133178381e-11
4.037500000000000000e+01 2.099687500000000000e+03 2.764482393002865024e-11 5.132495123350011568e-11
4.101500000000000057e+01 2.099843750000000000e+03 2.775351823358640502e-11 5.116650506065134607e-11
4.167199999999999704e+01 2.095000000000000000e+03 2.754964138762527881e-11 5.097673325127338728e-11
4.232800000000000296e+01 2.099375000000000000e+03 2.735128443176471080e-11 5.170200725879148251e-11
4.298400000000000176e+01 2.100312500000000000e+03 2.743909960356560873e-11 5.150303447609694274e-11
4.364000000000000057e+01 2.099843750000000000e+03 2.765710750696204201e-11 5.079128784224451465e-11
4.428099999999999881e+01 2.100000000000000000e+03 2.679366277458239409e-11 5.052352980428054252e-11
4.493699999999999761e+01 2.099218750000000000e+03 2.726836811905997138e-11 5.117202842019885622e-11
4.557800000000000296e+01 2.099531250000000000e+03 2.771974490223261256e-11 5.029815106083468379e-11
4.625000000000000000e+01 2.099687500000000000e+03 2.754595336551535212e-11 5.130038407963333214e-11
4.689000000000000057e+01 2.100000000000000000e+03 2.793345589557905129e-11 5.092271049278451756e-11
4.754699999999999704e+01 2.100000000000000000e+03 2.736356106980419867e-11 5.057695581789367623e-11
4.818699999999999761e+01 2.099062500000000000e+03 2.757236453043709901e-11 5.096630409373581472e-11
4.884400000000000119e+01 2.099843750000000000e+03 2.777747476478964472e-11 5.128317909219859416e-11
4.948400000000000176e+01 2.100000000000000000e+03 2.762578533987980478e-11 5.056221066834787337e-11
5.014000000000000057e+01 2.100000000000000000e+03 2.759385601958097567e-11 5.054993923447881343e-11
5.079699999999999704e+01 2.100000000000000000e+03 2.761289634445329710e-11 5.156383653392992983e-11
5.143699999999999761e+01 2.100000000000000000e+03 2.721863359700371632e-11 5.152881940584386200e-11
5.209400000000000119e+01 2.099843750000000000e+03 2.774725935128508070e-11 5.177693343516587277e-11
5.273400000000000176e+01 2.100625000000000000e+03 2.720757300012088820e-11 5.094111937831158343e-11
5.339000000000000057e+01 2.100000000000000000e+03 2.696316260542008791e-11 5.086743873339294453e-11
5.404699999999999704e+01 2.100000000000000000e+03 2.723152085770674802e-11 5.157120216980892735e-11
5.468699999999999761e+01 2.099687500000000000e+03 2.727389841750138544e-11 5.164673896884686144e-11
5.534400000000000119e+01 2.099375000000000000e+03 2.772649991544806625e-11 5.062179495030072474e-11
5.600000000000000000e+01 2.099687500000000000e+03 2.684770634975297554e-11 5.167560476748711551e-11
5.665599999999999881e+01 2.099687500000000000e+03 2.734206784593684603e-11 5.036938574565219540e-11
5.729699999999999704e+01 2.100000000000000000e+03 2.771789915645417324e-11 5.162157160065738992e-11
5.795300000000000296e+01 2.099843750000000000e+03 2.735005451282024325e-11 5.070899256054417492e-11
5.859400000000000119e+01 2.099843750000000000e+03 2.733592865955536411e-11 5.128134722420796265e-11
5.925000000000000000e+01 2.098750000000000000e+03 2.738320507844616003e-11 5.151531978775381049e-11
5.990599999999999881e+01 2.100000000000000000e+03 2.710011035023107695e-11 5.127642060953618852e-11
6.054699999999999704e+01 2.100312500000000000e+03 2.727635652066684457e-11 5.117080370542481660e-11
6.120300000000000296e+01 2.099687500000000000e+03 2.768166425248796969e-11 5.135626646168844900e-11
6.184400000000000119e+01 2.100000000000000000e+03 2.754472518129436054e-11 5.108175687995597514e-11
6.250000000000000000e+01 2.106250000000000000e+03 2.713572422319288080e-11 5.112842441090670320e-11
6.315599999999999881e+01 2.110312500000000000e+03 2.669417811795860018e-11 5.080724035932959737e-11
6.379699999999999704e+01 2.116718750000000000e+03 2.720082666052281439e-11 5.072003927963919523e-11
6.445300000000000296e+01 2.122656250000000000e+03 2.751647694421155421e-11 5.039210715374053962e-11
6.510899999999999466e+01 2.128437500000000000e+03 2.714002980686025523e-11 5.139925290942315428e-11
6.576500000000000057e+01 2.135937500000000000e+03 2.761534750872485233e-11 5.055546259402632359e-11
6.642199999999999704e+01 2.144843750000000000e+03 2.741698534869385639e-11 5.084717022429963151e-11
6.706199999999999761e+01 2.150625000000000000e+03 2.719898091474437507e-11 5.123161617159865955e-11
6.771899999999999409e+01 2.155156250000000000e+03 2.741821700236179993e-11 5.065617716959458505e-11
6.837500000000000000e+01 2.170468750000000000e+03 2.742558437296427343e-11 5.162462818342206106e-11
6.901500000000000057e+01 2.177187500000000000e+03 2.760367802390195635e-11 5.121440424527001767e-11
6.967199999999999704e+01 2.187343750000000000e+03 2.731751283513439432e-11 5.086498583439791332e-11
7.031199999999999761e+01 2.195625000000000000e+03 2.802925253009291851e-11 5.105842484920408708e-11
7.096899999999999409e+01 2.210312500000000000e+03 2.728338735491497857e-11 5.148338699800802942e-11
7.162500000000000000e+01 2.221406250000000000e+03 2.749151253866877198e-11 5.025700688943146588e-11
7.228100000000000591e+01 2.236875000000000000e+03 2.724380616936361577e-11 5.170324238190637800e-11
7.292199999999999704e+01 2.244218750000000000e+03 2.747442551243040043e-11 5.069241207356078860e-11
7.359399999999999409e+01 2.257187500000000000e+03 2.711055165083298135e-11 5.128808835963560853e-11
7.423399999999999466e+01 2.268125000000000000e+03 2.754595336551535212e-11 5.236894598525942968e-11
7.489000000000000057e+01 2.281718750000000000e+03 2.733654448638933587e-11 5.204836214800501182e-11
7.553100000000000591e+01 2.292812500000000000e+03 2.767860073082939465e-11 5.123651503069481805e-11
7.618699999999999761e+01 2.307812500000000000e+03 2.801329133939045590e-11 5.231489894064189627e-11
7.684399999999999409e+01 2.319062500000000000e+03 2.712712693364593974e-11 5.175789657974050328e-11
7.748399999999999466e+01 2.328750000000000000e+03 2.683235231226710482e-11 5.187763066349937446e-11
7.814000000000000057e+01 2.342343750000000000e+03 2.706633354943033254e-11 5.139925637887010623e-11
7.878100000000000591e+01 2.352343750000000000e+03 2.750665493989057353e-11 5.184510459832480933e-11
7.943699999999999761e+01 2.362031250000000000e+03 2.744695790091178367e-11 5.123467622381028264e-11
8.009399999999999409e+01 2.377656250000000000e+03 2.702519805164449451e-11 5.181440346224697180e-11
8.075000000000000000e+01 2.388750000000000000e+03 2.721432627861286591e-11 5.104614647644112324e-11
8.140600000000000591e+01 2.398125000000000000e+03 2.741636952185988463e-11 5.157980639824977231e-11
