Start time (s) =
1547803711
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 2.099531250000000000e+03 4.265306510764510506e-11 7.376023403171672044e-11
6.410000000000000142e-01 2.099843750000000000e+03 4.265368960809645671e-11 7.363686049810524992e-11
1.296999999999999931e+00 2.099687500000000000e+03 4.262913633201748098e-11 7.367614851538917264e-11
1.952999999999999847e+00 2.100000000000000000e+03 4.234909992129054501e-11 7.397825407817748555e-11
2.593999999999999861e+00 2.100000000000000000e+03 4.255237828765245922e-11 7.430069060010424664e-11
3.250000000000000000e+00 2.099843750000000000e+03 4.228215000345869612e-11 7.516352817926730268e-11
3.891000000000000014e+00 2.100000000000000000e+03 4.205371814669511821e-11 7.405502600033031513e-11
4.546999999999999709e+00 2.100312500000000000e+03 4.139845410922049496e-11 7.441552929421391127e-11
5.203000000000000291e+00 2.099687500000000000e+03 4.212679163839716523e-11 7.376334265618567088e-11
5.844000000000000306e+00 2.101250000000000000e+03 4.233006306586517553e-11 7.431603943341968943e-11
6.500000000000000000e+00 2.100000000000000000e+03 4.191922156615568440e-11 7.354412218107952981e-11
7.141000000000000014e+00 2.100000000000000000e+03 4.255237134875855531e-11 7.340408142431087413e-11
7.812000000000000277e+00 2.098906250000000000e+03 4.188237257007898506e-11 7.366262461117045746e-11
8.452999999999999403e+00 2.099375000000000000e+03 4.201316725072068436e-11 7.396781104285210517e-11
9.108999999999999986e+00 2.099687500000000000e+03 4.268871020562947649e-11 7.360061171635123856e-11
9.750000000000000000e+00 2.099843750000000000e+03 4.145127643906398873e-11 7.442778338084821144e-11
1.040600000000000058e+01 2.099062500000000000e+03 4.170856715557391681e-11 7.382718741899552128e-11
1.106199999999999939e+01 2.098125000000000000e+03 4.194993658002132975e-11 7.302209531490078120e-11
1.170299999999999940e+01 2.097812500000000000e+03 4.191493679917002169e-11 7.372892574242229102e-11
1.235899999999999999e+01 2.100000000000000000e+03 4.229075423189954108e-11 7.334265833547348734e-11
1.300000000000000000e+01 2.100000000000000000e+03 4.182035620581281421e-11 7.367859794493725190e-11
1.365600000000000058e+01 2.099843750000000000e+03 4.158084987437860036e-11 7.360181908389051841e-11
1.431199999999999939e+01 2.100156250000000000e+03 4.154829258418146765e-11 7.378604671703925533e-11
1.495299999999999940e+01 2.099062500000000000e+03 4.172025919180200049e-11 7.385361072698160001e-11
1.560899999999999999e+01 2.099218750000000000e+03 4.158454136593547901e-11 7.287531689215143160e-11
1.625000000000000000e+01 2.100312500000000000e+03 4.086848567896872453e-11 7.250254563384572748e-11
1.692200000000000060e+01 2.100312500000000000e+03 4.155935665051124772e-11 7.329725021376631844e-11
1.756200000000000117e+01 2.100156250000000000e+03 4.229445266235032364e-11 7.347409486380129806e-11
1.821900000000000119e+01 2.099687500000000000e+03 4.170736325748158890e-11 7.335986679235517727e-11
1.887500000000000000e+01 2.099843750000000000e+03 4.186026525410113663e-11 7.235947951933496824e-11
1.953099999999999881e+01 2.099687500000000000e+03 4.154951382950855532e-11 7.451440159345068537e-11
2.017200000000000060e+01 2.099062500000000000e+03 4.202976161549187850e-11 7.508609706219360191e-11
2.082799999999999940e+01 2.099218750000000000e+03 4.294109165470239020e-11 7.587896283522965746e-11
