Start time (s) =
1547807880
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 2.100000000000000000e+03 2.312128440096206106e-11 4.007873199984857138e-11
6.560000000000000275e-01 2.100000000000000000e+03 2.276117835875446360e-11 4.003635964422436189e-11
1.296999999999999931e+00 2.099843750000000000e+03 2.275404344109777099e-11 3.957208172256088119e-11
1.952999999999999847e+00 2.099687500000000000e+03 2.328709447496635221e-11 3.997740333216981412e-11
2.608999999999999986e+00 2.099843750000000000e+03 2.300338045047034541e-11 3.977719889580733081e-11
3.250000000000000000e+00 2.099843750000000000e+03 2.346580395273800690e-11 3.915632748596742374e-11
3.906000000000000139e+00 2.099687500000000000e+03 2.255998686473414949e-11 3.941917972594133346e-11
4.546999999999999709e+00 2.100000000000000000e+03 2.297941698037320180e-11 4.008057427618005875e-11
5.219000000000000306e+00 2.099687500000000000e+03 2.311207648875157616e-11 3.987485688861092115e-11
5.858999999999999986e+00 2.099375000000000000e+03 2.302302445911230677e-11 3.970166903566330063e-11
6.514999999999999680e+00 2.100312500000000000e+03 2.300153123524495413e-11 3.975570567193997817e-11
7.187000000000000277e+00 2.100000000000000000e+03 2.325515474632666724e-11 3.983553764630443084e-11
7.828000000000000291e+00 2.099843750000000000e+03 2.317532624140916653e-11 4.006644321874475168e-11
8.483999999999999986e+00 2.099843750000000000e+03 2.272825157245694783e-11 3.968016193400814018e-11
9.140000000000000568e+00 2.099843750000000000e+03 2.280071617621892699e-11 3.901446180010204046e-11
9.797000000000000597e+00 2.100000000000000000e+03 2.288914717485379668e-11 3.972746784319802771e-11
1.043699999999999939e+01 2.100000000000000000e+03 2.267938788158563312e-11 3.930617983871620424e-11
1.109399999999999942e+01 2.100156250000000000e+03 2.262446306688925546e-11 3.956041744190841314e-11
1.173399999999999999e+01 2.099375000000000000e+03 2.242303565047620850e-11 3.997800701593945405e-11
1.239000000000000057e+01 2.099687500000000000e+03 2.236162470470315355e-11 3.913361301677298343e-11
1.304700000000000060e+01 2.100000000000000000e+03 2.327480742858600848e-11 3.954077690271340373e-11
1.368699999999999939e+01 2.099843750000000000e+03 2.266622133040296916e-11 3.979378285223766909e-11
1.434399999999999942e+01 2.099843750000000000e+03 2.287625124053338510e-11 4.002836950789401271e-11
1.498399999999999999e+01 2.100000000000000000e+03 2.326498368954155183e-11 3.916248228486018945e-11
1.564000000000000057e+01 2.100000000000000000e+03 2.271719791446802361e-11 3.937312281765414923e-11
1.629700000000000060e+01 2.099687500000000000e+03 2.271965775235695872e-11 3.905315654195717912e-11
1.693700000000000117e+01 2.100312500000000000e+03 2.292292050620758914e-11 3.946830015588709273e-11
1.759400000000000119e+01 2.099843750000000000e+03 2.309241860232180699e-11 3.950269972241571281e-11
1.823400000000000176e+01 2.099843750000000000e+03 2.270553016436860361e-11 3.926196520676050739e-11
1.889000000000000057e+01 2.099843750000000000e+03 2.266230432479421353e-11 3.946585072633901348e-11
1.953099999999999881e+01 2.100156250000000000e+03 2.268096301050182007e-11 4.005479628532704339e-11
2.020299999999999940e+01 2.101250000000000000e+03 2.255568475051372701e-11 3.922819361013019090e-11
2.084400000000000119e+01 2.101875000000000000e+03 2.279273124405900575e-11 3.985457797117675227e-11
2.151500000000000057e+01 2.100000000000000000e+03 2.312558651518248354e-11 3.964701830727612730e-11
2.215599999999999881e+01 2.099843750000000000e+03 2.320002523426012431e-11 3.984537005896626738e-11
2.281200000000000117e+01 2.100000000000000000e+03 2.295954051878545954e-11 3.928837810640573025e-11
2.345299999999999940e+01 2.099843750000000000e+03 2.301565535378635730e-11 3.893648944930383493e-11
2.410900000000000176e+01 2.100312500000000000e+03 2.284418140763300187e-11 3.943267934403138497e-11
2.475000000000000000e+01 2.099843750000000000e+03 2.256735076588967104e-11 3.937741452353371585e-11
2.540599999999999881e+01 2.100000000000000000e+03 2.314585328955232058e-11 3.921897528957885015e-11
2.606200000000000117e+01 2.100000000000000000e+03 2.264166111543008952e-11 4.008426229828998544e-11
2.671900000000000119e+01 2.099843750000000000e+03 2.252928225920936001e-11 4.016715432486606119e-11
2.737500000000000000e+01 2.100000000000000000e+03 2.310408461769775101e-11 3.995530989397977351e-11
2.801500000000000057e+01 2.100312500000000000e+03 2.273615497261349816e-11 3.907343198994439604e-11
2.867200000000000060e+01 2.100000000000000000e+03 2.252559076765248136e-11 3.951742752472675591e-11
2.931200000000000117e+01 2.100000000000000000e+03 2.276693764069470660e-11 3.978334328635924066e-11
2.996900000000000119e+01 2.100000000000000000e+03 2.300337004212948955e-11 3.938662937463810465e-11
3.060900000000000176e+01 2.100156250000000000e+03 2.263482803965821688e-11 3.885971752715100536e-11
3.126500000000000057e+01 2.099843750000000000e+03 2.291186684821866493e-11 3.983431293153039121e-11
3.192200000000000060e+01 2.100000000000000000e+03 2.297942912343753363e-11 3.893402614196794786e-11
3.257800000000000296e+01 2.100000000000000000e+03 2.291002110244022560e-11 3.954507554748687426e-11
3.323400000000000176e+01 2.100000000000000000e+03 2.216941213939449540e-11 3.880506679876383203e-11
3.389000000000000057e+01 2.100625000000000000e+03 2.244329722067561761e-11 3.930066688750954995e-11
3.454699999999999704e+01 2.099843750000000000e+03 2.271719444502107166e-11 3.995897362996103652e-11
3.520300000000000296e+01 2.100156250000000000e+03 2.255691293473471859e-11 3.983615173841492663e-11
3.585900000000000176e+01 2.100312500000000000e+03 2.300091540841098237e-11 3.927915978585438950e-11
3.650000000000000000e+01 2.100000000000000000e+03 2.268710219688330199e-11 3.928099512329197296e-11
3.717199999999999704e+01 2.096718750000000000e+03 2.303530977076917452e-11 3.950822308196322297e-11
3.781199999999999761e+01 2.099843750000000000e+03 2.260788431462934511e-11 3.980913168555311188e-11
3.846900000000000119e+01 2.099843750000000000e+03 2.220503295125020315e-11 3.944865961669208332e-11
3.912500000000000000e+01 2.099843750000000000e+03 2.279457352039049312e-11 4.008240961361764221e-11
3.978099999999999881e+01 2.100000000000000000e+03 2.252558729820552941e-11 3.931108563670626665e-11
4.042199999999999704e+01 2.100000000000000000e+03 2.278044593240213800e-11 3.939828671639666879e-11
4.107800000000000296e+01 2.100156250000000000e+03 2.277246620441264469e-11 3.938908227363313586e-11
4.171900000000000119e+01 2.100000000000000000e+03 2.234749711671479844e-11 3.999581915659078390e-11
4.237500000000000000e+01 2.099687500000000000e+03 2.274851661210330889e-11 3.972990686440525110e-11
4.303099999999999881e+01 2.099843750000000000e+03 2.184699990359639798e-11 3.954382654658417096e-11
4.367199999999999704e+01 2.100000000000000000e+03 2.246848020137637292e-11 3.869820089374975680e-11
4.432800000000000296e+01 2.099843750000000000e+03 2.263238901845099349e-11 3.917353247340216171e-11
4.496900000000000119e+01 2.099843750000000000e+03 2.220687349285821455e-11 3.919194829782313150e-11
4.562500000000000000e+01 2.100312500000000000e+03 2.264032537835358738e-11 3.965008182893470234e-11
4.628099999999999881e+01 2.102968750000000000e+03 2.274360214049586659e-11 3.945049148468271483e-11
4.692199999999999704e+01 2.110000000000000000e+03 2.212945625357232160e-11 3.924291794299428204e-11
4.757800000000000296e+01 2.114843750000000000e+03 2.295608148017436179e-11 3.959296432376468999e-11
4.823400000000000176e+01 2.120000000000000000e+03 2.295793416484670502e-11 3.980298382555425007e-11
4.889000000000000057e+01 2.125312500000000000e+03 2.246970491615041254e-11 3.976001125560735261e-11
4.954699999999999704e+01 2.132968750000000000e+03 2.222714026722805158e-11 3.939277376519001450e-11
5.018699999999999761e+01 2.140312500000000000e+03 2.231740660330050474e-11 3.960463207386411000e-11
5.084400000000000119e+01 2.149375000000000000e+03 2.222897907411258700e-11 3.890701996689394093e-11
5.150000000000000000e+01 2.154375000000000000e+03 2.295179324374174712e-11 3.971088735621464139e-11
5.214000000000000057e+01 2.160156250000000000e+03 2.249059445624812525e-11 3.955612573602884652e-11
5.279699999999999704e+01 2.177812500000000000e+03 2.265741934348586284e-11 3.918396856983363818e-11
5.343699999999999761e+01 2.186250000000000000e+03 2.286826804309693983e-11 3.968753797822799356e-11
5.409400000000000119e+01 2.196093750000000000e+03 2.269017265743578093e-11 3.989142349780649965e-11
5.475000000000000000e+01 2.207968750000000000e+03 2.265701515291596024e-11 3.999275563493220886e-11
5.540599999999999881e+01 2.218125000000000000e+03 2.290204310917420827e-11 3.942899479136841023e-11
5.604699999999999704e+01 2.235625000000000000e+03 2.290695758078165056e-11 4.005047335442490919e-11
5.671900000000000119e+01 2.241250000000000000e+03 2.264043293120909794e-11 3.966298470214901783e-11
5.735900000000000176e+01 2.254843750000000000e+03 2.274790078526933712e-11 3.976675932992890239e-11
5.801500000000000057e+01 2.265156250000000000e+03 2.266806881090488446e-11 3.992395997132192065e-11
5.865599999999999881e+01 2.277968750000000000e+03 2.246479564871339818e-11 4.045580537237469798e-11
5.931199999999999761e+01 2.290000000000000000e+03 2.221546557823472767e-11 3.997433634106428713e-11
5.996900000000000119e+01 2.299843750000000000e+03 2.260604550774480970e-11 4.018005025918647277e-11
6.060900000000000176e+01 2.317656250000000000e+03 2.245619315499602919e-11 3.980053439600617082e-11
6.126500000000000057e+01 2.325781250000000000e+03 2.321040755426384550e-11 4.087830074439580130e-11
6.190599999999999881e+01 2.337968750000000000e+03 2.297542017748455123e-11 3.995529601619196569e-11
6.256199999999999761e+01 2.350781250000000000e+03 2.295161283250024553e-11 4.017514793064336232e-11
6.320300000000000296e+01 2.360468750000000000e+03 2.252866296292843629e-11 4.017085622476379569e-11
6.385900000000000176e+01 2.374375000000000000e+03 2.230328768892952951e-11 4.023225502747251880e-11
6.451500000000000057e+01 2.385781250000000000e+03 2.283817059078874223e-11 4.010760126793577740e-11
6.515600000000000591e+01 2.397968750000000000e+03 2.239049223806688360e-11 3.984106794474584490e-11
6.581199999999999761e+01 2.405312500000000000e+03 2.293696482746909737e-11 4.063818032085109166e-11
6.645300000000000296e+01 2.423125000000000000e+03 2.279273471350595770e-11 3.996697764407919351e-11
6.710899999999999466e+01 2.432343750000000000e+03 2.274298804838537080e-11 3.999153438960512119e-11
6.776500000000000057e+01 2.445156250000000000e+03 2.247552317868883875e-11 3.989142696725345161e-11
6.842199999999999704e+01 2.456250000000000000e+03 2.258823857126390777e-11 3.954691782381836163e-11
6.906199999999999761e+01 2.472656250000000000e+03 2.275650154426323013e-11 3.962675326762976624e-11
6.971899999999999409e+01 2.481718750000000000e+03 2.279948972672141139e-11 3.953217267427255877e-11
7.037500000000000000e+01 2.490000000000000000e+03 2.278536734290348420e-11 3.967341732913354235e-11
7.101500000000000057e+01 2.503437500000000000e+03 2.264474024959994836e-11 4.010022175426897206e-11
7.167199999999999704e+01 2.517031250000000000e+03 2.234750058616175039e-11 4.005355422331824400e-11
7.231199999999999761e+01 2.527187500000000000e+03 2.291002630661065353e-11 3.982879998032373692e-11
7.296899999999999409e+01 2.540000000000000000e+03 2.266868290301538025e-11 4.042508341961514873e-11
7.362500000000000000e+01 2.545468750000000000e+03 2.238188627490256266e-11 3.983921872952045362e-11
7.428100000000000591e+01 2.569687500000000000e+03 2.279273818295290965e-11 4.042016721328423046e-11
7.492199999999999704e+01 2.580625000000000000e+03 2.250410101323208067e-11 3.992335975699923267e-11
7.557800000000000296e+01 2.587656250000000000e+03 2.251761277438646403e-11 4.031455030917285853e-11
7.623399999999999466e+01 2.597968750000000000e+03 2.270859889019760658e-11 4.122036392772976399e-11
7.689000000000000057e+01 2.606093750000000000e+03 2.283625545607126384e-11 4.110675341784109094e-11
7.754699999999999704e+01 2.619687500000000000e+03 2.265579043814192062e-11 4.102261239036231188e-11
7.820300000000000296e+01 2.633437500000000000e+03 2.273004701125458382e-11 4.110367254894775613e-11
7.885899999999999466e+01 2.643437500000000000e+03 2.246909429348686871e-11 4.223610697295931971e-11
7.951500000000000057e+01 2.656562500000000000e+03 2.334052048857948591e-11 4.133274972284439741e-11
8.015600000000000591e+01 2.665000000000000000e+03 2.278352159712504488e-11 4.256772365152095006e-11
8.081199999999999761e+01 2.677031250000000000e+03 2.235179923093522092e-11 4.215012019970210133e-11
8.145300000000000296e+01 2.685625000000000000e+03 2.306171573152049348e-11 4.251366966800951275e-11
8.210899999999999466e+01 2.701562500000000000e+03 2.266962485786283565e-11 4.225945288149901558e-11
8.275000000000000000e+01 2.711406250000000000e+03 2.287563714842288931e-11 4.274888776301111193e-11
8.340600000000000591e+01 2.725312500000000000e+03 2.269525886666734493e-11 4.210530188397676454e-11
8.406199999999999761e+01 2.735000000000000000e+03 2.300582988001842466e-11 4.289259572520798258e-11
8.470300000000000296e+01 2.743437500000000000e+03 2.281913547008684873e-11 4.206660367267467393e-11
8.535899999999999466e+01 2.750312500000000000e+03 2.266962138841588370e-11 4.224531835461675655e-11
8.600000000000000000e+01 2.764531250000000000e+03 2.290449947761619143e-11 4.183017821013379489e-11
8.665600000000000591e+01 2.779843750000000000e+03 2.262200669844727230e-11 4.124677335792803490e-11
8.731199999999999761e+01 2.787031250000000000e+03 2.289118547493806943e-11 4.118535373853760007e-11
