Start time (s) =
1547809522
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 2.099843750000000000e+03 2.121998757265153301e-11 3.594574984888687652e-11
6.560000000000000275e-01 2.100000000000000000e+03 2.114431546518247274e-11 3.583032134879537978e-11
1.296999999999999931e+00 2.100000000000000000e+03 2.075204071083636137e-11 3.586961630497320641e-11
1.952999999999999847e+00 2.099375000000000000e+03 2.072256255480908749e-11 3.615948165891502697e-11
2.592999999999999972e+00 2.098906250000000000e+03 2.123165879219790497e-11 3.563624395575004655e-11
3.265000000000000124e+00 2.099843750000000000e+03 2.109840080422031861e-11 3.599120654285137277e-11
3.906000000000000139e+00 2.100000000000000000e+03 2.109594270105485947e-11 3.571732146157025056e-11
4.562000000000000277e+00 2.099531250000000000e+03 2.120771440405899710e-11 3.624606517704798136e-11
5.203000000000000291e+00 2.098125000000000000e+03 2.082758271404472339e-11 3.581987484402304744e-11
5.858999999999999986e+00 2.100000000000000000e+03 2.113340925868900655e-11 3.564792211419032242e-11
6.514999999999999680e+00 2.100000000000000000e+03 2.104482560438825089e-11 3.628412847955786447e-11
7.155999999999999694e+00 2.100000000000000000e+03 2.104005684955279065e-11 3.561229783288766271e-11
7.812000000000000277e+00 2.099843750000000000e+03 2.099522986021007398e-11 3.558650943369379149e-11
8.452999999999999403e+00 2.100000000000000000e+03 2.087056742705595269e-11 3.554536179284362163e-11
9.108999999999999986e+00 2.099843750000000000e+03 2.107998151035239687e-11 3.615946431168026720e-11
9.765000000000000568e+00 2.100000000000000000e+03 2.061632461969331587e-11 3.539428125587384955e-11
1.040600000000000058e+01 2.100156250000000000e+03 2.109102996417089315e-11 3.566327441695271716e-11
1.106199999999999939e+01 2.100000000000000000e+03 2.076370846093578137e-11 3.564731149152677858e-11
1.170299999999999940e+01 2.100000000000000000e+03 2.073607258123999486e-11 3.555211333661212336e-11
1.237500000000000000e+01 2.100625000000000000e+03 2.118703996967230552e-11 3.539184570411357811e-11
1.301500000000000057e+01 2.100000000000000000e+03 2.112539310150651772e-11 3.593226063913768087e-11
1.367200000000000060e+01 2.099843750000000000e+03 2.102716611940280700e-11 3.622395786107013294e-11
1.431199999999999939e+01 2.100000000000000000e+03 2.071151236626711523e-11 3.612754539972229395e-11
1.496799999999999997e+01 2.100000000000000000e+03 2.125929814134064344e-11 3.579653240493030353e-11
1.562500000000000000e+01 2.100000000000000000e+03 2.074835789289686261e-11 3.627247460724625228e-11
1.626500000000000057e+01 2.100000000000000000e+03 2.130228285435187274e-11 3.571547918523876319e-11
