Start time (s) =
1547805737
'Reltime', 'DEFAU[mV]', '44.00[A]', '28.00[A]'
0.000000000000000000e+00 2.100000000000000000e+03 2.678629366925644462e-11 4.813463516661897756e-11
6.560000000000000275e-01 2.099687500000000000e+03 2.688149008944762386e-11 4.818684340435197555e-11
1.296999999999999931e+00 2.100000000000000000e+03 2.642827796883739921e-11 4.793995755925095636e-11
1.952999999999999847e+00 2.099687500000000000e+03 2.672733735720189685e-11 4.798848124432097961e-11
2.608999999999999986e+00 2.100000000000000000e+03 2.617648459102284164e-11 4.820464860610940150e-11
3.250000000000000000e+00 2.099843750000000000e+03 2.647739839878315848e-11 4.859461444350898773e-11
3.906000000000000139e+00 2.099531250000000000e+03 2.564158954609929708e-11 4.792415422838480765e-11
4.546999999999999709e+00 2.100000000000000000e+03 2.678076337081503056e-11 4.817640383847354713e-11
5.217999999999999972e+00 2.099687500000000000e+03 2.631895049121091290e-11 4.851293325391914379e-11
5.858999999999999986e+00 2.100156250000000000e+03 2.646819222129614957e-11 4.849020837638384762e-11
6.514999999999999680e+00 2.098906250000000000e+03 2.644546734376085340e-11 4.873216413736614072e-11
7.171999999999999709e+00 2.100000000000000000e+03 2.634413347191166821e-11 4.738787487412743360e-11
7.828000000000000291e+00 2.100000000000000000e+03 2.692999816200636332e-11 4.817946389068517021e-11
8.483999999999999986e+00 2.100000000000000000e+03 2.692447306773537719e-11 4.856880869708035675e-11
9.140000000000000568e+00 2.100000000000000000e+03 2.682682895271959467e-11 4.832073283167481748e-11
9.797000000000000597e+00 2.099843750000000000e+03 2.686182873357090273e-11 4.814938725505868433e-11
1.043699999999999939e+01 2.100781250000000000e+03 2.613595104228316757e-11 4.782143778192526895e-11
1.109299999999999997e+01 2.100000000000000000e+03 2.665241638499793453e-11 4.790803864729298311e-11
1.173399999999999999e+01 2.100312500000000000e+03 2.628420744943404941e-11 4.787486726498535461e-11
1.239000000000000057e+01 2.099843750000000000e+03 2.614577651605110020e-11 4.793505523070784591e-11
1.304700000000000060e+01 2.099843750000000000e+03 2.681638765211769027e-11 4.772564635158182966e-11
1.368699999999999939e+01 2.100312500000000000e+03 2.673962787302919253e-11 4.793690444593323718e-11
1.434299999999999997e+01 2.100312500000000000e+03 2.635825932517654735e-11 4.790065913362617778e-11
1.498399999999999999e+01 2.100000000000000000e+03 2.700368921526585808e-11 4.789945176608689792e-11
1.564000000000000057e+01 2.099843750000000000e+03 2.659100890867183153e-11 4.769862282927306296e-11
1.629700000000000060e+01 2.099687500000000000e+03 2.689008564427108894e-11 4.847484913472754897e-11
1.693700000000000117e+01 2.100000000000000000e+03 2.668620012469258285e-11 4.812789056174437974e-11
1.759299999999999997e+01 2.099843750000000000e+03 2.663584283690845211e-11 4.795715560779179043e-11
1.825000000000000000e+01 2.099687500000000000e+03 2.632940046543019719e-11 4.788531030031073499e-11
1.890599999999999881e+01 2.099843750000000000e+03 2.597812763516227363e-11 4.759421329270097090e-11
1.956200000000000117e+01 2.099375000000000000e+03 2.672856554142288843e-11 4.754203627999054049e-11
2.021799999999999997e+01 2.100937500000000000e+03 2.641659634095017140e-11 4.787547441820194649e-11
2.087500000000000000e+01 2.100000000000000000e+03 2.623850789418291640e-11 4.804128969637666557e-11
2.151500000000000057e+01 2.100000000000000000e+03 2.638835330803779300e-11 4.765747518842289310e-11
2.217200000000000060e+01 2.099843750000000000e+03 2.698894753516700717e-11 4.850679233281418590e-11
2.281200000000000117e+01 2.100000000000000000e+03 2.611937055529978124e-11 4.834835656830627215e-11
2.346799999999999997e+01 2.100156250000000000e+03 2.586942465798713897e-11 4.839379938448296059e-11
2.412500000000000000e+01 2.099687500000000000e+03 2.647186983506522040e-11 4.857679883341070592e-11
2.478099999999999881e+01 2.099843750000000000e+03 2.654911707145046762e-11 4.789513230463171567e-11
2.542200000000000060e+01 2.099843750000000000e+03 2.635948577467406295e-11 4.850679233281418590e-11
